identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
20050101-0,Saturday,01-JAN-2005,11:20,A1, Landing (LDG),"Ainsworth Airport, NE (ANW)",United States of America,5,0, Damaged beyond repair,-,Cessna 551 Citation II/SP,2,Pratt & Whitney Canada JT15D-4,1980,-,5870.0, N35403, 551-0029,Jet Services,Private,-,Reading Municipal Airport/Spaatz Field,RDG,KRDG,United States of America,Ainsworth Airport,ANW,KANW,United States of America,1,4,0,0,-,-,Final
20050104-0,Tuesday,04-JAN-2005,02:00,A1, Landing (LDG),Banda Aceh-Blang Bintang Airport (BTJ),Indonesia,2,0, Damaged beyond repair,-,Boeing 737-2A9C,2,Pratt & Whitney JT8D-9A,1970,-,-, PK-YGM, 20206/249,Tri-MG Airlines,Cargo,-,-,-,-,-,Banda Aceh-Blang Bintang Airport,BTJ,WITT,Indonesia,2,0,0,0,-,-,-
20050106-0,Thursday,06-JAN-2005,14:20,A2, Landing (LDG),Andahuaylas Airport (ANS),Peru,-,0, Substantial, Repaired,Antonov An-32,2,Ivchenko AI-20,1991,-,-, PNP-234, 2502,Peruvian Police,Military,-,Lima-Jorge Chávez International Airport,LIM,SPIM,Peru,Andahuaylas Airport,ANS,SPHY,Peru,-,-,0,0,-,-,-
20050106-1,Thursday,06-JAN-2005,22:30,A2, Landing (LDG),Goa-Dabolim Airport (GOI),India,4,0, Substantial, Repaired,Canadair CL-600-2B19 Regional Jet CRJ-200ER,2,General Electric CF34-3B1,1998,-,-, VT-SAL, 7224,Sahara India,Ferry/positioning,2200,-,-,-,-,Goa-Dabolim Airport,GOI,VAGO,India,4,0,0,0,-,-,Preliminary
20050108-0,Saturday,08-JAN-2005,13:00,A1, Approach (APR),Bukalaza,Uganda,6,6, Damaged beyond repair,-,Antonov An-12,4,Ivchenko AI-20M,1964,-,-, 9Q-CIH, 4341803,Services Air,Cargo,-,Entebbe Airport,EBB,HUEN,Uganda,-,-,-,-,6,0,6,0,-,-,Preliminary
20050108-1,Saturday,08-JAN-2005,15:48,A1, Landing (LDG),Cali-Alfonso B. Aragon Airport (CLO),Colombia,170,0, Damaged beyond repair,-,McDonnell Douglas DC-9-83 (MD-83),2,Pratt & Whitney JT8D-219,1990,18037.0,41329.0, VP-BGI, 49940/1788,Aero República,Domestic Scheduled Passenger,7463,Cartagena-Rafael Núñez Airport,CTG,SKCG,Colombia,Cali-Alfonso Bonilla Aragón Airport,CLO,SKCL,Colombia,6,164,0,0,-,-,Final
20050109-0,Sunday,09-JAN-2005,20:30,A1, Landing (LDG),"Logan-Cache Airport, UT (LGU)",United States of America,9,0, Damaged beyond repair,-,Grumman American G-1159 Gulfstream II,2,Rolls-Royce Spey 511-8,1972,-,5320.0, N74RQ, 113,CFS Air,Executive,-,Kansas City-Charles B. Wheeler Downtown Airport,MKC,KMKC,United States of America,Logan-Cache Airport,LGU,KLGU,United States of America,2,7,0,0,-,-,Final
20050113-0,Thursday,13-JAN-2005,22:15,A1, Landing (LDG),"Keene-Dillant-Hopkins Airport, NH (EEN)",United States of America,1,1, Damaged beyond repair,-,Embraer EMB-110P1 Bandeirante,2,Pratt & Whitney Canada PT6A-34,1980,-,39466.0, N49BA, 110301,AirNow,Cargo,-,Bangor International Airport,BGR,KBGR,United States of America,Manchester Municipal Airport,MHT,KMHT,United States of America,1,0,1,0,-,-,Final
20050113-1,Thursday,13-JAN-2005,16:10,A1, Approach (APR),near Tura,Russia,9,9, Damaged beyond repair,-,Antonov An-2,1,Shvetsov ASh-62IR,1978,-,-, RA-62597, 1G177-44,Tura Air Enterprise,Domestic Scheduled Passenger,-,-,-,-,-,-,-,-,-,2,7,2,7,-,-,Preliminary - official
20050118-0,Tuesday,18-JAN-2005,15:12,A2, Landing (LDG),"Perth Airport, WA (PER)",Australia,8,0, Substantial, Repaired,Beechcraft B200 Super King Air,2,Pratt & Whitney Canada PT6A-41,1975,-,-, VH-SGT, BB-73,Network Aviation Australia,Domestic Non Scheduled Passenger,-,Perth Airport,PER,YPPH,Australia,-,-,-,-,1,7,0,0,-,-,Final
