identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19990101-0,Friday,01-JAN-1999,-,A1, Landing (LDG),Kilimanjaro Airport (JRO),Tanzania,-,0, Damaged beyond repair,-,Boeing 737-298C,2,Pratt & Whitney JT8D-15,1974,-,-, 9Q-CNK, 20795/348,Lignes Aeriennes Congolaises,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,Preliminary
19990102-0,Saturday,02-JAN-1999,-,C1, En route (ENR),	80 km (50 mls) N of Huambo,Angola,9,9, Substantial, Repaired,Lockheed L-100-30 Hercules,4,Allison 501-D22A,1980,-,-, D2-EHD, 4839,Transafrik,Cargo,-,Huambo Airport,NOV,FNHU,Angola,Luanda-4 de Fevereiro Airport,LAD,FNLU,Angola,4,5,4,5,-,-,-
19990104-0,Monday,04-JAN-1999,08:59,A1, Approach (APR),"Saint-Augustin River, QC",Canada,12,0, Damaged beyond repair,-,Beechcraft 1900C-1,2,Pratt & Whitney Canada PT6A-65B,1989,-,-, C-FGOI, UC- 85,Regionnair,Domestic Scheduled Passenger,1707,Lourdes-de-Blanc-Sablon Airport,YBX,CYBX,Canada,Saint-Augustin Airport,YIF,CYIF,Canada,2,10,0,0,-,-,Final
19990111-0,Monday,11-JAN-1999,15:45,A1, Approach (APR),"2,5 km (1.6 mls) from  Arakkonam Naval Air Station",India,8,8, Damaged beyond repair,-,Hindustan Aeronautics Ltd. HAL-748-219 Srs. 2,-,-,1978,-,-, H-2175, 569,Defence Research,Military,-,-,-,-,-,-,-,-,-,4,4,4,4,-,-,-
19990111-1,Monday,11-JAN-1999,-,A1, Unknown (UNK),near Kinshasa,Democratic Republic of the Congo,5,5, Damaged beyond repair,-,CASA C-212 Aviocar 200,-,-,1983,-,-, 802, 295,Zimbabwe AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19990112-0,Tuesday,12-JAN-1999,17:06,A1, Approach (APR),"Guernsey Airport, Channel Islands (GCI)",United Kingdom,2,2, Damaged beyond repair,-,Fokker F-27 Friendship 600,2,Rolls-Royce Dart 532-7,1975,-,-, G-CHNL, 10508,Channel Express,Cargo,-,London-Luton Airport,LTN,EGGW,United Kingdom,Guernsey Airport,GCI,EGJB,United Kingdom,2,0,2,0,-,-,Final
19990113-0,Wednesday,13-JAN-1999,06:33,A1, En route (ENR),"Mayne Island, BC",Canada,2,2, Damaged beyond repair,-,Douglas DC-3C,2,Pratt & Whitney R-1830-92,1944,-,10123.0, C-GWUG, 32963/16215,Kelowna Flightcraft,Cargo, 300,Vancouver International Airport,YVR,CYVR,Canada,Victoria International Airport,YYJ,CYYJ,Canada,2,0,2,0,-,-,Final
19990113-1,Wednesday,13-JAN-1999,-,A1, Landing (LDG),Olbia-Costa Smeralda Airport (OLB),Italy,2,0, Damaged beyond repair,-,Swearingen SA226-AT Merlin IV,2,Garrett TPE331-3U,1975,-,-, I-NARC, AT-035,Besit Servizi Aerei,Unknown,-,-,-,-,-,Olbia-Costa Smeralda Airport,OLB,LIEO,Italy,2,0,0,0,-,-,-
19990113-2,Wednesday,13-JAN-1999,-,A1, Approach (APR),Geilenkirchen Airport (GKE),Germany,4,4, Destroyed, Written off (damaged beyond repair),Boeing KC-135E Stratotanker,4,Pratt & Whitney TF33-PW-102,1960,-,-, 59-1452, 17940/355,Air National Guard,Military,-,Geilenkirchen Airport,GKE,ETNG,Germany,Geilenkirchen Airport,GKE,ETNG,Germany,4,0,4,0,-,-,-
19990114-0,Thursday,14-JAN-1999,-,A1, Landing (LDG),Olbia-Costa Smeralda Airport (OLB),Italy,2,0, Damaged beyond repair,-,Swearingen SA226-AT Merlin IVC,2,Garrett TPE331-3U,1974,-,-, I-NARB, AT-020,Besit Servizi Aerei,Unknown,-,-,-,-,-,Olbia-Costa Smeralda Airport,OLB,LIEO,Italy,2,0,0,0,-,-,-
19990114-1,Thursday,14-JAN-1999,09:18,A1, Approach (APR),"Cullman, AL",United States of America,2,2, Damaged beyond repair,-,Beechcraft 300 Super King Air,2,Pratt & Whitney Canada PT6A-60A,1986,-,7687.0, N780BF, FA-70,USA Healthcare-Leasing,Ferry/positioning,-,Greenville Downtown Airport,GMU,KGMU,United States of America,-,-,-,-,1,1,1,1,-,-,Final
19990116-0,Saturday,16-JAN-1999,14:30,A1, Approach (APR),"near Coconut Island Airport, QLD (CNC)",Australia,4,3, Damaged beyond repair,-,IRMA/Britten-Norman BN-2A-26 Islander,2,Lycoming O-540-E4C5,1975,-,16775.0, VH-XFF, 763,Uzu Air,Domestic Non Scheduled Passenger,-,Horn Island Airport,HID,YHID,Australia,Coconut Island Airport,CNC,YCCT,Australia,1,3,1,2,-,-,Final
19990118-0,Monday,18-JAN-1999,16:30,A1, Takeoff (TOF),Jumla Airport (JUM),Nepal,12,5, Damaged beyond repair,-,Cessna 208A Caravan I,1,Pratt & Whitney Canada PT6A-114,1993,-,-, 9N-ADA, 20800235,Necon Air,Domestic Scheduled Passenger,-,Jumla Airport,JUM,VNJL,Nepal,Nepalganj Airport,KEP,VNNG,Nepal,2,10,1,4,-,-,-
19990120-0,Wednesday,20-JAN-1999,-,A1, Landing (LDG),Lukapa Airport (LBZ),Angola,7,0, Damaged beyond repair,-,Antonov An-12B,4,Ivchenko AI-20M,1966,-,-, S9-CAN, 6344002,Unknown,Cargo,-,Luanda-4 de Fevereiro Airport,LAD,FNLU,Angola,Lukapa Airport,LBZ,FNLK,Angola,7,0,0,0,-,-,-
19990121-0,Thursday,21-JAN-1999,08:10,A1, En route (ENR),"7,5 km (4.7 mls) from  Bluefields Airport (BEF)",Nicaragua,28,28, Damaged beyond repair,-,Antonov An-26,-,-,1985,-,-, 152, 14206,Nicaraguan AF,Military,-,Managua-Augusto C. Sandino Airport,MGA,MNMG,Nicaragua,Bluefields Airport,BEF,MNBL,Nicaragua,4,24,4,24,-,-,-
19990122-0,Friday,22-JAN-1999,15:20,A2, Landing (LDG),"Columbus-Port Columbus International Airport, OH (CMH)",United States of America,4,0, Substantial, Repaired,Cessna 650 Citation VII,-,-,-,-,-, N782QS, 650-7082,Executive Jet Aviation,Training,-,Cincinnati Municipal Airport,LUK,KLUK,United States of America,Columbus-Port Columbus International Airport,CMH,KCMH,United States of America,3,1,0,0,-,-,Final
19990122-1,Friday,22-JAN-1999,17:19,A2, Landing (LDG),"Hyannis-Barnstable Airport, MA (HYA)",United States of America,4,0, Substantial, Repaired,Beechcraft 1900D,-,-,-,-,5501.0, N215CJ, UE-215,Colgan Air,Ferry/positioning,1070,Boston-Logan International Airport,BOS,KBOS,United States of America,Hyannis-Barnstable Airport,HYA,KHYA,United States of America,2,2,0,0,-,-,Final
19990125-0,Monday,25-JAN-1999,-,A1, Unknown (UNK),San Blas Airport (NBL),Panama,-,-, Damaged beyond repair,-,Britten-Norman BN-2A Islander,2,Lycoming O-540-E4C5,1969,-,-, HP-987XI, 61,ANSA,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19990128-0,Thursday,28-JAN-1999,21:15,A1, Landing (LDG),Catania-Fontanarossa Airport (CTA),Italy,84,0, Damaged beyond repair,-,McDonnell Douglas DC-9-82 (MD-82),2,Pratt & Whitney JT8D-217C,1988,-,-, I-DAVN, 49435/1504,Alitalia,Domestic Scheduled Passenger,-,Napoli Airport,NAP,LIRN,Italy,Catania-Fontanarossa Airport,CTA,LICC,Italy,6,78,0,0,-,-,Preliminary
19990128-1,Thursday,28-JAN-1999,23:18,A2, Landing (LDG),"Chicago-Midway Airport, IL (MDW)",United States of America,2,0, Substantial, Repaired,Learjet 35,-,-,1975,-,8956.0, N130F, 35-044,US Check,Cargo,251,Columbus-Port Columbus International Airport,CMH,KCMH,United States of America,Chicago-Midway Airport,MDW,KMDW,United States of America,2,0,0,0,-,-,Final
19990131-0,Sunday,31-JAN-1999,-,A1, Landing (LDG),Constantine-Ain el Bey Airport (CZL),Algeria,99,0, Damaged beyond repair,-,Boeing 727-2D6,3,Pratt & Whitney JT8D-15,1974,-,-, 7T-VEH, 20955/1075,Air Algérie,International Scheduled Passenger,-,-,-,-,-,Constantine-Ain el Bey Airport,CZL,DABC,Algeria,7,92,0,0,-,-,Preliminary
19990202-0,Tuesday,02-FEB-1999,05:08,A1, Approach (APR),ca 6 km E of Luanda-4 de Fevereiro Airport (LAD),Angola,11,11, Damaged beyond repair,-,Antonov An-12,-,-,1963,-,-, EY-ASS, 3340909,Santa Cruz Imperial,Cargo,-,Luanda-4 de Fevereiro Airport,LAD,FNLU,Angola,Lukapa Airport,LBZ,FNLK,Angola,4,7,4,7,-,13,-
