identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19520513-0,Tuesday,13-MAY-1952,-,A1, En route (ENR),"São Paulo, SP",Brazil,22,5, Damaged beyond repair,-,Douglas C-47B-45-DK (DC-3),2,Pratt & Whitney R-1830-90C,1945,-,-, PP-SPM, 34151/16894,VASP,Domestic Scheduled Passenger,-,São Paulo-Congonhas Airport,CGH,SBSP,Brazil,Bauru Airport,BAU,SBBU,Brazil,3,19,2,3,-,-,-
19520516-0,Friday,16-MAY-1952,-,A1, En route (ENR),Eyjafjallajökull,Iceland,5,5, Damaged beyond repair,-,Grumman SA-16A Albatross,-,-,-,-,-, 51-0055, G-132,USAF,Military,-,Keflavík Naval Air Station,KEF,BIKF,Iceland,Keflavík Naval Air Station,KEF,BIKF,Iceland,5,0,5,0,-,-,-
19520518-0,Sunday,18-MAY-1952,-,A1, Landing (LDG),"Sandwich Bay, NL",Canada,3,3, Damaged beyond repair,-,Boeing-Canada PB2B-1 Canso A (PBY-5A),-,-,1943,-,-, CF-FAN, 22023,Maritime Central Airways,Cargo,-,Gander Airport,YQX,CYQX,Canada,Cartwright Airport,YRF,CYCA,Canada,3,0,3,0,-,-,Final
19520519-0,Monday,19-MAY-1952,-,A1, Unknown (UNK),near Sowina,Poland,-,-, Damaged beyond repair,-,Lisunov Li-2T,-,-,-,-,-, SP-LBD, 18419804,LOT,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19520524-0,Saturday,24-MAY-1952,-,A1, Initial climb (ICL),"off Manaus, AM",Brazil,6,6, Damaged beyond repair,-,Curtiss C-46A-60-CK Commando,2,Pratt & Whitney R-2800-51,1945,-,-, PP-LDE,   446,Loide Aéreo Nacional,Cargo,-,Manaus/Ponta Pelada Airport,PLL,SBMN,Brazil,Rio de Janeiro-Santos Dumont Airport,SDU,SBRJ,Brazil,6,0,6,0,-,-,-
19520526-0,Monday,26-MAY-1952,-,A1, En route (ENR),114 km (71.3 mls) SSE of Atar,Mauritania,18,1, Damaged beyond repair,-,Handley Page HP.81 Hermes IV,-,-,1950,-,-, G-ALDN, HP.81/15,BOAC,International Scheduled Passenger,-,Tripoli International Airport,TIP,HLLT,Libya,Kano International Airport,KAN,DNKN,Nigeria,8,10,1,0,-,-,-
19520607-0,Saturday,07-JUN-1952,-,A1, En route (ENR),"near Whidbey Island NAS, WA (NUW)",United States of America,5,0, Damaged beyond repair,-,Lockheed P2V-2 Neptune,-,-,-,-,-, 39359,-,US Navy,Military,-,-,-,-,-,-,-,-,-,5,0,0,0,-,-,-
19520613-0,Friday,13-JUN-1952,11:30,C1, En route (ENR),56 km (35 mls) E off  Gotska Sandön island [Baltic Sea],Atlantic Ocean,8,8, Destroyed, Written off (damaged beyond repair),Douglas Tp 79 (C-47-DL),2,Pratt & Whitney R-1830-92,1943,-,3454.0, 79001, 9001,Swedish AF,Military,-,Stockholm-Bromma Airport,BMA,ESSB,Sweden,Stockholm-Bromma Airport,BMA,ESSB,Sweden,8,0,8,0,-,-,Final
19520616-0,Monday,16-JUN-1952,-,A1, Landing (LDG),Malta-Luqa Airport (MLA),Malta,-,0, Damaged beyond repair,-,Handley Page Hastings C.1,-,-,-,-,-, TG603, HP67/81,RAF,Military,-,-,-,-,-,Malta-Luqa Airport,MLA,LMML,Malta,-,-,0,0,-,-,-
19520616-1,Monday,16-JUN-1952,04:20,C1, En route (ENR),Baltic Sea,Atlantic Ocean,5,0, Damaged beyond repair,-,Consolidated Tp 47 Canso (PBY-5A),-,-,-,-,-, 47002,-,Swedish AF,Military,-,-,-,-,-,-,-,-,-,5,0,0,0,-,-,-
19520623-0,Monday,23-JUN-1952,-,A2, Landing (LDG),Cairo International Airport (CAI),Egypt,-,0, Substantial, Repaired,Douglas DC-6,-,-,1948,-,-, SE-BDD, 43122/120,SAS,International Scheduled Passenger,970,Roma-Ciampino Airport,CIA,LIRA,Italy,Cairo International Airport,CAI,HECA,Egypt,-,-,0,0,-,-,-
19520625-0,Wednesday,25-JUN-1952,-,A1, Maneuvering (MNV),19 km (11.9 mls) off  Berwick-upon-Tweed,United Kingdom,13,11, Damaged beyond repair,-,Avro Shackleton MR.1,4,Rolls-Royce Griffon 57,1951,-,-, VP261,-,RAF,Military,-,Scampton RAF Station,SQZ,EGXP,United Kingdom,Scampton RAF Station,SQZ,EGXP,United Kingdom,11,2,9,2,-,-,-
19520625-2,Wednesday,25-JUN-1952,-,A1, Unknown (UNK),"8 km (5 mls) NE of Monrovia, CA",United States of America,7,7, Damaged beyond repair,-,Douglas C-47D (DC-3),-,-,1944,-,-, 43-48723, 25984/14539,USAF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19520626-0,Thursday,26-JUN-1952,-,H2, En route (ENR),Foligno Airport,Italy,27,0, None,-,Douglas C-47 (DC-3),-,-,-,-,-, registration unknown,-,JAT,Domestic Scheduled Passenger,-,-,-,-,-,Pula Airport,PUY,LDPL,Croatia,5,22,0,0,-,-,-
19520627-0,Friday,27-JUN-1952,-,A1, Initial climb (ICL),"3 km (1.9 mls) from  Cherry Point MCAS, NC (NKT)",United States of America,5,5, Damaged beyond repair,-,Fairchild R4Q-1 Flying Boxcar (C-119C),-,-,-,-,-, 124331, 7008,USMC,Military,-,-,-,-,-,-,-,-,-,5,0,5,0,-,-,-
19520628-0,Saturday,28-JUN-1952,06:56,A2, Approach (APR),"Dallas, TX",United States of America,60,0, Minor, Repaired,Douglas DC-6,-,-,-,-,-, N90750, 43137,American Airlines,Domestic Scheduled Passenger,AA910,San Francisco International Airport,SFO,KSFO,United States of America,Dallas-Love Field,DAL,KDAL,United States of America,5,55,0,0,2,-,Final
19520630-0,Monday,30-JUN-1952,-,A1, Takeoff (TOF),Khartoum-Civil Airport (KRT),Sudan,-,0, Damaged beyond repair,-,Vickers Valetta C.1,2,Bristol Hercules 230,1948,-,-, VW164, 334,RAF,Military,-,Khartoum-Civil Airport,KRT,HSSS,Sudan,-,-,-,-,-,-,0,0,-,-,-
19520703-0,Thursday,03-JUL-1952,-,A1, Unknown (UNK),8 km (5 mls) E of Oya,Malaysia,1,0, Damaged beyond repair,-,Vickers Valetta C.1,2,Bristol Hercules 230,1950,-,-, VX537,-,RAF,Military,-,-,-,-,-,-,-,-,-,1,0,0,0,-,-,-
19520706-0,Sunday,06-JUL-1952,-,A1, Takeoff (TOF),Lyon-Bron Airport (LYN),France,6,6, Damaged beyond repair,-,Nord 2501 Noratlas,2,Bristol Hercules 739,1950,-,-, F-WFUN, 02,Nord Aviation,Demonstration,-,Lyon-Bron Airport,LYN,LFLY,France,Lyon-Bron Airport,LYN,LFLY,France,6,0,6,0,-,-,-
19520706-1,Sunday,06-JUL-1952,-,A1, Unknown (UNK),near Hoyo de Manzanares,Spain,12,7, Damaged beyond repair,-,CASA 352 (Junkers Ju-52),-,-,-,-,-, T.2-218, 109,Spanish AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19520711-0,Friday,11-JUL-1952,-,A1, En route (ENR),"off Maraú, BA",Brazil,33,13, Damaged beyond repair,-,Douglas C-47A-35-DL (DC-3),2,Pratt & Whitney R-1830-92,1943,-,-, 2048, 9777,Brazilian AF,Military,-,Salvador-Dois de Julho International Airport,SSA,SBSV,Brazil,Rio de Janeiro-Galeão International Airport,GIG,SBGL,Brazil,5,28,1,12,-,-,-
19520711-1,Friday,11-JUL-1952,-,A1, Landing (LDG),"Moline-Quad-City Airport, IL (MLI)",United States of America,-,0, Damaged beyond repair,-,Fairchild C-82A Packet,-,-,-,-,-, 45-57799, 10169,USAF,Military,-,-,-,-,-,Moline-Quad-City Airport,MLI,KMLI,United States of America,-,-,0,0,-,-,-
19520711-2,Friday,11-JUL-1952,-,A1, Landing (LDG),"off Seattle, WA",United States of America,7,3, Damaged beyond repair,-,Consolidated PBY Catalina,-,-,-,-,-, registration unknown,-,US Navy,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19520715-0,Tuesday,15-JUL-1952,-,A1, Unknown (UNK),Pusan East (K-9) Air Base,South Korea,-,-, Damaged beyond repair,-,Douglas C-47A-30-DK (DC-3),-,-,1944,-,-, 43-48140, 25401/13956,USAF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19520718-0,Friday,18-JUL-1952,-,A1, Landing (LDG),Warszawa,Poland,-,0, Damaged beyond repair,-,Ilyushin Il-12B,-,-,1949,-,-, SP-LHC, 93013506,LOT,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19520719-0,Saturday,19-JUL-1952,23:02,A1, Initial climb (ICL),Riga-Spilve Airport,Latvia,4,4, Damaged beyond repair,-,Lisunov Li-2,-,-,1945,-,5948.0, CCCP-L4197, 18420702,Aeroflot / Latvia,Training,-,-,-,-,-,-,-,-,-,4,0,4,0,-,-,-
19520721-0,Monday,21-JUL-1952,-,A1, Unknown (UNK),"near Goose Bay Airport, NL (YYR)",Canada,3,3, Damaged beyond repair,-,Douglas C-47A-30-DL (DC-3),-,-,1943,-,-, 654, 9595,RCAF,Military,-,-,-,-,-,-,-,-,-,3,0,3,0,-,-,-
19520723-0,Wednesday,23-JUL-1952,22:25,A1, Landing (LDG),Pithiviers Airport,France,70,0, Damaged beyond repair,-,Handley Page HP.81 Hermes IVA,-,-,1949,-,-, G-ALDB, HP.81/3,Airwork,Int'l Non Scheduled Passenger,-,Blackbushe Airport,BBS,EGLK,United Kingdom,-,-,-,-,6,64,0,0,-,-,-
19520723-1,Wednesday,23-JUL-1952,-,A1, Unknown (UNK),"1,7 km (1.1 mls) NE of Ashiya Air Base",Japan,5,5, Damaged beyond repair,-,Fairchild C-119C Flying Boxcar,-,-,-,-,-, 49-138, 10375,USAF,Military,-,-,-,-,-,-,-,-,-,5,0,5,0,-,2,-
19520725-0,Friday,25-JUL-1952,-,A1, Landing (LDG),Malta-Luqa Airport (MLA),Malta,-,0, Damaged beyond repair,-,Vickers 498 Viking 1A,-,-,1946,-,-, G-AHON, 116,Crewsair,Unknown,-,-,-,-,-,Malta-Luqa Airport,MLA,LMML,Malta,-,-,0,0,-,-,-
19520725-1,Friday,25-JUL-1952,-,A1, Unknown (UNK),"3,2 km (2 mls) SE of Niigata Air Base (KIJ)",Japan,-,0, Damaged beyond repair,-,Fairchild C-119B Flying Boxcar,-,-,-,-,-, 49-103, 10340,USAF,Military,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19520727-0,Sunday,27-JUL-1952,-,A1, En route (ENR),ca 160 km off Benghazi,Mediterranean Sea,32,0, Damaged beyond repair,-,Douglas C-47A-10-DK (DC-3),2,Pratt & Whitney R-1830-92,1944,-,-, ZS-DFB, 12414,Tropic Airways,Passenger,-,Malta-Luqa Airport,MLA,LMML,Malta,Benghazi-Benina International Airport,BEN,HLLB,Libya,4,28,0,0,-,-,-
19520727-1,Sunday,27-JUL-1952,11:46,A2, En route (ENR),"off Rio de Janeiro, RJ",Atlantic Ocean,27,1, Minor, Repaired,Boeing 377 Stratocruiser 10-26,4,Pratt & Whitney R-4360-B6,1949,-,7885.0, N1030V, 15939/12,Pan Am,International Scheduled Passenger,PA201,Rio de Janeiro-Galeão International Airport,GIG,SBGL,Brazil,Buenos Aires/Ezeiza-Ministro Pistarini Airport,EZE,SAEZ,Argentina,8,19,0,1,-,-,Final
