identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19850101-0,Tuesday,01-JAN-1985,20:30,A1, En route (ENR),Nevado Illimani,Bolivia,29,29, Destroyed, Written off (damaged beyond repair),Boeing 727-225,3,Pratt & Whitney JT8D-17AR,1982,-,-, N819EA, 22556/1793,Eastern Air Lines,International Scheduled Passenger,EA980,Asunción-Silvio Pettirossi International Airport,ASU,SGAS,Paraguay,La Paz-El Alto Airport,LPB,SLLP,Bolivia,10,19,10,19,-,-,-
19850104-0,Friday,04-JAN-1985,-,H2, Standing (STD),"Cleveland-Hopkins International Airport, OH (CLE)",United States of America,27,0, None,-,Boeing 727-235,3,Pratt & Whitney JT8D-7B,1968,-,-, N4746, 19466/561,Pan Am,Domestic Scheduled Passenger,PA558,Cincinnati/Northern Kentucky Airport,CVG,KCVG,United States of America,Cleveland-Hopkins International Airport,CLE,KCLE,United States of America,-,-,0,0,-,-,-
19850108-0,Tuesday,08-JAN-1985,-,A1, Approach (APR),Bamyan,Afghanistan,20,0, Damaged beyond repair,-,de Havilland Canada DHC-6 Twin Otter 300,2,Pratt & Whitney Canada PT6A-27,1971,-,-, YA-GAY, 332,Bakhtar Afghan,Domestic Scheduled Passenger,-,-,-,-,-,Bamyan Airport,BIN,OABN,Afghanistan,3,17,0,0,-,-,-
19850108-1,Tuesday,08-JAN-1985,-,A1, Landing (LDG),Bangkok International Airport (BKK),Thailand,8,0, Damaged beyond repair,-,Fokker F-27 Friendship 200MAR,-,-,1984,-,-, 10665, 10665,Thai Navy,Military,-,U-Tapao Airport,UTP,VTBU,Thailand,Bangkok-Don Muang International Airport,BKK,VTBD,Thailand,2,6,0,0,-,-,-
19850109-0,Wednesday,09-JAN-1985,07:01,A1, Approach (APR),"ca 5 km NW from Kansas City Downtown Municipal Airport, MO (MKC)",United States of America,3,3, Destroyed, Written off (damaged beyond repair),Lockheed L-188AF Electra,4,Allison 501-D13,1959,-,-, N357Q, 1044,TPI,Cargo,-,Detroit-Metropolitan Wayne County Airport,DTW,KDTW,United States of America,Kansas City Downtown Municipal Airport,MKC,KMKC,United States of America,3,0,3,0,-,-,Final
19850109-1,Wednesday,09-JAN-1985,11:50,A2, Landing (LDG),"Baltimore/Washington International Airport, MD (BWI)",United States of America,2,0, Substantial,-,North American Rockwell T-39N Sabreliner,2,Pratt & Whitney JT12A-8 Turbo Wasp,-,-,9044.0, N1863T, 282-62,Westinghouse Electric Corp.,Executive,-,Baltimore/Washington International Airport,BWI,KBWI,United States of America,Baltimore/Washington International Airport,BWI,KBWI,United States of America,2,0,0,0,-,-,Final
19850110-0,Thursday,10-JAN-1985,-,A1, Approach (APR),"1,3 km (0.8 mls) from  Uralsk Airport (URA)",Kazakhstan,-,-, Damaged beyond repair,-,Ilyushin Il-14T,-,-,1958,-,11007.0, CCCP-06142, 148001843,MAP Moscow,Unknown,-,-,-,-,-,Uralsk Airport,URA,UARR,Kazakhstan,-,-,-,-,-,-,-
19850113-0,Sunday,13-JAN-1985,-,A1, Landing (LDG),Yogyakarta-Adisutjipto Airport (JOG),Indonesia,49,0, Damaged beyond repair,-,Vickers 806 Viscount,-,-,1958,-,-, PK-RVT, 268,Mandala Airlines,Domestic Scheduled Passenger,-,-,-,-,-,Yogyakarta-Adisutjipto Airport,JOG,WARJ,Indonesia,-,-,0,0,-,-,-
19850117-0,Thursday,17-JAN-1985,-,U1, Unknown (UNK),Lop Buri Air Base,Thailand,-,-, Damaged beyond repair,-,Douglas C-47A-65-DL (DC-3),-,-,1943,-,-, L2-6/90/536, 18999,Thai AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19850118-0,Friday,18-JAN-1985,-,A1, Approach (APR),near Jinan Airport (TNA),China,41,38, Damaged beyond repair,-,Antonov An-24V,-,-,1972,-,-, B-434, 27308110,CAAC,Domestic Scheduled Passenger,5109,Nanjing Dajiaochang Airport,NKG,ZSNJ,China,Jinan Airport,TNA,ZSTN,China,6,35,6,32,-,-,-
