identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19691011-0,Saturday,11-OCT-1969,-,A1, Takeoff (TOF),Saigon-Tan Son Nhut Airport (SGN),Vietnam,10,6, Damaged beyond repair,-,Fairchild AC-119G Shadow,-,-,-,-,-, 52-5907, 11074,USAF,Military,-,Saigon-Tan Son Nhat International Airport,SGN,VVTS,Vietnam,-,-,-,-,10,0,6,0,-,-,-
19691011-1,Saturday,11-OCT-1969,-,A1, En route (ENR),off San Juan [Caribbean Sea],Atlantic Ocean,2,2, Missing, Presumed damaged beyond repair,Britten-Norman BN-2A Islander,-,-,1969,-,50.0, N852JA, 72,San Juan Air,Ferry/positioning,-,Inagua Airport,IGA,MYIG,Bahamas,-,-,-,-,1,1,1,1,-,-,-
19691012-0,Sunday,12-OCT-1969,-,A1, Landing (LDG),Mirny Airport (MJZ),Russia,-,0, Damaged beyond repair,-,Antonov An-10,-,-,1959,-,-, CCCP-11169, 9401501,Aeroflot / East Siberia,Domestic Scheduled Passenger,-,Irkutsk Airport,IKT,UIII,Russia,Mirny Airport,MJZ,UERR,Russia,-,-,0,0,-,-,-
19691013-0,Monday,13-OCT-1969,17:27,A1, Approach (APR),"1,1 km (0.7 mls) from  Nizhnevartovsk Airport (NJC)",Russia,56,24, Damaged beyond repair,-,Antonov An-24B,-,-,1967,2298.0,2756.0, CCCP-47772, 79901404,Aeroflot / Tyumen,Domestic Scheduled Passenger, 227,Surgut Airport,SGC,USRR,Russia,Nizhnevartovsk Airport,NJC,USNN,Russia,4,52,2,22,-,-,-
19691013-1,Monday,13-OCT-1969,-,A1, En route (ENR),within Alaska,United States of America,4,4, Damaged beyond repair,-,Douglas C-54D-5-DC (DC-4),-,-,1945,-,-, 42-72611, 10716,USAF,Military,-,Anchorage-Elmendorf AFB,EDF,PAED,United States of America,King Salmon Airport,AKN,PAKN,United States of America,-,-,-,-,-,-,-
19691013-2,Monday,13-OCT-1969,-,A1, En route (ENR),"3,2 km (2 mls) from  Piendamó, Cauca",Colombia,12,0, Damaged beyond repair,-,Douglas C-47 (DC-3),-,-,-,-,-, FAC-660,-,Colombian AF,Domestic Non Scheduled Passenger,-,Popayán Airport,PPN,SKPP,Colombia,Cali Airport,CLO,SKCL,Colombia,2,10,0,0,-,-,-
19691016-0,Thursday,16-OCT-1969,15:45,A1, Landing (LDG),"Stockton Airport, CA (SCK)",United States of America,5,0, Damaged beyond repair,-,McDonnell Douglas DC-8-63CF,4,Pratt & Whitney JT3D-7,1968,-,3441.0, N8634, 46021/424,Seaboard World,Training,-,Oakland International Airport,OAK,KOAK,United States of America,Oakland International Airport,OAK,KOAK,United States of America,5,0,0,0,-,-,Final
19691016-1,Thursday,16-OCT-1969,08:35,A1, En route (ENR),"Golden Gate, FL",United States of America,2,0, Damaged beyond repair,-,Lockheed 18-56-23 Lodestar,-,-,1943,-,-, N170L, 18-2534,private,Ferry/positioning,-,Opa-Locka Airport,OPF,KOPF,United States of America,St. Petersburg International Airport,PIE,KPIE,United States of America,2,0,0,0,-,-,Final
19691017-0,Friday,17-OCT-1969,-,A1, Unknown (UNK),"Seattle NAS, WA",United States of America,-,-, Damaged beyond repair,-,Lockheed P-2H Neptune,-,-,-,-,-, 140433, 726-7092,US Navy,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19691019-0,Sunday,19-OCT-1969,-,H2, En route (ENR),Berlin-Tegel Airport (TXL),Germany,61,0, None,-,Ilyushin 18B,-,-,1966,-,-, registration unknown,-,LOT,International Scheduled Passenger,-,Warszawa-Okecie Airport,WAW,EPWA,Poland,Berlin-Schönefeld Airport,SXF,EDDB,Germany,-,-,0,0,-,-,-
19691020-0,Monday,20-OCT-1969,-,A1, Landing (LDG),Miyazaki Airport (KMI),Japan,53,0, Damaged beyond repair,-,NAMC YS-11A-213,-,-,1968,-,-, JA8708, 2085,All Nippon,Domestic Scheduled Passenger, 104,-,-,-,-,Miyazaki Airport,KMI,RJFM,Japan,4,49,0,0,-,-,-
19691021-0,Tuesday,21-OCT-1969,-,H2, En route (ENR),Havana,Cuba,37,0, None,-,Boeing 720B,-,-,-,-,-, registration unknown,-,Pan Am,International Scheduled Passenger,-,Mexico City-Benito Juárez International Airport,MEX,MMMX,Mexico,Miami International Airport,MIA,KMIA,United States of America,9,28,0,0,-,-,-
19691026-0,Sunday,26-OCT-1969,-,A1, Landing (LDG),Tel Aviv-Lod International Airport (TLV),Israel,3,0, Damaged beyond repair,-,Vickers 833 Viscount,-,-,1959,-,-, 4X-AVC, 425,Arkia,Training,-,Tel Aviv-Lod International Airport,TLV,LLBG,Israel,Tel Aviv-Lod International Airport,TLV,LLBG,Israel,3,0,0,0,-,-,-
19691028-0,Tuesday,28-OCT-1969,-,H2, En route (ENR),Santiago-Antonio Maceo Airport (SCU),Cuba,5,0, None,-,Beechcraft 65-B80 Queen Air,-,-,-,-,-, HK-1022, LD-395,Aerotaxi SA,Domestic Scheduled Passenger,-,Buenaventura-Gerardo Tobar López Airport,BUN,SKBU,Colombia,Bogotá-Eldorado Airport,BOG,SKBO,Colombia,1,4,0,0,-,-,-
19691031-0,Friday,31-OCT-1969,22:10,A1, En route (ENR),"Rural Retreat, VA",United States of America,3,3, Damaged beyond repair,-,Rockwell 1121 Jet Commander,2,General Electric CJ610-1,1967,-,746.0, N236JP, 116,Pittston Co.,Executive,-,New York-La Guardia Airport,LGA,KLGA,United States of America,Bristol,TRI,KTRI,United States of America,2,1,2,1,-,-,Final
19691031-1,Friday,31-OCT-1969,-,H2, Unknown (UNK),Rome,Italy,47,0, Unknown,-,Boeing 707,-,-,-,-,-, registration unknown,-,TWA,Domestic Scheduled Passenger,TW85,Los Angeles International Airport,LAX,KLAX,United States of America,San Francisco International Airport,SFO,KSFO,United States of America,-,-,0,0,-,-,-
19691101-0,Saturday,01-NOV-1969,11:20,A1, En route (ENR),Kazalinsk,Kazakhstan,26,4, Damaged beyond repair,-,Antonov An-2,-,-,1956,-,10570.0, CCCP-43847, 1 67 473 14,Aeroflot / Kazakstan,Domestic Scheduled Passenger,-,-,-,-,-,-,-,-,-,2,24,0,4,-,-,-
19691101-1,Saturday,01-NOV-1969,-,A1, Takeoff (TOF),Stockholm-Arlanda Airport (ARN),Sweden,4,0, Damaged beyond repair,-,Convair CV-440-75,-,-,1957,-,-, SE-BSU, 395,Linjeflyg,Training,-,Stockholm-Arlanda Airport,ARN,ESSA,Sweden,Stockholm-Arlanda Airport,ARN,ESSA,Sweden,4,0,0,0,-,-,-
19691102-0,Sunday,02-NOV-1969,-,C1, Taxi (TXI),Uli Airstrip,Nigeria,5,0, Damaged beyond repair,-,Douglas DC-6A,-,-,1957,-,-, LN-FOM, 45375/889,Joint Church Aid,Cargo,-,São Tomé Island Airport,TMS,FPST,São Tomé and Príncipe,-,-,-,-,3,2,0,0,-,-,-
19691104-0,Tuesday,04-NOV-1969,-,H2, Unknown (UNK),Grand Cayman Island,Cayman Islands,-,0, Unknown,-,BAC One-Eleven,-,-,-,-,-, registration unknown,-,LANICA,Unknown,-,Managua Airport,MGA,MNMG,Nicaragua,San Salvador/Ilopango International Airport,SAL,MSSS,El Salvador,-,-,0,0,-,-,-
19691104-1,Tuesday,04-NOV-1969,-,H2, En route (ENR),"Santiago, Havana",Cuba,101,0, Unknown,-,Boeing 707-345C,-,-,1968,-,-, PP-VJX, 19842/712,Varig,International Scheduled Passenger, 911,Buenos Aires/Ezeiza-Ministro Pistarini Airport,EZE,SAEZ,Argentina,Santiago-Arturo Merino Benitez Airport,SCL,SCEL,Chile,12,89,0,0,-,-,-
19691106-0,Thursday,06-NOV-1969,11:07,A1, Approach (APR),"NE off Racine-Horlick Airport, WI (RAC)",United States of America,7,7, Destroyed, Written off (damaged beyond repair),Learjet 23,-,-,-,-,-, N1021B, 23-086,Mack Truck,Executive,-,Benton Harbor-Ross Field,BEH,KBEH,United States of America,Racine-Horlick Airport,RAC,KRAC,United States of America,2,5,2,5,-,-,Final
19691106-1,Thursday,06-NOV-1969,-,U1, Unknown (UNK),at an unknown location,Unknown country,-,-, Damaged beyond repair,-,CASA 352 (Junkers Ju-52),-,-,-,-,-, T.2B-133, 24,Spanish AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19691108-0,Saturday,08-NOV-1969,-,H2, Standing (STD),Montevideo-Carrasco Airport (MVD),Uruguay,62,0, None,-,BAC One-Eleven 420EL,-,-,1967,-,-, LV-IZR, 122,Austral Lineas Aéreas,Domestic Scheduled Passenger,-,Córdoba-Pajas Blancas Airport,COR,SACO,Argentina,-,-,-,-,-,-,0,0,-,-,-
19691109-0,Sunday,09-NOV-1969,-,A1, Approach (APR),"3 km (1.9 mls) from  Timmins Airport, ON (YTS)",Canada,4,2, Damaged beyond repair,-,Douglas C-47B-15-DK (DC-3),2,Pratt & Whitney R-1830-90C,1944,-,-, CF-AAL, 26828/15383,Austin Airways,Unknown,-,-,-,-,-,Timmins Airport,YTS,CYTS,Canada,2,2,2,0,-,-,-
