identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19380317-0,Thursday,17-MAR-1938,-,A1, Landing (LDG),Buhkta Teplits,Russia,7,0, Damaged beyond repair,-,Tupolev G-2,-,-,-,-,-, CCCP-N210, 22752,Polyarnaya Aviatsiya,Cargo,-,-,-,-,-,-,-,-,-,4,3,0,0,-,-,-
19380323-0,Wednesday,23-MAR-1938,20:15,A1, En route (ENR),French Pyrénées,France,8,8, Damaged beyond repair,-,Dewoitine D.338,-,-,1937,-,-, F-AQBB, 2,Air France,International Scheduled Passenger,-,Oran-es Senia Airport,ORN,DAOO,Algeria,-,-,-,-,3,5,3,5,-,-,-
19380328-0,Monday,28-MAR-1938,-,A1, Unknown (UNK),near Nyíregyháza,Hungary,-,-, Damaged beyond repair,-,WM Fokker F.VIIIb,-,-,-,-,-, HA-FND, 4054,Malert,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19380330-0,Wednesday,30-MAR-1938,-,A1, En route (ENR),off Venezia Lido Airport,Italy,2,0, Damaged beyond repair,-,Junkers Ju-52/3m,-,-,-,-,-, I-BEZI, 4062,Ala Littoria,Training,-,-,-,-,-,-,-,-,-,2,0,0,0,-,-,-
19380425-0,Monday,25-APR-1938,20:18,A1, Approach (APR),16 km (10 mls) SE off  Kingston,Jamaica,18,0, Damaged beyond repair,-,Sikorsky S-43B,-,-,1936,-,-, NC16932, 4323,Pan Am,International Scheduled Passenger, 105,Santiago-Antonio Maceo Airport,SCU,MUCU,Cuba,Kingston Airport,KIN,MKJP,Jamaica,6,12,0,0,-,-,-
19380430-0,Saturday,30-APR-1938,13:15,A1, En route (ENR),"Maranola, Formia",Italy,19,19, Damaged beyond repair,-,Savoia-Marchetti S.73,-,-,1937,-,-, I-MEDA, 30020,Ala Littoria,Domestic Scheduled Passenger,-,Tirana-Rinas Airport,TIA,LATI,Albania,-,-,-,-,5,14,5,14,-,-,-
19380510-0,Tuesday,10-MAY-1938,-,U1, Unknown (UNK),at an unknown location,Chile,-,0, Damaged beyond repair,-,Ford 5-AT-C Tri-Motor,-,-,-,-,-, 3, 5-AT-0..,LAN Chile,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19380513-0,Friday,13-MAY-1938,08:20,A1, Approach (APR),2 km (1.3 mls) N of Quibdó,Colombia,6,0, Damaged beyond repair,-,Ford 5-AT-DS Tri-Motor,3,Pratt & Whitney R-1340 Wasp,1932,-,-, C-60, 5-AT-114,SCADTA,Survey/research,-,-,-,-,-,-,-,-,-,6,0,0,0,-,-,-
19380516-0,Monday,16-MAY-1938,14:07,A1, En route (ENR),"near Saugus, CA",United States of America,9,9, Damaged beyond repair,-,Lockheed 14-H2 Super Electra,-,-,1938,-,-, NC17394, 1439,Northwest Airlines,Ferry/positioning,-,Burbank Airport,BUR,KBUR,United States of America,Las Vegas McCarran Field,LSV,KLSV,United States of America,2,7,2,7,-,-,-
19380522-0,Sunday,22-MAY-1938,-,A1, Unknown (UNK),Domeyko,Chile,-,-, Damaged beyond repair,-,Curtiss T-32C Condor II,-,-,-,-,-, 1, 33,LAN Chile,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19380522-1,Sunday,22-MAY-1938,13:40,A1, Takeoff (TOF),"Santos Airport, SP (SSZ)",Brazil,17,6, Damaged beyond repair,-,Junkers Ju-52/3mge,-,-,-,-,-, PP-CBC, 5453,Syndicato Condor,Domestic Scheduled Passenger,-,Santos Airport,SSZ,SBST,Brazil,Paranaguá Municipal Airport,PNG,SSPG,Brazil,4,13,-,-,-,-,-
19380524-0,Tuesday,24-MAY-1938,22:17,A1, En route (ENR),"14 km (8.8 mls) E of Cleveland Municipal Airport, OH (CLE)",United States of America,10,10, Damaged beyond repair,-,Douglas DST-A-207A (DC-3),-,-,1938,-,-, NC18108, 1956,United Airlines,Domestic Scheduled Passenger,   9,Newark Airport,EWR,KEWR,United States of America,Cleveland Municipal Airport,CLE,KCLE,United States of America,3,7,3,7,-,-,Final
19380619-0,Sunday,19-JUN-1938,-,A1, En route (ENR),Mt Mercedario,Chile,4,4, Damaged beyond repair,-,Douglas DC-2-118A,-,-,1934,-,-, NC14272, 1305,Panagra,Cargo,-,Santiago-Los Cerrillos Airport,ULC,SCTI,Chile,Arica-Chacalluta Airport,ARI,SCAR,Chile,4,0,4,0,-,-,-
19380626-0,Sunday,26-JUN-1938,-,A1, En route (ENR),Cerro Chilligua,Peru,7,7, Damaged beyond repair,-,Junkers Ju-52/3mge,-,-,-,-,-, OA-HHB, 5043,Deutsche Lufthansa Sucursal Perú,International Scheduled Passenger,-,Arequipa-Rodríguez Ballón Airport,AQP,SPQU,Peru,La Paz-El Alto Airport,LPB,SLLP,Bolivia,3,4,3,4,-,-,-
19380702-0,Saturday,02-JUL-1938,-,A1, Landing (LDG),"Maxwell Field, Montgomery, AL",United States of America,-,0, Damaged beyond repair,-,Curtiss YC-30 Condor II,-,-,-,-,-, 33-321, 27,USAAC,Military,-,-,-,-,-,Montgomery-Maxwell Field,MXF,KMXF,United States of America,-,-,0,0,-,-,-
19380708-0,Friday,08-JUL-1938,02:56,A1, Takeoff (TOF),"Billings Municipal Airport, MT (BIL)",United States of America,10,1, Damaged beyond repair,-,Lockheed 14-H Super Electra,-,-,1937,-,-, NC17383, 1402,Northwest Airlines,Domestic Scheduled Passenger,-,Billings Municipal Airport,BIL,KBIL,United States of America,Fargo-Hector Field,FAR,KFAR,United States of America,2,8,0,1,-,-,-
19380714-0,Thursday,14-JUL-1938,09:30,A1, En route (ENR),"145 km (90.6 mls) NE off  Terranova, Sardinia, Italy",Mediterranean Sea,20,20, Damaged beyond repair,-,Savoia-Marchetti S-66,-,-,1935,-,-, I-VOLO, 15013,Ala Littoria,Domestic Scheduled Passenger,-,Cagliari-Elmas Airport,CAG,LIEE,Italy,-,-,-,-,4,16,4,16,-,-,-
19380715-0,Friday,15-JUL-1938,05:30,A1, Initial climb (ICL),"Morón, BA",Argentina,13,0, Damaged beyond repair,-,Douglas DC-3-228,-,-,1937,-,-, NC18114, 1990,Pan Am,International Scheduled Passenger,-,-,-,-,-,Asunción-Silvio Pettirossi International Airport,ASU,SGAS,Paraguay,5,8,0,0,-,1,-
19380716-0,Saturday,16-JUL-1938,-,A1, Landing (LDG),Wuhan (Hankow),China,-,-, Damaged beyond repair,-,Junkers Ju-52/3mge,-,-,-,-,-, XXI, 5087,Eurasia,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19380722-0,Friday,22-JUL-1938,17:38,A1, En route (ENR),"Negrileasa, Stulpicani, Suceava",Romania,14,14, Damaged beyond repair,-,Lockheed 14-H Super Electra,-,-,1938,-,-, SP-BNG, 1422,LOT,Int'l Non Scheduled Passenger,-,Chernovtsy Airport,CWC,UKLN,Ukraine,Bucharest-Baneasa Airport,BBU,LRBS,Romania,-,-,-,-,-,-,-
19380727-0,Wednesday,27-JUL-1938,-,A1, Unknown (UNK),near Kisumu,Kenya,4,4, Damaged beyond repair,-,Armstrong Whitworth AW.15 Atalanta,-,-,-,-,-, G-ABTG, AW.785,Imperial Airways,Unknown,-,Kisumu Airport,KIS,HKKI,Kenya,Alexandria Airport,ALY,HEAX,Egypt,4,0,4,0,-,-,-
19380728-0,Thursday,28-JUL-1938,-,A1, En route (ENR),"E off Manila, Philippines",Pacific Ocean,15,15, Missing, Presumed damaged beyond repair,Martin M-130,4,Pratt & Whitney R-1830-S2A5G,1934,-,-, NC14714, 556,Pan Am,International Scheduled Passenger,-,-,-,-,-,Manila Airport,MNL,RPLL,Philippines,9,6,9,6,-,-,-
19380810-0,Wednesday,10-AUG-1938,-,A1, Initial climb (ICL),SW of Debrecen Airport (DEB),Hungary,12,12, Damaged beyond repair,-,WM Fokker F.VIIIb,-,-,-,-,-, HA-FNC, 4053,Malert,Domestic Non Scheduled Passenger,-,Debrecen Airport,DEB,LHDC,Hungary,Budapest-Ferihegy Airport,BUD,LHBP,Hungary,3,9,3,9,-,-,-
19380811-0,Thursday,11-AUG-1938,-,O1, Standing (STD),"Mankato, MN",United States of America,0,0, Damaged beyond repair,-,Ford 5-AT-C Tri-Motor,3,Pratt & Whitney R-1340 Wasp,1929,-,-, NC8413, 5-AT-051,Private,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
19380813-0,Saturday,13-AUG-1938,-,A1, Approach (APR),Oberkirch,Germany,17,17, Damaged beyond repair,-,Savoia-Marchetti S.73,3,Walter (Bristol) Pegasus II-M2,1937,-,-, OK-BAG, 30040,CSA,International Scheduled Passenger,-,Praha-Ruzyne International Airport,PRG,LKPR,Czech Republic,-,-,-,-,4,13,4,13,-,-,-
19380815-0,Monday,15-AUG-1938,-,A1, Takeoff (TOF),Guanabara Bay,Brazil,9,9, Damaged beyond repair,-,Junkers Ju-52/3mfe,-,-,1933,-,-, PP-CAT, 4024,Syndicato Condor,Domestic Scheduled Passenger,-,-,-,-,-,Vitória-Goiabeiras Airport,VIX,SBVT,Brazil,4,5,4,5,-,-,-
19380818-0,Thursday,18-AUG-1938,-,A1, Taxi (TXI),Bucharest-Baneasa Airport (BBU),Romania,-,0, Damaged beyond repair,-,Lockheed 14-H Super Electra,-,-,1938,-,-, SP-BNJ, 1424,LOT,International Scheduled Passenger,-,Bucharest-Baneasa Airport,BBU,LRBS,Romania,Warszawa-Okecie Airport,WAW,EPWA,Poland,-,-,0,0,-,-,-
19380818-1,Thursday,18-AUG-1938,17:00,A1, Unknown (UNK),Mornago (Varese),Italy,13,13, Damaged beyond repair,-,Macchi M.C.94-II,-,-,-,-,-, I-NILO, 94001,Macchi,Demonstration,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19380820-2,Saturday,20-AUG-1938,-,A1, Unknown (UNK),at an unknown location,Spain,-,-, Damaged beyond repair,-,Junkers Ju-52/3m,-,-,-,-,-, registration unknown,-,Aviación Nacional,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19380824-0,Wednesday,24-AUG-1938,-,C2, En route (ENR),Wangmoon,China,17,14, Substantial, Repaired,Douglas DC-2-221,-,-,1937,-,-, 32, 1568,CNAC,Domestic Scheduled Passenger,-,Hong Kong-Kai Tak International Airport,HKG,VHHH,Hong Kong,Chongqing-Jiangbei International Airport,CKG,ZUCK,China,3,14,1,13,-,-,-
19380903-0,Saturday,03-SEP-1938,-,A1, Landing (LDG),"Big Prairie, MT",United States of America,-,0, Damaged beyond repair,-,Ford 5-AT-D Tri-Motor,3,Pratt & Whitney R-1340 Wasp,1931,-,-, NC435H, 5-AT-102,Johnson Flying Service,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19380907-0,Wednesday,07-SEP-1938,-,A1, Unknown (UNK),Melilla,Spain,-,-, Damaged beyond repair,-,CANT Z.506C,-,-,1938,-,-, I-DENO, 3549,Ala Littoria,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19380920-0,Tuesday,20-SEP-1938,-,A1, Landing (LDG),"Angle Bay, Milford Haven, Pembrokeshire",United Kingdom,-,2, Damaged beyond repair,-,Short Sunderland I,-,-,-,-,-, L2162,-,RAF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19381001-0,Saturday,01-OCT-1938,-,A1, En route (ENR),Grisons (Graubünden),Switzerland,13,13, Damaged beyond repair,-,Junkers Ju-52/3mte,-,-,-,-,-, D-AVFB, 5928,Deutsche Lufthansa,International Scheduled Passenger,-,Frankfurt Rhein-Main Airport,FRA,EDDF,Germany,-,-,-,-,-,-,-,-,-,-,-
19381001-1,Saturday,01-OCT-1938,-,A1, Unknown (UNK),"Coruripe, AL",Brazil,-,0, Damaged beyond repair,-,Junkers G.24,-,-,1926,-,-, PP-CAB, 944,Syndicato Condor,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19381010-0,Monday,10-OCT-1938,-,A1, En route (ENR),Soest,Germany,20,20, Damaged beyond repair,-,Sabca Savoia-Marchetti S.73P,3,Gnome-Rhône 14K Mistral Major,-,-,-, OO-AGT, 4,Sabena,International Scheduled Passenger,-,Düsseldorf Airport,DUS,EDDL,Germany,-,-,-,-,4,16,4,16,-,-,-
19381018-0,Tuesday,18-OCT-1938,22:44,A1, Initial climb (ICL),"near Montgomery Municipal Airport, AL (GUN)",United States of America,14,0, Damaged beyond repair,-,Douglas DC-2-112,2,Wright R-1820-F2B Cyclone,1934,-,-, NC13735, 1261,Eastern Air Lines,Domestic Scheduled Passenger,   2,-,-,-,-,Atlanta Municipal Airport,ATL,KATL,United States of America,3,11,0,0,-,-,Final
19381020-0,Thursday,20-OCT-1938,-,A1, Unknown (UNK),"Powellsville, NC",United States of America,1,1, Damaged beyond repair,-,Ford 4-AT-B Tri-Motor,3,Wright J-5 Whirlwind,1928,-,-, NC7865, 4-AT-50,Private,Unknown,-,-,-,-,-,-,-,-,-,1,0,1,0,-,-,-
19381025-0,Tuesday,25-OCT-1938,13:45,A1, En route (ENR),"Mt Dandenong, VIC",Australia,18,18, Damaged beyond repair,-,Douglas DC-2-210,-,-,1937,-,-, VH-UYC, 1566,ANA,Domestic Scheduled Passenger,-,Adelaide Airport,ADL,YPAD,Australia,Melbourne-Essendon Airport,MEB,YMEN,Australia,4,14,4,14,-,-,-
19381104-0,Friday,04-NOV-1938,10:50,A1, Takeoff (TOF),"Jersey-States Airport, Channel Islands (JER)",United Kingdom,13,13, Damaged beyond repair,-,de Havilland DH.86 Express,-,-,-,-,-, G-ACZN, 2316,Jersey Airways,Domestic Scheduled Passenger,-,Jersey-States Airport,JER,EGJJ,United Kingdom,Southampton-Eastleigh Airport,SOU,EGHI,United Kingdom,1,12,1,12,-,1,-
19381110-0,Thursday,10-NOV-1938,-,A1, Unknown (UNK),Fukuoka,Japan,-,-, Unknown, Written off (damaged beyond repair),Douglas DC-3,-,-,-,-,-, J-BDO., 20..,Japan Air Transport,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19381114-0,Monday,14-NOV-1938,18:41,A1, Approach (APR),Amsterdam-Schiphol Municipal Airport (AMS),Netherlands,19,6, Damaged beyond repair,-,Douglas DC-3-194D,-,-,1938,-,-, PH-ARY, 2021,KLM,International Scheduled Passenger,-,Berlin-Tempelhof Airport,THF,EDDI,Germany,Amsterdam-Schiphol Municipal Airport,AMS,EHAM,Netherlands,5,14,4,2,-,-,Final
19381118-0,Friday,18-NOV-1938,-,A1, Unknown (UNK),off Hawaii,Pacific Ocean,7,2, Damaged beyond repair,-,Consolidated PBY-2 Catalina,-,-,-,-,-, 0482,-,US Navy,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19381118-1,Friday,18-NOV-1938,00:51,A1, Takeoff (TOF),"near Regina Airport, SK (YQR)",Canada,2,2, Damaged beyond repair,-,Lockheed 14-H2 Super Electra,-,-,1938,-,-, CF-TCL, 1475,TCAL,Cargo,-,Regina Airport,YQR,CYQR,Canada,-,-,-,-,2,0,2,0,-,-,-
19381122-0,Tuesday,22-NOV-1938,-,A1, Unknown (UNK),"Walton Bay, Somerset",United Kingdom,2,2, Damaged beyond repair,-,Lockheed 14-WF62 Super Electra,-,-,1938,-,-, G-AFGO, 1468,British Airways,Test,-,-,-,-,-,-,-,-,-,2,0,2,0,-,-,-
19381122-1,Tuesday,22-NOV-1938,-,A1, En route (ENR),near Winklern,Austria,5,4, Damaged beyond repair,-,Savoia-Marchetti SM-75C,-,-,-,-,-, I-TUON, 32017,Ala Littoria,International Scheduled Passenger,-,-,-,-,-,-,-,-,-,-,-,4,0,-,-,-
19381125-2,Friday,25-NOV-1938,-,A1, En route (ENR),near Bayreuth,Germany,4,4, Damaged beyond repair,-,Junkers Ju-52/3m,-,-,-,-,-, registration unknown,-,German AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19381126-0,Saturday,26-NOV-1938,-,A1, Takeoff (TOF),Bathurst (Banjul),Gambia,15,12, Damaged beyond repair,-,Junkers Ju-90V2,-,-,1938,-,-, D-AIVI, 4914,Deutsche Lufthansa,Test,-,-,-,-,-,Dakar-Yoff Airport,DKR,GOOY,Senegal,-,-,-,-,-,-,-
19381127-0,Sunday,27-NOV-1938,-,A1, Approach (APR),Lake Habbaniyah,Iraq,-,4, Damaged beyond repair,-,Short S.23 Empire Flying Boat Mk I,4,Bristol Pegasus Xc,1937,-,-, G-AETW, S.839,Imperial Airways,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19381129-0,Tuesday,29-NOV-1938,05:25,A1, En route (ENR),"1,2 km (0.8 mls) off  Point Reyes, CA",United States of America,7,5, Damaged beyond repair,-,Douglas DC-3A-191,-,-,1937,-,-, NC16066, 1906,United Airlines,Domestic Scheduled Passenger, UA6,Medford-Jackson County Airport,MFR,KMFR,United States of America,Oakland Municipal Airport,OAK,KOAK,United States of America,3,4,2,3,-,-,Final
19381202-0,Friday,02-DEC-1938,-,A1, Unknown (UNK),near Vienna,Austria,8,0, Damaged beyond repair,-,Junkers Ju-52/3mte,-,-,-,-,-, D-ANOY, 5663,Deutsche Lufthansa,International Scheduled Passenger,-,-,-,-,-,Wien Air Base,VIE,LOWW,Austria,4,4,0,0,-,-,-
19381203-0,Saturday,03-DEC-1938,-,U1, Unknown (UNK),Bangkok,Thailand,-,-, Damaged beyond repair,-,de Havilland DH.86 Express,-,-,-,-,-, G-ADCN, 2319,Imperial Airways,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19381206-1,Tuesday,06-DEC-1938,22:25,A1, En route (ENR),off Manila,Philippines,6,0, Damaged beyond repair,-,Focke-Wulf Fw 200,-,-,-,-,-, D-ACON, 2000,Deutsche Lufthansa,Unknown,-,-,-,-,-,Manila Airport,MNL,RPLL,Philippines,5,1,0,0,-,-,-
19381208-0,Thursday,08-DEC-1938,-,A1, En route (ENR),off Kerama Islands,Japan,12,10, Damaged beyond repair,-,Nakajima/Douglas DC-2,-,-,-,-,-, J-BBOH, 1418/1,Imperial Japanese Airways,International Scheduled Passenger,-,Taipei-Songshan Airport,TSA,RCSS,Taiwan,-,-,-,-,4,8,-,-,-,-,-
19381209-0,Friday,09-DEC-1938,11:20,A1, Takeoff (TOF),near Amsterdam-Schiphol Municipal Airport (AMS),Netherlands,4,4, Damaged beyond repair,-,Lockheed 14-WF62 Super Electra,2,Wright GR-1820 Cyclone,1938,-,323.0, PH-APE, 1413,KLM,Training,-,Amsterdam-Schiphol Municipal Airport,AMS,EHAM,Netherlands,Amsterdam-Schiphol Municipal Airport,AMS,EHAM,Netherlands,4,0,4,0,-,-,-
19381210-0,Saturday,10-DEC-1938,-,A1, Taxi (TXI),"Tsingtao (Quingdao), Shandong",China,-,-, Damaged beyond repair,-,Lockheed 14-WG3B Super Electra,-,-,-,-,-, J-BDOB,-,Imperial Japanese Airways,Domestic Scheduled Passenger,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19381211-0,Sunday,11-DEC-1938,-,A1, Landing (LDG),Quito-Cotocollao Airport,Ecuador,5,0, Damaged beyond repair,-,Junkers Ju-52/3mge,-,-,-,-,-, HC-SAB, 5915,SEDTA,Domestic Scheduled Passenger,-,Guayaquil-Simon Bolivar Airport,GYE,SEGU,Ecuador,-,-,-,-,2,3,0,0,-,-,-
