identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
20060624-0,Saturday,24-JUN-2006,22:26,A1, Landing (LDG),"Upland-Cable Airport, CA (CCB)",United States of America,3,1, Damaged beyond repair,-,Cessna 560 Citation Encore,2,Pratt & Whitney Canada PW535A,2001,-,2513.0, N486SB, 560-0580,Aero Charter Services,Private,-,San Diego-Montgomery Field,MYF,KMYF,United States of America,Upland-Cable Airport,CCB,KCCB,United States of America,1,2,0,1,-,-,Final
20060626-0,Monday,26-JUN-2006,09:58,A1, Landing (LDG),Barcelona-Gen J A Anzoategui Airport (BLA),Venezuela,8,0, Damaged beyond repair,-,Hawker Siddeley DH-125-3A,-,-,1967,-,-, N125GK, 25127,Great Idea Corp.,Executive,-,Caracas-Simón Bolívar International Airport,CCS,SVMI,Venezuela,Barcelona-Gen J A Anzoategui Airport,BLA,SVBC,Venezuela,2,6,0,0,-,-,Preliminary
20060628-0,Wednesday,28-JUN-2006,-,A1, Landing (LDG),"Saint Paul Island Airport, AK (SNP)",United States of America,9,0, Substantial, Written off (damaged beyond repair),Lockheed HC-130H Hercules,-,-,1985,-,-, 1710, 5028,US Coast Guard,Military,-,Kodiak NAS,ADQ,PADQ,United States of America,Saint Paul Island Airport,SNP,PASN,United States of America,9,0,0,0,-,-,-
20060629-0,Thursday,29-JUN-2006,-,O1, Standing (STD),Dunaújváros Airport,Hungary,0,0, Damaged beyond repair,-,Antonov An-2R,-,-,-,-,-, HA-MDN, 1G183-21,Szemp Air,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
20060629-1,Thursday,29-JUN-2006,-,A1, Landing (LDG),Bagram Air Base (BPM),Afghanistan,-,0, Damaged beyond repair,-,Antonov An-12BP,4,Ivchenko AI-20M,1970,-,-, EK12305, 00347305,Unknown,Cargo,-,-,-,-,-,Bagram Air Base,BPM,OAIX,Afghanistan,-,-,0,0,-,-,Preliminary
20060630-0,Friday,30-JUN-2006,19:00,A1, Unknown (UNK),2 km (1.3 mls) from  Vilanculos Airport (VNX),Mozambique,3,1, Damaged beyond repair,-,Cessna 208B Grand Caravan,1,Pratt & Whitney Canada PT6A-114A,1994,-,-, ZS-POG, 208B0396,Naturelink Airlines,Unknown,-,-,-,-,-,Vilanculos Airport,VNX,FQVL,Mozambique,2,1,1,0,-,-,Preliminary
20060699-0,-,XX-JUN-2006,-,O1, Standing (STD),"Brisbane International Airport, QLD (BNE)",Australia,0,0, Damaged beyond repair,-,Swearingen SA227-DC Metro 23,2,Garrett TPE331-12U-701G,1992,-,-, VH-SEY, DC-800B,Sunshine Express Airlines,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,Preliminary
20060701-0,Saturday,01-JUL-2006,-,A1, Landing (LDG),"Canberra Airport, ACT (CBR)",Australia,-,0, Damaged beyond repair,-,Swearingen SA227-AC Metro III,2,Garrett TPE331-11U-611G,1986,-,-, VH-VEH, AC-663B,Corporate Air,Unknown,-,-,-,-,-,Canberra Airport,CBR,YSCB,Australia,-,-,0,0,-,-,- (No safety board investigation)
20060703-0,Monday,03-JUL-2006,13:19,A2, Landing (LDG),Bajura Airport (BJU),Nepal,3,0, Substantial, Repaired,de Havilland Canada DHC-6 Twin Otter 300,2,Pratt & Whitney Canada PT6A-27,1980,60387.0,30637.0, 9N-AFE, 720, Yeti Airlines,Cargo,-,Nepalganj Airport,KEP,VNNG,Nepal,Bajura Airport,BJU,VNBR,Nepal,3,0,0,0,-,-,Final
20060705-0,Wednesday,05-JUL-2006,05:00,A1, Landing (LDG),Mexico City-Benito Juárez International Airport (MEX),Mexico,2,0, Damaged beyond repair,-,North American Sabreliner 40,-,-,1964,-,-, XA-UCS, 262-6,Vigo Jet,Cargo,-,Léon/Guanajuato-Del Bajio Airport,BJX,MMLO,Mexico,Mexico City-Benito Juárez International Airport,MEX,MMMX,Mexico,2,0,0,0,-,-,Preliminary
20060706-0,Thursday,06-JUL-2006,09:30,A1, Maneuvering (MNV),off Patroklos Island,Greece,2,0, Damaged beyond repair,-,Canadair CL-215-1A10,-,-,1990,-,-, 1112, 1112,Hellenic AF,Fire fighting,-,-,-,-,-,-,-,-,-,2,0,0,0,-,-,-
20060706-1,Thursday,06-JUL-2006,-,A2, Landing (LDG),Barragem da Aguieira,Portugal,9,0, Substantial, Repaired,Beriev Be-200ChS,2,Progress D-436TP,2002,-,-, RF-21512, 7682000003,TANTK,Training,-,-,-,-,-,-,-,-,-,5,4,0,0,-,-,Preliminary
20060707-0,Friday,07-JUL-2006,15:40,A1, En route (ENR),10 km (6.3 mls) NW of Sake,Democratic Republic of the Congo,6,6, Damaged beyond repair,-,Antonov An-12B,4,Ivchenko AI-20M,1963,-,-, 9Q-CVT, 3341506, Mango Airlines,Cargo,-,Goma Airport,GOM,FZNA,Democratic Republic of the Congo,Kisangani-Bangoka International Airport,FKI,FZIC,Democratic Republic of the Congo,6,0,6,0,-,-,Preliminary
20060709-0,Sunday,09-JUL-2006,07:44,A1, Landing (LDG),Irkutsk Airport (IKT),Russia,203,125, Destroyed, Written off (damaged beyond repair),Airbus A310-324,2,Pratt & Whitney PW4152,1987,12550.0,59865.0, F-OGYP, 442,S7 Airlines,Domestic Scheduled Passenger, 778,Moskva-Domodedovo Airport,DME,UUDD,Russia,Irkutsk Airport,IKT,UIII,Russia,8,195,5,120,-,-,Final
20060710-0,Monday,10-JUL-2006,12:00,A1, Initial climb (ICL),2 km (1.3 mls) NE of Multan Airport (MUX),Pakistan,45,45, Destroyed, Written off (damaged beyond repair),Fokker F-27 Friendship 200,2,Rolls-Royce Dart 532-7,1964,83485.0,73591.0, AP-BAL, 10243,PIA,Domestic Scheduled Passenger,PK688,Multan Airport,MUX,OPMT,Pakistan,Lahore Airport,LHE,OPLA,Pakistan,4,41,4,41,-,-,Final
20060710-1,Monday,10-JUL-2006,-,A1, Takeoff (TOF),Gvardeyskoye Air Base,Ukraine,20,0, Damaged beyond repair,-,Tupolev Tu-134,-,-,-,-,-, 05 red, 63875,Russian Navy,Military,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
20060710-2,Monday,10-JUL-2006,10:45,A2, Landing (LDG),"Hamilton-Ravalli County Airport, MT",United States of America,2,0, Substantial, Repaired,Cessna 560 Citation V,2,Pratt & Whitney Canada JT15D-5D,1995,-,9392.0, N50CV, 560-0293,River City Flying Service,Executive,-,Visalia Airport,VIS,KVIS,United States of America,-,-,-,-,2,0,0,0,-,-,Final
20060712-0,Wednesday,12-JUL-2006,15:17,A1, Approach (APR),Kigoma Airport (TKQ),Tanzania,5,0, Destroyed, Written off (damaged beyond repair),Lockheed L-100-30 Hercules,4,Allison 501-D22A,1975,-,-, S9-BOF, 4586,UN,Cargo, 822,Manono Airport,MNO,FZRA,Democratic Republic of the Congo,Kigoma Airport,TKQ,HTKA,Tanzania,5,0,0,0,-,-,Preliminary
20060714-0,Friday,14-JUL-2006,-,A1, Landing (LDG),Geneina Airport (EGN),Sudan,-,0, Damaged beyond repair,-,Antonov An-12,-,-,-,-,-, registration unknown,-,Sudan AF,Military,-,-,-,-,-,Geneina Airport,EGN,HSCN,Sudan,-,-,0,0,-,-,-
20060715-0,Saturday,15-JUL-2006,11:30,O2, Standing (STD),Madrid-Barajas Airport (MAD),Spain,3,0, Substantial, Repaired,Embraer EMB-135ER (ERJ-135ER),2,Allison AE3007A3,2000,-,-, F-GOHC, 145243,Régional,-,-,Madrid-Barajas Airport,MAD,LEMD,Spain,-,-,-,-,3,0,0,0,-,-,Final
