identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
20021209-0,Monday,09-DEC-2002,11:40,A1, En route (ENR),"14,5 km (9.1 mls) N of Mena, AR",United States of America,3,3, Destroyed, Written off (damaged beyond repair),Beechcraft 1900C,2,Pratt & Whitney Canada PT6A-65B,1990,-,12473.0, N127YV, UC-127,Raytheon,Ferry/positioning,-,Wichita-Mid-Continent Airport,ICT,KICT,United States of America,-,-,-,-,1,2,1,2,-,-,Final
20021212-0,Thursday,12-DEC-2002,13:09,A2, En route (ENR),near Birmingham,United Kingdom,41,0, None,-,British Aerospace BAe-146-200,4,Lycoming ALF502R-5,1989,-,-, G-JEAX, E2136,Flybe,Domestic Scheduled Passenger, 046,Birmingham International Airport,BHX,EGBB,United Kingdom,Belfast City Airport,BHD,EGAC,United Kingdom,5,36,0,0,-,-,Final
20021213-0,Friday,13-DEC-2002,17:43,A1, Landing (LDG),Singapore-Changi Airport (SIN),Singapore,4,0, Damaged beyond repair,-,McDonnell Douglas DC-8-62F,4,Pratt & Whitney JT3D-7 (HK3),1967,29900.0,73500.0, N1804, 45896/303,Fine Air,Cargo,-,Tokyo-Yokota AFB,OKO,RJTY,Japan,Singapore-Changi International Airport,SIN,WSSS,Singapore,3,1,0,0,-,-,Final
20021213-1,Friday,13-DEC-2002,-,A1, En route (ENR),near TepTep,Papua New Guinea,8,8, Damaged beyond repair,-,Britten-Norman BN-2A-26 Islander,2,Lycoming O-540-E4C5,1969,-,-, P2-CBB, 140,Island Airways,Domestic Scheduled Passenger,-,-,-,-,-,Madang Airport,MAG,AYMD,Papua New Guinea,-,-,-,-,-,-,-
20021216-0,Monday,16-DEC-2002,19:07,A1, Landing (LDG),"Seattle-Boeing Field International Airport, WA (BFI)",United States of America,3,0, Damaged beyond repair,-,Hawker Siddeley HS-125-1A-731,-,-,1964,-,-, N55RF, 25020,National Aircraft Leasing,Executive,-,Sacramento-Mather Airport,MHR,KMHR,United States of America,Seattle-Boeing Field International Airport,BFI,KBFI,United States of America,2,1,0,0,-,-,Final
20021217-0,Tuesday,17-DEC-2002,-,A1, Approach (APR),near Zamboanga,Philippines,13,0, Damaged beyond repair,-,GAF Nomad N.22B,-,-,1977,-,-, N22B-53, 53,Philippine AF,Military,-,-,-,-,-,Zamboanga-Andrews AFB,ZAM,RPMZ,Philippines,-,-,0,0,-,-,Preliminary
20021217-1,Tuesday,17-DEC-2002,22:51,A1, Approach (APR),"3,4 km (2.1 mls) SW of Rockford-Greater Rockford Airport, IL (RFD)",United States of America,1,1, Destroyed, Written off (damaged beyond repair),Cessna 208B Super Cargomaster,1,Pratt & Whitney Canada PT6A-114,1988,-,10120.0, N277PM, 208B0143,Planemasters,Cargo,1627,Decatur Airport,DEC,KDEC,United States of America,Rockford-Greater Rockford Airport,RFD,KRFD,United States of America,1,0,1,0,-,-,Final
20021221-0,Saturday,21-DEC-2002,01:52,A1, En route (ENR),"17 km (10.6 mls) SW off  Makung City, Penghu Islands",Taiwan,2,2, Destroyed, Written off (damaged beyond repair),ATR 72-202,2,Pratt & Whitney Canada PW124B,1992,25529.0,19254.0, B-22708, 322,TransAsia Airways,Cargo,GE791,Taipei-Chiang Kai Shek International Airport,TPE,RCTP,Taiwan,Macau Airport,MFM,VMMC,Macau,2,0,2,0,-,-,Final
20021223-0,Monday,23-DEC-2002,19:29,A1, En route (ENR),near Baghrabad,Iran,44,44, Damaged beyond repair,-,Antonov An-140,2,Klimov TV3-117VMA-SBM1,2002,-,70.0, UR-14003, 36525302011,Aeromist Kharkiv,Int'l Non Scheduled Passenger,2137,Trabzon Airport,TZX,LTCG,Turkey,Isfahan-Shahid Beheshti Airport,IFN,OIFM,Iran,6,38,6,38,-,-,Preliminary
20021224-0,Tuesday,24-DEC-2002,07:45,A1, Initial climb (ICL),Aberdeen-Dyce Airport (ABZ),United Kingdom,2,0, Damaged beyond repair,-,Swearingen SA227-AC Metro III,2,Garrett TPE331-11U-611G,1984,-,-, OY-BPH, AC-580B,North Flying,Ferry/positioning, 924,Aberdeen-Dyce Airport,ABZ,EGPD,United Kingdom,Aalborg Airport,AAL,EKYT,Denmark,2,0,0,0,-,-,Final
20021225-0,Wednesday,25-DEC-2002,01:00,A1, Approach (APR),"2,4 km (1.5 mls) W off  Manteo-Dare County Regional Airport, NC (MEO)",United States of America,1,1, Substantial, Written off (damaged beyond repair),Cessna 208B Super Cargomaster,1,Pratt & Whitney Canada PT6A-114A,1994,-,5229.0, N1122Y, 208B0392,Telford Aviation,Ferry/positioning,-,Elizabeth City Airport,ECG,KECG,United States of America,Manteo-Dare County Regional Airport,MEO,KMQI,United States of America,1,0,1,0,-,-,Final
20021225-1,Wednesday,25-DEC-2002,-,O2, Standing (STD),"Lexington-Blue Grass Airport, KY (LEX)",United States of America,0,0, Substantial, Repaired,Boeing 727-173C,3,Pratt & Whitney JT8D-7B (HK3),1967,-,-, N704A, 19504/427,Express.net,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,- (No safety board investigation)
20021226-0,Thursday,26-DEC-2002,11:20,A1, Approach (APR),"3,6 km (2.3 mls) from  Curitiba-Afonso Pena Airport, PR (CWB)",Brazil,16,3, Damaged beyond repair,-,Embraer C-95A Bandeirante (EMB-110K1),-,-,1978,-,-, 2292, 110174,Brazilian AF,Military,-,-,-,-,-,Florianópolis Air Force Base,FLN,SBFL,Brazil,3,13,1,2,-,-,-
20021226-1,Thursday,26-DEC-2002,11:45,A2, En route (ENR),24 km (15 mls) NW of Windhoek,Namibia,46,0, Minor, Repaired,Boeing 737-2M2,2,Pratt & Whitney JT8D-17,1979,-,-, D2-TBD, 21723/567,TAAG,International Scheduled Passenger,-,Windhoek-Hosea Kutako International Airport,WDH,FYWE,Namibia,Lubango Airport,SDD,FNUB,Angola,-,-,0,0,-,-,Preliminary
20021227-0,Friday,27-DEC-2002,12:15,A1, Approach (APR),near Anjouan,Comoros,16,1, Damaged beyond repair,-,Let L-410UVP,2,Walter M-601D,1981,-,-, 9XR-RB, 810636,Ocean Airlines,Domestic Scheduled Passenger,-,-,-,-,-,Anjouan-Ouani Airport,AJN,FMCV,Comoros,3,13,0,1,-,-,Final
20021227-1,Friday,27-DEC-2002,18:00,A2, Approach (APR),off San Pedro Airport (SPR),Belize,14,0, Substantial, Repaired,Cessna 208B Grand Caravan,1,Pratt & Whitney Canada PT6A-114A,2002,-,-, V3-HGH, 208B0930,Tropic Air,Domestic Scheduled Passenger,-,Belize City-Philip S.W. Goldson International Airport,BZE,MZBZ,Belize,San Pedro Airport,SPR,MZSP,Belize,1,13,0,0,-,-,Preliminary - official
20021227-2,Friday,27-DEC-2002,-,A1, Landing (LDG),Ust-Kuiga,Russia,6,0, Damaged beyond repair,-,Antonov An-26B,-,-,1981,9649.0,17609.0, RA-26053, 10909,IrAero,Cargo,-,Yakutsk Airport,YKS,UEEE,Russia,-,-,-,-,5,1,0,0,-,-,Preliminary
20021228-0,Saturday,28-DEC-2002,12:30,A2, En route (ENR),"56 km (35 mls) E of Nikolai, AK",United States of America,2,0, Substantial, Repaired,de Havilland Canada DHC-3 Otter,1,Pratt & Whitney R-1340-59,1954,-,16437.0, N3904,  54,Grasshopper,Ferry/positioning,-,Nikolai Airport,NIB,PAFS,United States of America,Wasilla Airport,WWA,PAWS,United States of America,1,1,0,0,-,-,Final
20021229-0,Sunday,29-DEC-2002,16:06,A1, En route (ENR),at an unknown location,Panama,1,1, Missing, Presumed damaged beyond repair,IRMA/Britten-Norman BN-2A-7 Islander,2,Lycoming O-540-E4C5,1970,-,-, HP-1016PS, 628,PARSA,Ferry/positioning,-,Bocas Del Toro Airport,BOC,MPBO,Panama,Panama City Albrook-Marcos A. Gelabert International Airport,BLB,MPLB,Panama,1,0,1,0,-,-,-
20029999-0,-,xx-xxx-2002,-,A1, Landing (LDG),Freetown-Hastings Airport (HGS),Sierra Leone,16,0, Damaged beyond repair,-,Embraer EMB-110P1 Bandeirante,2,Pratt & Whitney Canada PT6A-34,1982,-,-, 9L-LBR, 110411,Inter Tropic Airlines,Domestic Scheduled Passenger,-,Freetown-Lungi International Airport,FNA,GFLL,Sierra Leone,Freetown-Hastings Airport,HGS,GFHA,Sierra Leone,-,-,0,0,-,-,-
20029999-2,-,xx-xxx-2002,-,U1, Unknown (UNK),Tezpur Air Base (TEZ),India,-,-, Damaged beyond repair,-,Antonov An-32,-,-,-,-,-, K2746, 0903,Indian AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20029999-4,-,xx-xxx-2002,-,A1, Unknown (UNK),Nzagi Airport (NZA),Angola,-,-, Damaged beyond repair,-,Antonov An-12A,-,-,-,-,-, D2-FBV, 2340604,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20020104-0,Friday,04-JAN-2002,12:07,A1, Takeoff (TOF),Birmingham International Airport (BHX),United Kingdom,5,5, Damaged beyond repair,-,Canadair CL-600-2B16 Challenger 604,2,General Electric CF34-3B,1999,797.0,1594.0, N90AG, 5414,Epps Air Service,Executive,-,Birmingham International Airport,BHX,EGBB,United Kingdom,Bangor International Airport,BGR,KBGR,United States of America,2,3,2,3,-,-,Final
20020108-0,Tuesday,08-JAN-2002,-,A1, Unknown (UNK),Saint Petersburg-Pulkovo Airport (LED),Russia,-,0, Damaged beyond repair,-,Tupolev Tu-134A-3,-,-,1976,-,-, RA-65004, 44060,Pulkovo,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
20020109-0,Wednesday,09-JAN-2002,-,A1, Approach (APR),near Shamsi,Pakistan,7,7, Destroyed, Written off (damaged beyond repair),Lockheed KC-130R Hercules,-,-,1976,-,-, 160021, 4702,USMC,Military,-,Jacobabad Airport,JAG,OPJA,Pakistan,-,-,-,-,7,0,7,0,-,-,-
20020112-0,Saturday,12-JAN-2002,20:40,A2, En route (ENR),near Cartagena,Colombia,51,0, Substantial, Repaired,ATR 42-512,2,Pratt & Whitney Canada PW127E,1995,-,11225.0, VP-BVE, 510,ACES,Domestic Scheduled Passenger,-,Cartagena-Rafael Núñez Airport,CTG,SKCG,Colombia,Bucaramanga-Palo Negro Airport,BGA,SKBG,Colombia,4,47,0,0,-,-,Final
20020114-0,Monday,14-JAN-2002,07:28,A1, En route (ENR),2 km (1.3 mls) SE of Zaldívar,Spain,3,3, Damaged beyond repair,-,Embraer EMB-120RT Brasilia,2,Pratt & Whitney Canada PW118,1986,29468.0,23578.0, EC-GTJ, 120024,Ibertrans Aérea,Cargo,1278,Madrid-Barajas Airport,MAD,LEMD,Spain,Bilbao Airport,BIO,LEBB,Spain,2,1,2,1,-,-,Final
20020114-1,Monday,14-JAN-2002,10:15,A1, Takeoff (TOF),Pekanbaru-Sultan Syarif Kasim II Airport (PKU),Indonesia,103,0, Damaged beyond repair,-,Boeing 737-291,2,Pratt & Whitney JT8D-9A (HK3),1969,66998.0,68133.0, PK-LID, 20363/218,Lion Air,Domestic Scheduled Passenger, 386,Pekanbaru-Sultan Syarif Kasim II Airport,PKU,WIBB,Indonesia,Batam-Hang Nadim Airport,BTH,WIDD,Indonesia,7,96,0,0,-,-,Final
20020114-2,Monday,14-JAN-2002,-,A2, Landing (LDG),Omsk Airport (OMS),Russia,145,0, Substantial, Repaired,Tupolev Tu-204-100,-,-,1994,-,-, RA-64011, 450741364011,Sibir Airlines,International Scheduled Passenger, 852,Frankfurt International Airport,FRA,EDDF,Germany,Novosibirsk-Tolmachevo Airport,OVB,UNNN,Russia,-,-,0,0,-,-,Preliminary
20020115-0,Tuesday,15-JAN-2002,08:45,A1, Landing (LDG),Chilpancingo Airport,Mexico,18,4, Damaged beyond repair,-,de Havilland Canada DHC-6 Twin Otter 300,2,Pratt & Whitney Canada PT6A-27,1981,-,-, XC-FIT, 752,Mexican Government,Executive,-,Mexico City-Benito Juárez International Airport,MEX,MMMX,Mexico,-,-,-,-,3,15,0,4,-,-,Preliminary
20020116-0,Wednesday,16-JAN-2002,16:29,A1, Approach (APR),"22,5 km (14.1 mls) W of Yokyakarta",Indonesia,60,1, Damaged beyond repair,-,Boeing 737-3Q8,2,CFMI CFM56-3B1,1989,24139.0,27701.0, PK-GWA, 24403/1706,Garuda,Domestic Scheduled Passenger,GA421,Mataram-Selaparang Airport,AMI,WADA,Indonesia,Yogyakarta-Adisutjipto Airport,JOG,WARJ,Indonesia,6,54,1,0,-,-,Preliminary
20020117-0,Thursday,17-JAN-2002,11:01,A1, En route (ENR),Cerro El Tigre,Colombia,26,26, Damaged beyond repair,-,Fairchild FH-227E,2,Rolls-Royce Dart 532-7L,1966,45178.0,29154.0, HC-AYM, 511,Petroproduccion,Domestic Non Scheduled Passenger,-,Quito-Mariscal Sucre Airport,UIO,SEQU,Ecuador,Lago Agrio Airport,LGQ,SELA,Ecuador,5,21,5,21,-,-,Final
20020118-0,Friday,18-JAN-2002,14:40,A1, En route (ENR),off Beef Island,British Virgin Islands,4,0, Damaged beyond repair,-,Britten-Norman BN-2A-27 Islander,-,-,1970,-,-, N616GL, 616,Fly BVI,Domestic Non Scheduled Passenger,-,-,-,-,-,-,-,-,-,1,3,0,0,-,-,-
20020120-0,Sunday,20-JAN-2002,07:15,A2, Pushback / towing (PBT),"Washington-Dulles International Airport, DC (IAD)",United States of America,66,0, Substantial, Repaired,McDonnell Douglas DC-9-32,-,-,1968,-,67712.0, N837AT, 45774/336,AirTran Airways,Domestic Scheduled Passenger,67,Washington-Dulles International Airport,IAD,KIAD,United States of America,Atlanta-William B. Hartsfield International Airport,ATL,KATL,United States of America,5,61,0,0,-,-,Final
20020121-0,Monday,21-JAN-2002,13:03,A2, Approach (APR),Hakodate Airport (HKD),Japan,93,0, Substantial, Repaired,Airbus A321-131,2,IAE V2530-A5,1999,-,6140.0, JA104A, 1008,All Nippon,Domestic Scheduled Passenger, 391,Nagoya-Komaki International Airport,NGO,RJNN,Japan,Hakodate Airport,HKD,RJCH,Japan,6,87,0,0,-,-,Final
20020122-0,Tuesday,22-JAN-2002,-,A1, Landing (LDG),Guayaramerín Airport (GYA),Bolivia,44,0, Damaged beyond repair,-,Fokker F-27 Friendship 400M,2,Rolls-Royce Dart 535-7P,1980,-,-, FAB-94, 10600,TAM,Military,-,-,-,-,-,Guayaramerín Airport,GYA,SLGY,Bolivia,4,40,0,0,-,-,Preliminary
20020124-0,Thursday,24-JAN-2002,19:30,A2, Takeoff (TOF),"Waterville-Robert Lafleur Airport, ME (WVL)",United States of America,1,0, Substantial, Repaired,Cessna 208B Super Cargomaster,1,Pratt & Whitney Canada PT6A-114A,1993,-,3151.0, N8RQ, 208B0363,Telford Aviation,Cargo,-,Waterville-Robert Lafleur Airport,WVL,KWVL,United States of America,Manchester Municipal Airport,MHT,KMHT,United States of America,1,0,0,0,-,-,Final
20020127-0,Sunday,27-JAN-2002,-,A1, Approach (APR),near Luena,Angola,40,5, Damaged beyond repair,-,Antonov An-12,-,-,-,-,-, T-304,-,Angolan AF,Military,-,Luanda-4 de Fevereiro Airport,LAD,FNLU,Angola,Luena Airport,LUO,FNUE,Angola,6,34,2,3,-,-,Preliminary
20020128-0,Monday,28-JAN-2002,10:24,A1, Approach (APR),27 km (16.9 mls) NW of Ipiales,Colombia,94,94, Destroyed, Written off (damaged beyond repair),Boeing 727-134,3,Pratt & Whitney JT8D-9A,1967,49819.0,64001.0, HC-BLF, 19692/498,TAME Ecuador,Domestic Scheduled Passenger, 120,Quito-Mariscal Sucre Airport,UIO,SEQU,Ecuador,Tulcán Airport,TUA,SETU,Ecuador,7,87,7,87,-,-,Final
20020129-0,Tuesday,29-JAN-2002,11:30,A1, Landing (LDG),Kavak Airstrip,Venezuela,17,0, Damaged beyond repair,-,Antonov An-28,2,Glushenkov TVD-10B,1990,-,-, YV-1043CP, 1AJ009-11,private,Domestic Non Scheduled Passenger,-,Santa Elena Airport,SNV,SVSE,Venezuela,-,-,-,-,2,15,0,0,-,-,Preliminary
20020202-0,Saturday,02-FEB-2002,14:30,A1, Initial climb (ICL),"Rapid City-Ellsworth AFB, SD (RCA)",United States of America,2,2, Damaged beyond repair,-,Learjet C-21A (Learjet 35A),2,Garrett TFE731-2-2B,1985,-,-, 84-0097, 35-543,USAF,Military,-,Rapid City-Ellsworth AFB,RCA,KRCA,United States of America,Rapid City-Ellsworth AFB,RCA,KRCA,United States of America,2,0,2,0,-,-,Final
20020202-1,Saturday,02-FEB-2002,-,A1, En route (ENR),"off Isla Larga, Los Roques",Venezuela,13,0, Damaged beyond repair,-,Dornier Do 28D-2 Skyservant,-,-,-,-,-, YV-679C, 4135,Transaven,Domestic Scheduled Passenger,-,Caracas-Simón Bolívar International Airport,CCS,SVMI,Venezuela,Los Roques Airport,LRV,SVRS,Venezuela,1,12,0,0,-,-,Preliminary
20020206-0,Wednesday,06-FEB-2002,08:15,A2, Landing (LDG),"Camden-Harrell Field, AR (CDH)",United States of America,8,0, Substantial, Repaired,Beechcraft 200 Super King Air,-,-,1976,-,9603.0, N93LV, BB-157,Lockheed Martin Vought Systems,Executive,-,-,-,-,-,Camden-Harrell Field,CDH,KCDH,United States of America,2,6,0,0,-,-,Final
