identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19811207-1,Monday,07-DEC-1981,-,H2, Unknown (UNK),Havana-José Martí International Airport (HAV),Cuba,-,0, Unknown,-,McDonnell Douglas DC-9,-,-,-,-,-, registration unknown,-,AVENSA,Domestic Scheduled Passenger,-,Caracas Airport,CCS,SVMI,Venezuela,Barcelona-Gen J A Anzoategui Airport,BLA,SVBC,Venezuela,-,-,0,0,-,-,-
19811207-2,Monday,07-DEC-1981,-,H2, Unknown (UNK),Havana-José Martí International Airport (HAV),Cuba,-,0, Unknown,-,Boeing 727,-,-,-,-,-, registration unknown,-,AVENSA,Unknown,-,Caracas Airport,CCS,SVMI,Venezuela,San Antonio del Tachira Airport,SVZ,SVSA,Venezuela,-,-,0,0,-,-,-
19811207-3,Monday,07-DEC-1981,-,H2, Unknown (UNK),Beirut International Airport (BEY),Lebanon,-,0, Unknown,-,Boeing 727-200,-,-,-,-,-, registration unknown,-,Libyan Arab Airlines,Unknown,-,Zürich-Kloten Airport,ZRH,LSZH,Switzerland,Tripoli International Airport,TIP,HLLT,Libya,-,-,0,0,-,-,-
19811209-1,Wednesday,09-DEC-1981,-,A1, Unknown (UNK),near Anamur,Turkey,5,5, Damaged beyond repair,-,Douglas C-47A-15-DK (DC-3),-,-,1944,-,-, YSL-47, 12752,Turkish AF,Military,-,-,-,-,-,-,-,-,-,5,0,5,0,-,-,-
19811210-0,Thursday,10-DEC-1981,17:45,A1, Approach (APR),"Laredo International Airport, TX (LRD)",United States of America,10,0, Damaged beyond repair,-,Hawker Siddeley DH-125-1A,-,-,1965,-,-, XA-ESQ, 25028,SENSA,Domestic Non Scheduled Passenger,-,Monterrey-General Mariano Escobedo Airport,MTY,MMMY,Mexico,Laredo International Airport,LRD,KLRD,United States of America,2,8,0,0,-,-,Final
19811212-0,Saturday,12-DEC-1981,-,C2, Standing (STD),Mexico City-Benito Juárez International Airport (MEX),Mexico,3,0, Substantial, Repaired,Boeing 727-25,3,Pratt & Whitney JT8D-7B,1965,-,-, YN-BXW, 18284/161,Aeronica,International Scheduled Passenger,-,Mexico City-Benito Juárez International Airport,MEX,MMMX,Mexico,San Salvador-Comalapa International Airport,SAL,MSLP,El Salvador,3,0,0,0,-,-,-
19811216-0,Wednesday,16-DEC-1981,02:43,A2, Takeoff (TOF),"Gander Airport, NL (YQX)",Canada,180,0, Substantial, Repaired,Boeing 727-2J4,3,Pratt & Whitney JT8D-17A,1973,-,28035.0, OY-SAT, 20766/993,Sterling Airways,Int'l Non Scheduled Passenger, 746,Gander Airport,YQX,CYQX,Canada,Oslo-Fornebu Airport,FBU,ENFB,Norway,8,172,0,0,-,-,Final
19811216-1,Wednesday,16-DEC-1981,12:16,A1, Landing (LDG),"Miami International Airport, FL (MIA)",United States of America,5,0, Damaged beyond repair,-,Boeing 707-124,4,Pratt & Whitney JT3C-6,1959,-,-, HI-384HA, 17610/37,Hispaniola,Ferry/positioning,-,Puerto Plata-La Union International Airport,POP,MDPP,Dominican Republic,Miami International Airport,MIA,KMIA,United States of America,5,0,0,0,-,-,Final
19811218-0,Friday,18-DEC-1981,13:06,A1, Approach (APR),near San Antero,Colombia,13,13, Damaged beyond repair,-,de Havilland Canada DHC-6 Twin Otter 300,2,Pratt & Whitney Canada PT6A-27,1979,-,-, HK-2216, 609,ACES,Domestic Scheduled Passenger,-,Medellín-Enrique Olaya Herrera Airport,EOH,SKMD,Colombia,Coveñas Airport,CVE,SKCV,Colombia,2,11,2,11,-,-,-
19811218-1,Friday,18-DEC-1981,07:21,A1, En route (ENR),13 km (8.1 mls) from  Deputatskiy,Russia,-,0, Damaged beyond repair,-,Antonov An-2TP,-,-,1965,12829.0,10619.0, CCCP-92858, 1G53-10,Aeroflot / Magadan,Unknown,-,Chokurdah Airport,CKH,UESO,Russia,-,-,-,-,-,-,0,0,-,-,-
19811223-0,Wednesday,23-DEC-1981,-,A1, Approach (APR),Yeniseysk Airport (EIE),Russia,-,2, Damaged beyond repair,-,Antonov An-26,-,-,-,-,-, CCCP-26505, 6701,Aeroflot / Krasnoyarsk,Unknown,-,-,-,-,-,Yeniseysk Airport,EIE,UNII,Russia,-,-,-,-,-,-,-
19811229-0,Tuesday,29-DEC-1981,-,A1, Taxi (TXI),"Sydney Airport, NS (YQY)",Canada,18,0, Damaged beyond repair,-,Hawker Siddeley HS-748-239 Srs. 2A,-,-,1967,-,-, C-GEPH, 1635,Eastern Provincial Airways,Domestic Scheduled Passenger,-,-,-,-,-,Sydney Airport,YQY,CYQY,Canada,3,15,0,0,-,-,-
19819999-0,-,xx-xxx-1981,-,A1, Unknown (UNK),at an unknown location,Bahamas,-,-, Damaged beyond repair,-,Douglas C-118A (DC-6),-,-,1955,-,-, N2949F, 44629/565,GAF Int. Service,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19819999-1,-,xx-xxx-1981,-,U1, Unknown (UNK),at an unknown location,Colombia,-,-, Damaged beyond repair,-,Douglas DC-4,-,-,1945,-,-, N122AC, 10748,Southern Aero Trades Inc,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19819999-2,-,xx-xxx-1981,-,A1, Landing (LDG),Punta Arenas-Pres Ibanez Airport (PUQ),Chile,-,-, Damaged beyond repair,-,de Havilland Canada DHC-5D Buffalo,-,-,1980,-,-, 920, 96,Chilean AF,Military,-,-,-,-,-,Punta Arenas-Carlos Ibañez Airport,PUQ,SCCI,Chile,-,-,-,-,-,-,-
