identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19700420-0,Monday,20-APR-1970,10:15,A1, Maneuvering (MNV),Kuban,Russia,4,2, Damaged beyond repair,-,Antonov An-2R,-,-,1966,6430.0,2681.0, CCCP-06333, 1G69-07,Aeroflot / North Kavkaz,Agricultural,-,-,-,-,-,-,-,-,-,2,2,1,1,-,-,-
19700421-0,Tuesday,21-APR-1970,-,C1, En route (ENR),near Cabanatuan,Philippines,36,36, Damaged beyond repair,-,Hawker Siddeley HS-748-209 Srs. 2,-,-,1968,-,-, PI-C1022, 1643,Philippine Air Lines,Domestic Scheduled Passenger,-,Cauayan Airport,CYZ,RPUY,Philippines,Manila Airport,MNL,RPLL,Philippines,4,32,4,32,-,-,-
19700422-0,Wednesday,22-APR-1970,15:55,O1, Standing (STD),"Indianapolis-Weir Cook Municipal Airport, IN (IND)",United States of America,0,0, Damaged beyond repair,-,Boeing 707-131,4,Pratt & Whitney JT3C-,1959,-,-, N743TW, 17670/46,TWA,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,Final
19700422-1,Wednesday,22-APR-1970,-,C1, En route (ENR),32 km (20 mls) SW of Hue,Vietnam,9,2, Damaged beyond repair,-,Douglas EC-47P,-,-,1944,-,-, 43-48402, 25663/14218,USAF,Military,-,-,-,-,-,-,-,-,-,9,0,2,0,-,-,-
19700422-2,Wednesday,22-APR-1970,-,C1, En route (ENR),near Bang Tang Lou,Laos,11,10, Damaged beyond repair,-,Lockheed AC-130A Spectre,-,-,1957,-,-, 54-1625, 3012,USAF,Military,-,Ubon Ratchathani RTAFB,UBP,VTUU,Thailand,Ubon Ratchathani RTAFB,UBP,VTUU,Thailand,11,0,10,0,-,-,-
19700423-0,Thursday,23-APR-1970,-,H2, Unknown (UNK),"Pellston, MI",United States of America,4,0, Unknown,-,McDonnell Douglas DC-9,-,-,-,-,-, registration unknown,-,North Central Airlines,International Scheduled Passenger, 945,Pellston-Emmet County Airport,PLN,KPLN,United States of America,Sault Ste. Marie Airport,YAM,CYAM,Canada,-,-,0,0,-,-,-
19700424-0,Friday,24-APR-1970,-,A1, Takeoff (TOF),within Rostov Region,Russia,-,0, Damaged beyond repair,-,Antonov An-2R,-,-,-,-,-, CCCP-41398, 1G67-16,Aeroflot / North Kavkaz,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19700425-0,Saturday,25-APR-1970,-,A1, Landing (LDG),Tuy Hoa Airport (TBB),Vietnam,-,-, Damaged beyond repair,-,Douglas C-47A-20-DK (DC-3),2,Pratt & Whitney R-1830-92,1944,-,-, B-308, 12790,Winner Airways,Unknown,-,-,-,-,-,Tuy Hoa Airport,TBB,VVTH,Vietnam,-,-,-,-,-,-,-
19700425-1,Saturday,25-APR-1970,-,H2, Unknown (UNK),"Guyana, Cuba",Cuba,-,0, Unknown,-,Boeing 737-2A1,-,-,1969,-,-, PP-SMC, 20094/182,VASP,Unknown,-,Brasília-Presidente Juscelino Kubitschek International Airport,BSB,SBBR,Brazil,Manaus/Ponta Pelada Airport,PLL,SBMN,Brazil,-,-,0,0,-,-,-
19700425-2,Saturday,25-APR-1970,10:23,A1, Initial climb (ICL),near Rivolto Air Base,Italy,19,17, Damaged beyond repair,-,Fairchild C-119G Flying Boxcar,2,Wright R-3350,1952,-,-, MM52-6018, 10948,Italian AF,Military,-,-,-,-,-,-,-,-,-,7,12,7,10,-,-,-
19700427-0,Monday,27-APR-1970,-,A1, Initial climb (ICL),3 km (1.9 mls) from  Saigon-Tan Son Nhut Airport (SGN),Vietnam,8,6, Damaged beyond repair,-,Kaiser-Frazer AC-119G Shadow,-,-,-,-,-, 53-8155, 258,USAF,Military,-,Saigon-Tan Son Nhat International Airport,SGN,VVTS,Vietnam,Saigon-Tan Son Nhat International Airport,SGN,VVTS,Vietnam,8,0,6,0,-,-,-
19700428-0,Tuesday,28-APR-1970,09:12,A1, Approach (APR),5 km (3.1 mls) W of Kainantu,Papua New Guinea,11,8, Damaged beyond repair,-,de Havilland Canada DHC-6 Twin Otter 100,2,Pratt & Whitney Canada PT6A-20,1966,6795.0,3905.0, VH-TGR,   6,TAA,Domestic Scheduled Passenger,1369,Goroka Airport,GKA,AYGA,Papua New Guinea,-,-,-,-,2,9,2,6,-,-,Final
19700428-1,Tuesday,28-APR-1970,-,A1, Maneuvering (MNV),"Mikhailov district, Ryazan region",Russia,2,2, Damaged beyond repair,-,Antonov An-2SX,-,-,1960,12160.0,6700.0, CCCP-15935, 114947305,Aeroflot / Uzbekistan,Agricultural,-,-,-,-,-,-,-,-,-,2,0,2,0,-,-,-
19700501-0,Friday,01-MAY-1970,-,H2, En route (ENR),Havana Airport (HAV),Cuba,63,0, Unknown,-,Boeing 727,-,-,-,-,-, registration unknown,-,BWIA,International Scheduled Passenger,BW400,Kingston-Palisadoes International Airport,KIN,MKJP,Jamaica,Grand Cayman Island-Owen Roberts International Airport,GCM,MWCR,Cayman Islands,-,-,0,0,-,-,-
19700502-0,Saturday,02-MAY-1970,15:49,A1, En route (ENR),"48 km (30 mls) ENE off  St. Croix, Virgin Islands [Caribbean Sea]",Atlantic Ocean,63,23, Damaged beyond repair,-,McDonnell Douglas DC-9-33CF,2,Pratt & Whitney JT8D-9,1969,-,2505.0, N935F, 47407/457,ONA,International Scheduled Passenger, 980,New York-John F. Kennedy International Airport,JFK,KJFK,United States of America,Sint Maarten-Juliana Airport,SXM,TNCM,Sint Maarten,6,57,1,22,-,-,Final
19700503-1,Sunday,03-MAY-1970,-,U1, Unknown (UNK),"Great Slave Lake, NT",Canada,-,-, Damaged beyond repair,-,Bristol 170 Freighter 31M,2,Bristol Hercules 734,-,-,-, CF-WAG, 13249,Wardair,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19700504-0,Monday,04-MAY-1970,-,A1, Initial climb (ICL),"13 km (8.1 mls) NE of Hamilton AFB, CA",United States of America,14,13, Damaged beyond repair,-,Convair T-29D (CV-240),-,-,1954,-,-, 52-5822, 52-21,USAF,Military,-,-,-,-,-,Spokane-Fairchild AFB,SKA,KSKA,United States of America,4,10,-,-,-,-,-
19700505-0,Tuesday,05-MAY-1970,03:40,A1, Approach (APR),"Barrow-Point Barrow Airport, AK (PBA)",United States of America,3,0, Damaged beyond repair,-,Lockheed L-1049H Super Constellation,-,-,1956,-,-, N174W, 4636,North Slope Supply Comp,Cargo,-,Fairbanks International Airport,FAI,PAFA,United States of America,-,-,-,-,3,0,0,0,-,-,-
19700506-0,Wednesday,06-MAY-1970,-,A1, Landing (LDG),Mogadishu International Airport (MGQ),Somalia,30,5, Damaged beyond repair,-,Vickers 785D Viscount,4,Rolls-Royce Dart 510,1958,22100.0,26135.0, 6O-AAJ, 379,Somali Airlines,Scheduled Passenger,-,-,-,-,-,Mogadishu International Airport,MGQ,HCMM,Somalia,4,26,0,5,-,-,-
19700506-1,Wednesday,06-MAY-1970,-,A1, Unknown (UNK),at an unknown location,Indonesia,-,-, Damaged beyond repair,-,Grumman G-73 Mallard,-,-,1947,-,-, P-20.., J-17,Indonesian Police,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19700507-1,Thursday,07-MAY-1970,-,A1, Takeoff (TOF),Santo Domingo,Dominican Republic,-,0, Damaged beyond repair,-,Curtiss C-46F-1-CU Commando,-,-,1945,-,-, HI-170, 22392,Domaire,Unknown,-,-,-,-,-,Caracas Airport,CCS,SVMI,Venezuela,-,-,0,0,-,-,-
19700509-0,Saturday,09-MAY-1970,-,A1, Takeoff (TOF),Iligan-Maria Cristina Airport (IGN),Philippines,33,1, Damaged beyond repair,-,Fokker F-27 Friendship 100,-,-,1966,9049.0,9646.0, PI-C532, 10311,Philippine Air Lines,Domestic Scheduled Passenger,-,Iligan-Maria Cristina Airport,IGN,RPWX,Philippines,-,-,-,-,4,29,1,0,-,-,-
19700509-1,Saturday,09-MAY-1970,21:28,A1, Approach (APR),"4,4 km (2.8 mls) SW of Pellston-Emmet County Airport, MI (PLN)",United States of America,6,6, Destroyed, Written off (damaged beyond repair),Learjet 23,2,General Electric CJ610-1,-,-,3530.0, N434EJ, 23-046,Executive Jet Aviation,Executive,-,Detroit-Metropolitan Wayne County Airport,DTW,KDTW,United States of America,Pellston-Emmet County Airport,PLN,KPLN,United States of America,2,4,2,4,-,-,Final
