identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19661119-0,Saturday,19-NOV-1966,11:20,A1, Takeoff (TOF),Keflavík International Airport (KEF),Iceland,2,0, Substantial, Written off (damaged beyond repair),Curtiss C-46F-1-CU Commando,-,-,1945,-,-, N68966, 22492,Carolina Aircraft,Ferry/positioning,-,Keflavík International Airport,KEF,BIKF,Iceland,-,-,-,-,2,0,0,0,-,-,-
19661120-0,Sunday,20-NOV-1966,06:06,A1, Approach (APR),"5 km (3.1 mls) S of New Bern Airport, NC (EWN)",United States of America,3,3, Damaged beyond repair,-,Martin 4-0-4,-,-,-,-,-, N40406, 14170,Piedmont Airlines,Ferry/positioning,-,Wilmington-New Hanover County Airport,ILM,KILM,United States of America,New Bern-Simmons Nott Airport,EWN,KEWN,United States of America,3,0,3,0,-,-,-
19661120-1,Sunday,20-NOV-1966,-,A1, Unknown (UNK),19 km (11.9 mls) SW of Tuy Hoa,Vietnam,-,-, Damaged beyond repair,-,de Havilland Canada CV-2B Caribou (DHC-4),-,-,-,-,-, 62-4167, 105,US Army,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19661122-0,Tuesday,22-NOV-1966,-,C1, En route (ENR),Wadi Rabtah,Yemen,30,30, Damaged beyond repair,-,Douglas R4D-1 (DC-3),-,-,1942,-,-, VR-AAN, 4284,Aden Airways,Domestic Scheduled Passenger,-,-,-,-,-,Aden International Airport,ADE,ODAA,Yemen,3,27,3,27,-,-,-
19661122-1,Tuesday,22-NOV-1966,10:36,A1, Takeoff (TOF),"1,4 km (0.9 mls) NE of Alma-Ata Airport (ALA)",Kazakhstan,68,3, Damaged beyond repair,-,Ilyushin Il-18B,-,-,1958,4440.0,8407.0, CCCP-75665, 188000704,Aeroflot / Kazakstan,Domestic Scheduled Passenger, X-19,Alma-Ata Airport,ALA,UAAA,Kazakhstan,Semipalatinsk Airport,PLX,UASS,Kazakhstan,8,60,1,2,-,-,-
19661122-2,Tuesday,22-NOV-1966,20:14,A1, Approach (APR),"7,3 km (4.6 mls) W off  Pinder Point",Bahamas,2,1, Damaged beyond repair,-,de Havilland DH-125-1A/522,-,-,1966,-,-, N235KC, 25096,Kellogg,Illegal Flight,-,-,-,-,-,Freeport-Grand Bahama International Airport,FPO,MYGF,Bahamas,1,1,0,1,-,-,-
19661124-0,Thursday,24-NOV-1966,15:30,A1, En route (ENR),8 km (5 mls) NNW of Bratislava-Ivanka Airport (BTS),Slovakia,82,82, Destroyed, Written off (damaged beyond repair),Ilyushin Il-18V,4,Ivchenko AI-20K,1964,-,-, LZ-BEN, 184007101,TABSO,Domestic Scheduled Passenger,LZ101,Bratislava-Ivanka Airport,BTS,LZIB,Slovakia,Praha-Ruzyne International Airport,PRG,LKPR,Czech Republic,8,74,8,74,-,-,-
19661126-0,Saturday,26-NOV-1966,14:24,A1, Initial climb (ICL),"1,5 km (0.9 mls) from  La Pedrera Airport (LPD)",Colombia,13,12, Damaged beyond repair,-,Consolidated PBY-5A Catalina,-,-,-,-,-, FAC-621,-,SATENA,Domestic Non Scheduled Passenger,-,La Pedrera Airport,LPD,SKLP,Colombia,Leticia-Alfredo Vásquez Cobo Airport,LET,SKLT,Colombia,3,10,3,9,-,-,-
19661126-1,Saturday,26-NOV-1966,-,A1, Initial climb (ICL),Dau Tieng,Vietnam,37,0, Damaged beyond repair,-,Fairchild C-123B-17-FA Provider,-,-,-,-,-, 56-4367, 20251,USAF,Military,-,-,-,-,-,-,-,-,-,2,35,0,0,-,-,-
19661126-2,Saturday,26-NOV-1966,-,A1, Takeoff (TOF),"near Gulfport, MS",United States of America,2,2, Damaged beyond repair,-,Douglas DC-3,-,-,-,-,-, registration unknown,-,Unknown,Unknown,-,-,-,-,-,-,-,-,-,2,0,2,0,-,-,-
19661126-3,Saturday,26-NOV-1966,-,A1, Approach (APR),near Saigon-Tan Son Nhat International Airport (SGN),Vietnam,26,26, Damaged beyond repair,-,Douglas C-47D (DC-3),-,-,1945,-,-, 44-76574, 32906/16158,USAF,Military,-,Saigon-Tan Son Nhat International Airport,SGN,VVTS,Vietnam,-,-,-,-,-,-,-,-,-,-,-
19661129-0,Tuesday,29-NOV-1966,17:28,A1, Takeoff (TOF),"Harrisburg Airport, PA (HAR)",United States of America,16,0, Damaged beyond repair,-,Convair CV-440,-,-,1953,-,-, N3414,  45,Allegheny Airlines,Domestic Scheduled Passenger, 305,Harrisburg-York State Airport,HAR,KCXY,United States of America,Pittsburgh International Airport,PIT,KPIT,United States of America,4,12,0,0,-,-,Final
19661130-0,Wednesday,30-NOV-1966,-,A1, Unknown (UNK),Chachapoyas Airport (CHH),Peru,-,-, Damaged beyond repair,-,Douglas C-47B-15-DK (DC-3),2,Pratt & Whitney R-1830-90C,1944,-,-, OB-R-568, 26683/15238,SATCO,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19661206-0,Tuesday,06-DEC-1966,-,A1, Unknown (UNK),"near Olacaputos, SA",Argentina,3,0, Damaged beyond repair,-,Curtiss C-46A-25-CU Commando,2,Pratt & Whitney R-2800-51,1943,-,-, ZP-CAP, 26658,Germa Inc,Unknown,-,-,-,-,-,-,-,-,-,3,0,0,0,-,-,-
19661207-0,Wednesday,07-DEC-1966,-,A1, Unknown (UNK),Ariège,France,4,4, Damaged beyond repair,-,Nord 2501 Noratlas,2,Bristol Hercules 739,-,-,-, 59/F-RBHI, 59,French AF,Military,-,-,-,-,-,-,-,-,-,4,0,4,0,-,-,-
19661213-0,Tuesday,13-DEC-1966,-,A1, Unknown (UNK),at an unknown location,Unknown country,-,-, Damaged beyond repair,-,Douglas C-47D (DC-3),-,-,1944,-,-, 43-48949, 26210/14765,USAF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19661218-0,Sunday,18-DEC-1966,02:55,A1, Approach (APR),Bogotá-Eldorado Airport (BOG),Colombia,59,17, Damaged beyond repair,-,Lockheed L-1649A Starliner,-,-,1957,-,-, N7301C, 1002,Aerocondor de Colombia,Int'l Non Scheduled Passenger,-,Miami International Airport,MIA,KMIA,United States of America,Bogotá-Eldorado Airport,BOG,SKBO,Colombia,7,52,4,13,-,-,-
19661218-1,Sunday,18-DEC-1966,11:40,A1, Maneuvering (MNV),near Zafarabad,Tajikistan,2,2, Damaged beyond repair,-,Antonov An-2R,-,-,1966,6722.0,2005.0, CCCP-46601, 1G46-10,Aeroflot / Tajikistan,Illegal Flight,-,-,-,-,-,-,-,-,-,2,0,2,0,-,-,-
19661220-0,Tuesday,20-DEC-1966,-,A1, En route (ENR),within Baja,Mexico,10,10, Missing, Presumed damaged beyond repair,Lockheed 18-56-23 Lodestar,-,-,1943,-,-, N2222B, 18-2558,Executive Aviation,Demonstration,-,San Diego International Airport,SAN,KSAN,United States of America,La Paz Airport,LAP,MMLP,Mexico,2,8,2,8,-,-,-
19661224-0,Saturday,24-DEC-1966,19:15,A1, Approach (APR),ca 1 km S of Da Nang Airport (DAD),Vietnam,4,4, Destroyed, Written off (damaged beyond repair),Canadair CL-44D4-1,4,Rolls-Royce Tyne 515,1962,-,-, N228SW, 31,Seaboard World,Cargo,-,-,-,-,-,Da Nang Airport,DAD,VVDN,Vietnam,4,0,4,0,-,107,-
19661224-1,Saturday,24-DEC-1966,04:30,A1, Approach (APR),Lake Texcoco,Mexico,109,0, Damaged beyond repair,-,Douglas DC-8-51,4,Pratt & Whitney JT3D-,1962,-,-, XA-NUS, 45633/162,Aeronaves de México,International Scheduled Passenger,-,New York-John F. Kennedy International Airport,JFK,KJFK,United States of America,Mexico City-Benito Juárez International Airport,MEX,MMMX,Mexico,10,99,0,0,-,-,-
19661224-2,Saturday,24-DEC-1966,10:00,A1, En route (ENR),Cerro Las Animas,Colombia,29,29, Damaged beyond repair,-,Douglas C-47A-80-DL (DC-3),2,Pratt & Whitney R-1830-92,1944,-,-, HK-161, 19630,Avianca,Domestic Scheduled Passenger,AV729,Bogotá-Eldorado Airport,BOG,SKBO,Colombia,Pasto-Antonio Nariño Airport,PSO,SKPS,Colombia,3,26,3,26,-,-,-
19661230-1,Friday,30-DEC-1966,17:19,A1, Takeoff (TOF),Saigon Airport (SGN),Vietnam,4,0, Damaged beyond repair,-,Douglas DC-7CF,-,-,1956,-,-, N4059K, 44926/695,Airlift Int.,Cargo,-,Saigon-Tan Son Nhat International Airport,SGN,VVTS,Vietnam,Manila International Airport,MNL,RPLL,Philippines,4,0,0,0,-,-,-
19669999-0,-,XX-XXX-1966,-,A1, Unknown (UNK),at an unknown location,Serbia,-,-, Damaged beyond repair,-,Antonov An-2R,-,-,-,-,-, YU-BBJ, 1G49-30,JAT Agricultural Aviation,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19669999-1,-,xx-xxx-1966,-,A1, Takeoff (TOF),Tyumen Airport (TJM),Russia,-,0, Damaged beyond repair,-,Antonov An-12,-,-,-,-,-, registration unknown, .901207,Soviet AF,Cargo,-,Tyumen Airport,TJM,USTR,Russia,-,-,-,-,-,-,0,0,-,-,-
