identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19280215-0,Wednesday,15-FEB-1928,-,A1, Unknown (UNK),near Abbeville,France,-,0, Damaged beyond repair,-,Handley Page W.8b,-,-,-,-,-, G-EBBG, W.8-2,Imperial Airways,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19280311-0,Sunday,11-MAR-1928,-,A1, En route (ENR),"14,5 km (9.1 mls) SE off  Folkestone, Kent [English Channel]",United Kingdom,2,2, Damaged beyond repair,-,Farman F.60 Goliath,-,-,1922,-,-, F-AEFC, 7,Air Union,International Scheduled Passenger,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19280411-0,Wednesday,11-APR-1928,14:00,A1, En route (ENR),Nigtevecht,Netherlands,11,0, Damaged beyond repair,-,Fokker F.VIII,-,-,-,-,-, H-NAEE, 5042,KLM,International Scheduled Passenger,-,Hamburg-Fuhlsbüttel Airport,HAM,EDDH,Germany,Amsterdam-Schiphol Municipal Airport,AMS,EHAM,Netherlands,3,8,0,0,-,-,-
19280419-0,Thursday,19-APR-1928,-,A1, En route (ENR),Spaichingen,Germany,8,0, Damaged beyond repair,-,Junkers G.24,-,-,1925,-,-, D-946, 916,Deutsche Lufthansa,International Scheduled Passenger,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19280512-0,Saturday,12-MAY-1928,08:45,A1, Takeoff (TOF),"Dearborn, MI",United States of America,2,2, Damaged beyond repair,-,Ford 4-AT-A Tri-Motor,3,Wright J-4 Junior,1926,-,-, NC1492, 4-AT-01,Ford Air Freight Lines,Cargo,-,-,-,-,-,-,-,-,-,2,0,2,0,-,-,-
19280523-0,Wednesday,23-MAY-1928,-,A1, Initial climb (ICL),3 km (1.9 mls) from  Köln-Butzweilerhof Airfield,Germany,3,3, Damaged beyond repair,-,Farman F.63bis Goliath,-,-,1923,-,-, F-AEIE, 7248/17,SGTA,International Scheduled Passenger,-,-,-,-,-,-,-,-,-,2,1,2,1,-,-,-
19280825-0,Saturday,25-AUG-1928,11:00,A1, En route (ENR),"off Port Townsend, WA",United States of America,7,7, Damaged beyond repair,-,Ford 4-AT-B Tri-Motor,3,Wright J-5 Whirlwind,1928,-,-, G-CATX, 4-AT-26,British Columbia Airways,International Scheduled Passenger,-,Victoria International Airport,YYJ,CYYJ,Canada,-,-,-,-,2,5,2,5,-,-,-
19280925-0,Tuesday,25-SEP-1928,-,A1, En route (ENR),Arnsberg,Germany,9,0, Damaged beyond repair,-,Junkers G.31de,-,-,1928,-,-, D-1427, J3004,Deutsche Lufthansa,International Scheduled Passenger,-,-,-,-,-,-,-,-,-,1,8,0,0,-,-,-
19281013-0,Saturday,13-OCT-1928,-,A1, Unknown (UNK),"Detroit, MI",United States of America,3,0, Damaged beyond repair,-,Ford 4-AT-A Tri-Motor,3,Wright J-4 Junior,1927,-,-, NC880, 4-AT-08,Stout Air Services,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19281123-0,Friday,23-NOV-1928,10:45,A1, Approach (APR),"S of Spokane, WA",United States of America,5,3, Damaged beyond repair,-,Ford 4-AT-B Tri-Motor,3,Wright J-5 Whirlwind,1928,-,-, NC7687, 4-AT-45,Spokane Airways,Domestic Non Scheduled Passenger,-,-,-,-,-,Spokane-Felts Field,SFF,KSFF,United States of America,-,-,-,-,-,-,-
19281201-1,Saturday,01-DEC-1928,17:00,A1, En route (ENR),"10 km (6.3 mls) N of Spur, TX",United States of America,5,5, Damaged beyond repair,-,Ford 4-AT-C Tri-Motor,-,-,1928,-,-, NC7862, 4-AT-47,Sunbeam Air Transport Co.,Domestic Non Scheduled Passenger,-,-,-,-,-,-,-,-,-,1,4,1,4,-,-,-
19281211-0,Tuesday,11-DEC-1928,-,A1, Unknown (UNK),Letzlingen,Germany,4,3, Damaged beyond repair,-,Junkers G.31fi,-,-,-,-,-, D-1473, 3005,Deutsche Lufthansa,Domestic Scheduled Passenger,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19281222-0,Saturday,22-DEC-1928,-,A1, Takeoff (TOF),"Floresville, TX",United States of America,4,0, Damaged beyond repair,-,Ford 4-AT-A Tri-Motor,3,Wright J-4 Junior,1927,-,-, NC3443, 4-AT-14,Texaco,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19281299-0,-,xx-DEC-1928,-,A1, Unknown (UNK),at an unknown location,Germany,-,-, Damaged beyond repair,-,Junkers G.31ce,-,-,-,-,-, D-1137, 3001,Deutsche Lufthansa,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
