identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
20000621-0,Wednesday,21-JUN-2000,18:10,A1, Landing (LDG),Astrakhan-Privolzhskiy Air Base,Russia,232,0, Destroyed, Written off (damaged beyond repair),Ilyushin Il-76MD,4,Soloviev D-30KP,1986,-,-, RA-76723, 0073475245,Russian AF,Military,-,-,-,-,-,-,-,-,-,11,221,0,0,-,-,-
20000622-0,Thursday,22-JUN-2000,14:51,A1, Approach (APR),ca 25 km from Wuhan,China,42,42, Damaged beyond repair,-,Xian Yunshuji Y-7-100C,2,Harbin WJ-5A-1,1988,11800.0,13900.0, B-3479, 06708,Wuhan Airlines,Domestic Scheduled Passenger, 343,Enshi Airport,ENH,ZHES,China,Wuhan Tianhe International Airport,WUH,ZHHH,China,4,38,4,38,-,7,Preliminary - official
20000623-1,Friday,23-JUN-2000,11:41,A1, En route (ENR),"4,5 km (2.8 mls) SW of Boca Raton, FL",United States of America,3,3, Destroyed, Written off (damaged beyond repair),Learjet 55,2,Garrett TFE731-3AR-2B,1982,-,8557.0, N220JC, 55-050,Universal Jet Aviation,Ferry/positioning,-,Boca Raton Public Airport,BCT,KBCT,United States of America,Fort Pierce-Saint Lucie County Airport,FPR,KFPR,United States of America,2,1,2,1,1,-,Final
20000626-0,Monday,26-JUN-2000,-,A1, Landing (LDG),Khartoum-Civil Airport (KRT),Sudan,-,0, Substantial, Written off (damaged beyond repair),Boeing 737-2R4C,2,Pratt & Whitney JT8D-17A,1984,-,-, 7O-ACQ, 23129/1034,Yemenia Airways,Cargo,-,-,-,-,-,Khartoum-Civil Airport,KRT,HSSS,Sudan,-,-,0,0,-,-,Preliminary
20000627-0,Tuesday,27-JUN-2000,-,A1, En route (ENR),off Shimano,Japan,5,5, Damaged beyond repair,-,Kawasaki C-1A,-,-,-,-,-, 88-1027, 8027,JASDF,Military,-,Yonago-Miho Air Base,YGJ,RJOH,Japan,Yonago-Miho Air Base,YGJ,RJOH,Japan,-,-,-,-,-,-,-
20000630-0,Friday,30-JUN-2000,14:15,A2, Landing (LDG),"near Yellowknife Water Aerodrome, NT",Canada,4,0, Substantial, Repaired,de Havilland Canada DHC-6 Twin Otter 300,2,Pratt & Whitney Canada PT6A-27,1969,-,-, C-FWAH, 240,private,Domestic Non Scheduled Passenger,-,-,-,-,-,-,-,-,-,1,3,0,0,-,-,Preliminary - official
20000701-0,Saturday,01-JUL-2000,06:08,A2, Landing (LDG),Coventry-Baginton Airport (CVT),United Kingdom,2,0, Substantial, Repaired,Fokker F-27 Friendship 500,2,Rolls-Royce Dart 532-7,1971,-,-, G-JEAP, 10459,Channel Express,Cargo,-,Jersey-States Airport,JER,EGJJ,United Kingdom,Coventry-Baginton Airport,CVT,EGBE,United Kingdom,2,0,0,0,-,-,Final
20000702-0,Sunday,02-JUL-2000,-,A1, En route (ENR),off Cagayancillo,Philippines,12,11, Damaged beyond repair,-,GAF Nomad N.22C,-,-,1979,-,-, N286,  86,Philippine AF,Military,-,-,-,-,-,Puerto Princesa Airport,PPS,RPVP,Philippines,-,-,-,-,-,-,Preliminary
20000702-1,Sunday,02-JUL-2000,11:42,A2, Taxi (TXI),"Orlando International Airport, FL (MCO)",United States of America,128,0, Substantial, Repaired,Boeing 737-49R,2,CFMI CFM56-3C1,1996,-,8427.0, N460PR, 28881/2833,Pro Air,Domestic Scheduled Passenger,212,Atlanta-William B. Hartsfield International Airport,ATL,KATL,United States of America,Orlando International Airport,MCO,KMCO,United States of America,6,122,0,0,-,-,Final
20000704-0,Tuesday,04-JUL-2000,15:57,A1, Landing (LDG),Thessaloniki International Airport (SKG),Greece,94,0, Substantial, Written off (damaged beyond repair),Tupolev Tu-154B-2,3,Kuznetsov NK-8-2U,1982,13583.0,22409.0, HA-LCR, 82A543,Malev,International Scheduled Passenger, 262,Budapest-Ferihegy Airport,BUD,LHBP,Hungary,Thessaloniki International Airport,SKG,LGTS,Greece,8,86,0,0,-,-,Final
