identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19760627-0,Sunday,27-JUN-1976,-,C1, Standing (STD),Beirut International Airport (BEY),Lebanon,3,1, Damaged beyond repair,-,Boeing 720-047B,4,Pratt & Whitney JT3D-3B,1965,-,-, OD-AGE, 18963/433,MEA,International Scheduled Passenger,-,-,-,-,-,Beirut Airport,BEY,OLBA,Lebanon,3,0,1,0,-,-,-
19760627-1,Sunday,27-JUN-1976,12:30,H2, En route (ENR),Entebbe Airport (EBB),Uganda,254,0, Unknown, Repaired,Airbus A300B4-203,2,General Electric CF6-50C2,1975,-,-, F-BVGG, 019,Air France,International Scheduled Passenger,AF139,Athens-Ellinikon International Airport,ATH,LGAT,Greece,Paris-Charles de Gaulle Airport,CDG,LFPG,France,12,242,0,0,-,-,-
19760627-2,Sunday,27-JUN-1976,-,A1, Takeoff (TOF),"Amangeldy, Komsomolski District, Aktyubinsk Region",Kazakhstan,1,1, Damaged beyond repair,-,Antonov An-2R,-,-,1973,9391.0,2406.0, CCCP-70481, 1G143-60,Aeroflot / Ukraine,Illegal Flight,-,-,-,-,-,-,-,-,-,1,0,1,0,-,-,-
19760629-0,Tuesday,29-JUN-1976,-,A1, Approach (APR),near Mexico City,Mexico,4,4, Damaged beyond repair,-,Learjet 24D,-,-,-,-,-, XB-JOY, 24-263,Construcciones Protexa,Unknown,-,-,-,-,-,Mexico City-Benito Juárez International Airport,MEX,MMMX,Mexico,2,2,2,2,-,-,-
19760630-0,Wednesday,30-JUN-1976,-,A1, En route (ENR),within Valikhanovskiy District,Kazakhstan,3,3, Damaged beyond repair,-,Antonov An-2R,-,-,1973,10995.0,2487.0, CCCP-70531, 1G145-07,Aeroflot / Central Region,Test,-,-,-,-,-,-,-,-,-,2,1,2,1,-,-,-
19760702-0,Friday,02-JUL-1976,-,C1, Standing (STD),"Boston-Logan International Airport, MA (BOS)",United States of America,0,0, Damaged beyond repair,-,Lockheed L-188A Electra,-,-,1959,-,-, N5531, 1055,Eastern Air Lines,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
19760703-0,Saturday,03-JUL-1976,-,A1, En route (ENR),near Daiku,Myanmar,17,17, Damaged beyond repair,-,Douglas C-47 (DC-3),-,-,-,-,-, registration unknown,-,Burmese AF,Military,-,Keng Tung Airport,KET,VYKG,Myanmar,Yangon-Mingaladon Airport,RGN,VYYY,Myanmar,7,10,7,10,-,-,-
19760706-0,Tuesday,06-JUL-1976,-,H2, Unknown (UNK),Palma de Mallorca,Spain,-,0, Unknown,-,Boeing 727,-,-,-,-,-, registration unknown,-,Libyan Arab Airlines,Unknown,-,Tripoli International Airport,TIP,HLLT,Libya,Benghazi-Benina International Airport,BEN,HLLB,Libya,-,-,0,0,-,-,-
19760711-0,Sunday,11-JUL-1976,-,A1, Unknown (UNK),Sivash Lagoon,Russia,-,0, Damaged beyond repair,-,Antonov An-2,-,-,1963,-,-, CCCP-62439, 1G41-09,Aeroflot / Ukraine,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19760714-0,Wednesday,14-JUL-1976,-,A1, Initial climb (ICL),Tashkent-Yuzhny Airport (TAS),Uzbekistan,-,0, Damaged beyond repair,-,Lisunov Li-2,-,-,1951,-,4946.0, CCCP-13369, 18440410,MAP Kazan APO,Unknown,-,Tashkent-Yuzhny Airport,TAS,UTTT,Uzbekistan,-,-,-,-,-,-,0,0,-,-,-
