identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19480524-0,Monday,24-MAY-1948,15:42,A1, Approach (APR),Madrid Air Base,Colombia,4,4, Damaged beyond repair,-,Douglas C-47 (DC-3),-,-,-,-,-, FAC-662,-,Colombian AF,Military,-,-,-,-,-,-,-,-,-,4,0,4,0,1,-,-
19480526-0,Wednesday,26-MAY-1948,-,U1, Unknown (UNK),near Popowice,Poland,-,-, Damaged beyond repair,-,Lisunov Li-2T,-,-,-,-,-, SP-LBC, 18419010,LOT,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19480526-1,Wednesday,26-MAY-1948,-,O1, Standing (STD),North Luffenham RAF Station,United Kingdom,0,0, Damaged beyond repair,-,Douglas Dakota IV (DC-3),2,Pratt & Whitney R-1830-90C,1945,-,-, KN375, 32747/15999,RAF,Military,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
19480527-0,Thursday,27-MAY-1948,-,A1, Unknown (UNK),"32 km (20 mls) SW of Banton Rouge, LA",United States of America,7,7, Destroyed, Written off (damaged beyond repair),Douglas C-47B-10-DK (DC-3),-,-,1944,-,-, 43-48939, 14755/	26200,USAF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19480528-0,Friday,28-MAY-1948,-,A1, Maneuvering (MNV),near Amesbury,United Kingdom,2,2, Damaged beyond repair,-,Miles M.60 Marathon I,-,-,1946,-,-, G-AGPD, 6265,A & AEE,Demonstration,-,-,-,-,-,-,-,-,-,2,0,2,0,-,-,-
19480531-0,Monday,31-MAY-1948,-,A1, Takeoff (TOF),Lough Erne,United Kingdom,-,0, Damaged beyond repair,-,Short Sunderland GR.5,-,-,-,-,-, SZ574,-,RAF,Military,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19480531-1,Monday,31-MAY-1948,-,A1, En route (ENR),Reims,France,-,0, Substantial, Written off (damaged beyond repair),SNCASE SE.161/1 Languedoc,-,-,1945,-,-, SP-LDA, 21,LOT,International Scheduled Passenger,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19480603-0,Thursday,03-JUN-1948,-,C1, En route (ENR),at an unknown location,Israel,-,-, Damaged beyond repair,-,Douglas C-47 (DC-3),-,-,-,-,-, registration unknown,-,Royal Egyptian Air Force,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19480603-1,Thursday,03-JUN-1948,-,C1, En route (ENR),at an unknown location,Israel,-,-, Damaged beyond repair,-,Douglas C-47 (DC-3),-,-,-,-,-, registration unknown,-,Royal Egyptian Air Force,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19480604-0,Friday,04-JUN-1948,-,H2, En route (ENR),Bari,Italy,28,0, None,-,Douglas C-47 (DC-3),-,-,-,-,-, registration unknown,-,JUSTA,Domestic Scheduled Passenger,-,-,-,-,-,Sarajevo Airport,SJJ,LQSA,Bosnia and Herzegovina,6,22,0,0,-,-,-
19480608-0,Tuesday,08-JUN-1948,-,A1, Initial climb (ICL),Lisboa,Portugal,5,0, Damaged beyond repair,-,Douglas C-47A-65-DL (DC-3),2,Pratt & Whitney R-1830-92,1943,-,-, CS-TDF, 18998,TAP,Training,-,Lisboa-Portela de Sacavém Airport,LIS,LPPT,Portugal,-,-,-,-,5,0,0,0,-,-,-
19480612-0,Saturday,12-JUN-1948,01:05,A1, Unknown (UNK),"Eloy, AZ",United States of America,2,0, Damaged beyond repair,-,Douglas C-47A-20-DL (DC-3),2,Pratt & Whitney R-1830,1943,-,4823.0, NC79042, 9394,Eagle Air Freight,Cargo,-,Hollywood-Lockheed Air Terminal,BUR,KBUR,United States of America,El Paso International Airport,ELP,KELP,United States of America,2,0,0,0,-,-,Final
