identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
20091221-0,Monday,21-DEC-2009,01:51,A1, Landing (LDG),Makassar-Sultan Hasanuddin International Airport (UPG),Indonesia,108,0, Substantial, Written off (damaged beyond repair),Boeing 737-301,2,CFMI CFM56-3B2,1988,-,-, PK-MDH, 23932/1554,Merpati Nusantara,Domestic Scheduled Passenger,MZ766,Surabaya Airport,SUB,WARR,Indonesia,Makassar-Sultan Hasanuddin International Airport,UPG,WAAA,Indonesia,6,102,0,0,-,-,Preliminary - official
20091222-0,Tuesday,22-DEC-2009,22:22,A1, Landing (LDG),Kingston-Norman Manley International Airport (KIN),Jamaica,154,0, Destroyed, Written off (damaged beyond repair),Boeing 737-823 (WL),2,CFMI CFM56-7B27,2001,10402.0,24610.0, N977AN, 29550/1019,American Airlines,International Scheduled Passenger,AA331,Miami International Airport,MIA,KMIA,United States of America,Kingston-Norman Manley International Airport,KIN,MKJP,Jamaica,6,148,0,0,-,-,Final
20091225-0,Friday,25-DEC-2009,11:30,C2, Approach (APR),"near Detroit-Metropolitan Wayne County Airport, MI (DTW)",United States of America,289,0, None,-,Airbus A330-323X,2,Pratt & Whitney PW4168A,2007,-,-, N820NW, 859,Northwest Airlines,International Scheduled Passenger, 253,Amsterdam-Schiphol International Airport,AMS,EHAM,Netherlands,Detroit-Metropolitan Wayne County Airport,DTW,KDTW,United States of America,11,278,0,0,-,-,- (No safety board investigation)
20091229-0,Tuesday,29-DEC-2009,18:00,A2, Unknown (UNK),off Vomo Island,Fiji,6,0, Unknown,-,de Havilland Canada DHC-3T Vazar Turbine Otter,1,Pratt & Whitney Canada PT6A,1958,-,-, DQ-GLL ?, 288,Pacific Island Seaplanes,Passenger,-,-,-,-,-,-,-,-,-,1,5,0,0,-,-,Preliminary
20090620-0,Saturday,20-JUN-2009,21:06,O1, Standing (STD),"Pologi, Zaporizhya region",Ukraine,-,0, Damaged beyond repair,-,Antonov An-2,-,-,-,-,-, registration unknown,-,Unknown,Agricultural,-,Philadelphia International Airport,PHL,KPHL,United States of America,-,-,-,-,-,-,0,0,-,-,-
20090625-0,Thursday,25-JUN-2009,07:50,A2, Landing (LDG),Caticlan-Malay Airport (MPH),Philippines,55,0, Substantial,-,Xian MA60,-,-,-,-,-, RP-C8892, 0703,Zest Airways,Domestic Scheduled Passenger, 863,Manila-Ninoy Aquino International Airport,MNL,RPLL,Philippines,Caticlan-Malay Airport,MPH,RPVE,Philippines,-,-,0,0,-,-,Preliminary
20090626-0,Friday,26-JUN-2009,17:26,A1, Landing (LDG),Capurganá Airport (CPB),Colombia,18,0, Substantial,-,Let L-410UVP-E,2,Walter M-601E,1986,-,11771.0, HK-4094, 861707,TAC,Domestic Non Scheduled Passenger,-,Medellín-Enrique Olaya Herrera Airport,EOH,SKMD,Colombia,Capurganá Airport,CPB,SKCA,Colombia,2,16,0,0,-,-,Final
20090627-0,Saturday,27-JUN-2009,-,A1, Takeoff (TOF),Salerno FOB,Afghanistan,-,0, Damaged beyond repair,-,British Aerospace 3201 Jetstream 31,-,-,1990,-,-, N485UE, 901,Vecolair,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,Preliminary
20090629-0,Monday,29-JUN-2009,16:01,A1, En route (ENR),ca 19 km SSE of Wamena Airport (WMX),Indonesia,3,3, Destroyed, Written off (damaged beyond repair),de Havilland Canada DHC-6 Twin Otter 300,2,Pratt & Whitney Canada PT6A-27,1981,-,-, PK-BRO, 756,Aviastar Mandiri,Cargo,-,-,-,-,-,Wamena Airport,WMX,WAJW,Indonesia,3,0,3,0,-,-,Preliminary - official
20090629-1,Monday,29-JUN-2009,08:10,A2, Landing (LDG),Wangerooge Airport (AGE),Germany,6,0, Substantial, Repaired,Britten-Norman BN-2B-26 Islander,-,-,1995,-,7363.0, D-ILFC, 2272,LFH Luftverkehr,Domestic Scheduled Passenger,-,-,-,-,-,Wangerooge Airport,AGE,EDWG,Germany,1,5,0,0,-,-,Preliminary - official
20090630-0,Tuesday,30-JUN-2009,01:54,A1, Approach (APR),6 km (3.8 mls) NW off  Mitsamiouli,Comoros,153,152, Destroyed, Written off (damaged beyond repair),Airbus A310-324,2,Pratt & Whitney PW4152,1990,18129.0,53587.0, 7O-ADJ, 535,Yemenia Airways,International Scheduled Passenger,IY626,Sana'a International Airport,SAH,ODSN,Yemen,Moroni-Prince Said Ibrahim In Airport,HAH,FMCH,Comoros,11,142,11,141,-,-,Final
20090705-0,Sunday,05-JUL-2009,13:05,A1, Initial climb (ICL),near Great Barrier Island Airport (GBZ),New Zealand,11,0, Substantial, Written off (damaged beyond repair),Britten-Norman BN-2A Trislander Mk.III-1,3,Lycoming O-540-E4C5,1972,-,-, ZK-LOU, 322,Great Barrier Airlines,Domestic Scheduled Passenger,-,Great Barrier Island Airport,GBZ,NZGB,New Zealand,Auckland International Airport,AKL,NZAA,New Zealand,1,10,0,0,-,-,Final
20090706-0,Monday,06-JUL-2009,09:50,A1, Approach (APR),"1,6 km (1 mls) W of Sarif-Umra Airstrip",Sudan,2,0, Damaged beyond repair,-,Antonov An-28,2,Glushenkov TVD-10B,1988,2113.0,2180.0, ST-TYB, IAJ 006-02, El Dinder Aviation,Cargo,-,El Fasher Airport,ELF,HSFS,Sudan,-,-,-,-,2,0,0,0,-,-,Final
20090708-0,Wednesday,08-JUL-2009,-,A2, Unknown (UNK),Bimini International Airport (BIM),Bahamas,-,0, Substantial, Repaired,Swearingen SA227-AC Metro III,-,-,1986,-,-, C6-FPO, AC-652,Western Air,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
20090713-0,Monday,13-JUL-2009,18:07,A2, En route (ENR),"near Charleston, WV",United States of America,131,0, Substantial, Repaired,Boeing 737-3H4,2,CFMI CFM56-3B1,1994,42500.0,50500.0, N387SW, 26602/2627,Southwest Airlines,Domestic Scheduled Passenger,2294,Nashville International Airport,BNA,KBNA,United States of America,Baltimore/Washington International Thurgood Marshall Airport,BWI,KBWI,United States of America,5,126,0,0,-,-,Final
