identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19009999-02,-,xx-xxx-xxxx,-,U1, Unknown (UNK),at an unknown location,Unknown country,-,-, Damaged beyond repair,-,Antonov An-12B,4,Ivchenko AI-20M,-,-,-, T-1201, 402201 ?,Indonesian AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19009999-19,-,xx-xxx-xxxx,-,U1, Unknown (UNK),at an unknown location,Unknown country,-,-, Damaged beyond repair,-,Antonov An-12B,4,Ivchenko AI-20M,-,-,-, T-1206, 402206 ?,Indonesian AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19009999-18,-,xx-xxx-xxxx,-,U1, Unknown (UNK),at an unknown location,Unknown country,-,-, Damaged beyond repair,-,Antonov An-12B,4,Ivchenko AI-20M,-,-,-, T-1204, 402204 ?,Indonesian AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19009999-01,-,xx-xxx-xxxx,-,A1, Unknown (UNK),Tiksi Airport (IKS),Russia,-,-, Damaged beyond repair,-,Antonov An-12BK,-,-,1969,-,-, registration unknown, 9346609,Soviet AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19009999-09,-,xx-xxx-xxxx,-,A1, Landing (LDG),Massawa Airport (MSW),Eritrea,-,0, Damaged beyond repair,-,Antonov An-12BP,4,Ivchenko AI-20M,1967,-,-, CCCP-11815, 7345101,Soviet AF,Military,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19009999-08,-,xx-xxx-xxxx,-,U1, Unknown (UNK),at an unknown location,Russia,-,-, Damaged beyond repair,-,Antonov An-12BP,4,Ivchenko AI-20M,1964,-,-, CCCP-12172, 4341802,Soviet AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19009999-30,-,xx-xxx-xxxx,-,A1, Unknown (UNK),unknown,Russia,-,-, Damaged beyond repair,-,Antonov An-2,-,-,1951,-,-, CCCP-N574, 1 15 473 02,GUSMP,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19009999-34,-,xx-xxx-xxxx,-,A2, Unknown (UNK),Chita region,Russia,-,0, Substantial, Repaired,Antonov An-2,-,-,-,-,-, CCCP-01216,-,Aeroflot,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19009999-11,-,xx-xxx-xxxx,-,A1, Unknown (UNK),at an unknown location,Russia,-,0, Damaged beyond repair,-,Antonov An-24B,-,-,1969,-,-, RA-47794, 99902208,Russian AF,Military,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19009999-25,-,xx-xxx-xxxx,-,O1, Standing (STD),Orenburg Airport (REN),Russia,-,0, Damaged beyond repair,-,Antonov An-26,-,-,-,-,-, 01 Red, 9106,Russian Armed Forces,Military,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19009999-03,-,xx-xxx-xxxx,10:10,A1, Unknown (UNK),Wadi Bu al Hashm,Libya,-,-, Damaged beyond repair,-,Antonov An-26,-,-,-,-,-, 5A-DOK, 13106,Sin Sad Airlines,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
