identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19510101-0,Monday,01-JAN-1951,-,A1, Unknown (UNK),La Paz-El Alto Airport (LPB),Bolivia,-,-, Damaged beyond repair,-,Douglas C-47A-DL (DC-3),2,Pratt & Whitney R-1830-92,1943,-,-, CB-31, 13837,LAB,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19510102-0,Tuesday,02-JAN-1951,-,A1, Takeoff (TOF),"Great Slave Lake, NWT",Canada,-,-, Damaged beyond repair,-,Douglas C-47-DL (DC-3),2,Pratt & Whitney R-1830-92,1942,-,-, CF-ECN, 4702,McInnes Products,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19510104-0,Thursday,04-JAN-1951,02:28,A1, Takeoff (TOF),"Chicago-Midway Airport, IL (MDW)",United States of America,48,0, Damaged beyond repair,-,Curtiss C-46D-15-CU Commando,2,Pratt & Whitney R-2800-51,1945,-,1257.0, N79982, 33564,Monarch Air Service,Domestic Non Scheduled Passenger,1090,Chicago-Midway Airport,MDW,KMDW,United States of America,Newark International Airport,EWR,KEWR,United States of America,3,45,0,0,-,-,Final
19510104-1,Thursday,04-JAN-1951,-,A1, Initial climb (ICL),Madrid-Barajas Airport (MAD),Spain,2,2, Damaged beyond repair,-,Lockheed C-60 Lodestar,-,-,-,-,-, EC-ADZ,-,Spanish AF,Military,-,Madrid-Barajas Airport,MAD,LEMD,Spain,-,-,-,-,2,0,2,0,-,-,-
19510104-2,Thursday,04-JAN-1951,-,A1, Unknown (UNK),Hoengseong Air Base (K-46) (WJU),South Korea,-,0, Damaged beyond repair,-,Douglas C-47A (DC-3),-,-,-,-,-, 92617,-,Hellenic AF,Military,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19510108-0,Monday,08-JAN-1951,-,A1, Landing (LDG),Chungju (K-41) Air Base,South Korea,3,2, Damaged beyond repair,-,Curtiss C-46D-20-CU Commando,-,-,1945,-,-, 44-78505, 22328,USAF,Military,-,-,-,-,-,-,-,-,-,3,0,2,0,-,-,-
19510108-1,Monday,08-JAN-1951,-,O1, Standing (STD),Chungju (K-41) Air Base,South Korea,0,0, Damaged beyond repair,-,Curtiss C-46D-15-CU Commando,-,-,1945,-,-, 44-78270, 33666,USAF,Military,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
19510108-2,Monday,08-JAN-1951,-,O1, Standing (STD),Chungju (K-41) Air Base,South Korea,0,0, Damaged beyond repair,-,Curtiss C-46D-20-CU Commando,-,-,1945,-,-, 44-78462, 22285,USAF,Military,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
19510109-0,Tuesday,09-JAN-1951,15:32,A1, En route (ENR),ca 2 km off Tuapse,Russia,8,8, Damaged beyond repair,-,Ilyushin Il-12P,-,-,1949,-,1346.0, CCCP-L1811, 93013310,Aeroflot / Moscow,Domestic Scheduled Passenger,-,Krasnodar Airport,KRR,URKK,Russia,Adler/Sochi Airport,AER,URSS,Russia,6,2,6,2,-,-,-
19510109-1,Tuesday,09-JAN-1951,22:50,A1, Approach (APR),near Kazan Airport (KZN),Russia,6,6, Damaged beyond repair,-,Lisunov Li-2,-,-,-,-,3640.0, CCCP-L4359, 18428406,Aeroflot / West Siberia,Cargo,-,-,-,-,-,Kazan Airport,KZN,UWKD,Russia,5,1,5,1,-,-,-
19510110-0,Wednesday,10-JAN-1951,-,A1, Unknown (UNK),"376 km (235 mls) W of Albuquerque, NM",United States of America,-,0, Damaged beyond repair,-,Douglas C-47B-15-DK (DC-3),2,Pratt & Whitney R-1830-90C,1944,-,-, 43-49384, 26645/15200,USAF,Military,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19510113-0,Saturday,13-JAN-1951,-,A1, Unknown (UNK),"6,5 km (4.1 mls) W of Sungei Padi",Malaysia,10,10, Damaged beyond repair,-,Douglas VC-47D (DC-3),2,Pratt & Whitney R-1830-90,1945,-,-, VR-HEP, 32530/15782,Air Carriers,Domestic Non Scheduled Passenger,-,Butterworth Airport,BWH,WMKB,Malaysia,Kota Kinabalu Airport,BKI,WBKK,Malaysia,3,7,3,7,-,-,-
19510114-0,Sunday,14-JAN-1951,14:13,A1, Landing (LDG),"Philadelphia International Airport, PA (PHL)",United States of America,28,7, Damaged beyond repair,-,Douglas DC-4-1009,4,Pratt & Whitney R-2000-D3,1947,-,-, N74685, 43102,National Airlines,Domestic Scheduled Passenger,  83,Newark International Airport,EWR,KEWR,United States of America,Philadelphia International Airport,PHL,KPHL,United States of America,3,25,1,6,-,-,Final
19510116-0,Tuesday,16-JAN-1951,12:14,A1, En route (ENR),"19 km (11.9 mls) W of Reardan, WA",United States of America,10,10, Damaged beyond repair,-,Martin 2-0-2,2,Pratt & Whitney R-2800-CA18,1948,-,5874.0, N93054, 9144,Northwest Orient Airlines,Domestic Scheduled Passenger, 115,Spokane-Geiger Field,GEG,KGEG,United States of America,Wenatchee-Pangborn Field,EAT,KEAT,United States of America,3,7,3,7,-,-,Final
