identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19370103-2,Sunday,03-JAN-1937,-,U1, Unknown (UNK),at an unknown location,Spain,-,-, Damaged beyond repair,-,Junkers Ju-52/3m,-,-,-,-,-, 22-96,-,HISMA,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19370120-0,Wednesday,20-JAN-1937,-,O1, Standing (STD),"Sioux City, IA",United States of America,0,0, Damaged beyond repair,-,Ford 5-AT-C Tri-Motor,3,Pratt & Whitney R-1340 Wasp,1931,-,-, NC422H, 5-AT-096,DePonti Aviation Company,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
19370126-0,Tuesday,26-JAN-1937,16:25,A1, Approach (APR),10 km (6.3 mls) S of Oran-es Senia Airport (ORN),Algeria,12,12, Damaged beyond repair,-,Sabca Savoia-Marchetti S.73P,3,Gnome-Rhône 9Kfr Mistral,1936,-,-, OO-AGR, 2,Sabena,International Scheduled Passenger,-,Colomb-Béchar Airport,CBH,DAOC,Algeria,Oran-es Senia Airport,ORN,DAOO,Algeria,4,8,4,8,-,-,Final
19370209-0,Tuesday,09-FEB-1937,20:50,A1, Approach (APR),"3 km (1.9 mls) NE off  San Francisco Municipal Airport, CA (SFO)",United States of America,11,11, Damaged beyond repair,-,Douglas DC-3A-197,-,-,1936,-,-, NC16073, 1913,United Airlines,Domestic Scheduled Passenger,Trip 23,Burbank-Union Air Terminal,BUR,KBUR,United States of America,San Francisco Municipal Airport,SFO,KSFO,United States of America,3,8,3,8,-,-,Final
19370216-2,Tuesday,16-FEB-1937,-,C1, En route (ENR),Jarama,Spain,-,-, Damaged beyond repair,-,Junkers Ju-52/3m,-,-,-,-,-, 22-58,-,HISMA,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19370218-0,Thursday,18-FEB-1937,-,A1, Landing (LDG),"Atlanta Municipal Airport, GA (ATL)",United States of America,10,0, Damaged beyond repair,-,Douglas DC-2-112,-,-,1934,-,-, NC13734, 1260,Eastern Air Lines,Domestic Scheduled Passenger,-,Chicago Municipal Airport,MDW,KMDW,United States of America,Atlanta Municipal Airport,ATL,KATL,United States of America,3,7,0,0,-,-,-
19370313-2,Saturday,13-MAR-1937,-,C1, Unknown (UNK),Guadalajara,Spain,-,-, Damaged beyond repair,-,Junkers Ju-52/3m,-,-,-,-,-, 22-70,-,HISMA,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19370316-0,Tuesday,16-MAR-1937,00:24,A1, En route (ENR),Elsdorf,Germany,3,3, Damaged beyond repair,-,de Havilland DH.86 Express,-,-,-,-,-, G-ACVZ, 2303,Imperial Airways,International Scheduled Passenger,-,-,-,-,-,-,-,-,-,3,0,3,0,-,-,-
19370324-0,Wednesday,24-MAR-1937,14:30,A1, En route (ENR),"1,6 km (1 mls) NNE of Ouroux",France,6,5, Damaged beyond repair,-,Short S.23 Empire Flying Boat Mk I,4,Bristol Pegasus Xc,1937,-,-, G-ADVA, S.818,Imperial Airways,International Scheduled Passenger,-,-,-,-,-,Marseille-Marignane Airport,MRS,LFML,France,5,1,4,1,-,-,-
19370325-0,Thursday,25-MAR-1937,18:40,A1, Approach (APR),"near Clifton, PA",United States of America,13,13, Damaged beyond repair,-,Douglas DC-2-112,-,-,1934,-,-, NC13730, 1256,TWA,Domestic Scheduled Passenger,  15A,-,-,-,-,Pittsburgh-Allegheny County Airport,AGC,KAGC,United States of America,3,10,3,10,-,-,Final
