identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
20200102-0,Thursday,02-JAN-2020,-,A1, Unknown (UNK),5 km (3.1 mls) from  Geneina Airport (EGN),Sudan,18,18, Damaged beyond repair,-,Antonov An-12A,-,-,1962,-,-, -, 2340606,Sudan AF,Military,-,Geneina Airport,EGN,HSCN,Sudan,Khartoum-Civil Airport,KRT,HSSS,Sudan,7,11,7,11,-,-,-
20200103-0,Friday,03-JAN-2020,09:15,A1, En route (ENR),near Haputale,Sri Lanka,4,4, Damaged beyond repair,-,Harbin Yunshuji Y-12 II,-,-,1990,-,-, SCL-857, 0021,Sri Lanka AF,Military,-,Wirawila Airport,WRZ,VCCW,Sri Lanka,Colombo-Ratmalana Airport,RML,VCCC,Sri Lanka,4,0,4,0,-,-,-
20200105-0,Sunday,05-JAN-2020,-,C1, Taxi (TXI),Manda Bay-Camp Simba Air Base,Kenya,3,2, Destroyed, Written off (damaged beyond repair),Beechcraft B300 King Air 350,-,-,-,-,-, registration unknown,-,L3 Technologies,Military,-,-,-,-,-,-,-,-,-,3,0,2,0,-,-,-
20200108-0,Wednesday,08-JAN-2020,06:18,C1, En route (ENR),near Sabashahr,Iran,176,176, Destroyed, Written off (damaged beyond repair),Boeing 737-8KV (WL),2,CFMI CFM56-7B24E,2016,-,-, UR-PSR, 38124/5977,Ukraine International Airlines,International Scheduled Passenger,PS752,Tehran-Imam Khomeini International Airport,IKA,OIIE,Iran,Kiev-Borispol Airport,KBP,UKBB,Ukraine,9,167,9,167,-,-,-
20200109-0,Thursday,09-JAN-2020,-,A1, Landing (LDG),Goma Airport (GOM),Democratic Republic of the Congo,67,0, Substantial, Written off (damaged beyond repair),Lockheed C-130BZ Hercules,-,-,1962,-,-, 403, 3750,South African AF,Military,-,Beni Airport,BNC,FZNP,Democratic Republic of the Congo,Goma Airport,GOM,FZNA,Democratic Republic of the Congo,8,59,0,0,-,-,-
20200110-0,Friday,10-JAN-2020,07:35,A2, Landing (LDG),Antalya Airport (AYT),Turkey,-,0, Substantial,-,Airbus A321-231 (WL),2,IAE V2533-A5,2017,-,-, VQ-BRS, 7686,Nordwind Airlines,International Scheduled Passenger,N41801,Moskva-Sheremetyevo Airport,SVO,UUEE,Russia,Antalya Airport,AYT,LTAI,Turkey,-,-,0,0,-,-,-
20200116-0,Thursday,16-JAN-2020,08:06,A1, Initial climb (ICL),"NW off Unalaska-Tom Madsen Airport, AK (DUT)",United States of America,3,0, Damaged beyond repair,-,Beechcraft B200 King Air,-,-,1998,-,-, N547LM, BB-1642,LifeMed Alaska,Ambulance,-,Unalaska-Tom Madsen Airport,DUT,PADU,United States of America,Adak Airport,ADK,PADK,United States of America,3,0,0,0,-,-,-
20200119-0,Sunday,19-JAN-2020,16:50,A2, Landing (LDG),"Shamattawa Airport, MB (ZTM)",Canada,14,0, Substantial,-,Swearingen SA227-AC Metro III,-,-,1988,-,-, C-GWVH, AC-714B,Perimeter Aviation,Domestic Scheduled Passenger,YP415,Thompson Airport,YTH,CYTH,Canada,Shamattawa Airport,ZTM,CZTM,Canada,2,12,0,0,-,-,-
20200123-0,Thursday,23-JAN-2020,13:16,A1, Maneuvering (MNV),"near Cooma, NSW",Australia,3,3, Destroyed, Written off (damaged beyond repair),Lockheed EC-130Q Hercules,4,Allison T56-A-15,1981,-,-, N134CG, 4904,Coulson Aviation,Fire fighting,-,Richmond RAAF Base,XRH,YSRI,Australia,Richmond RAAF Base,XRH,YSRI,Australia,3,0,3,0,-,-,-
20200123-1,Thursday,23-JAN-2020,10:53,A1, En route (ENR),5 km (3.1 mls) NW of Friemersheim,South Africa,3,3, Destroyed, Written off (damaged beyond repair),Cessna S550 Citation S/II,2,Pratt & Whitney Canada JT15D-4B,1986,-,10106.0, ZS-CAR, 	S550-0078,S.A. CAA,Survey/research,-,George Airport,GRJ,FAGG,South Africa,George Airport,GRJ,FAGG,South Africa,3,0,3,0,-,-,Preliminary - official
20200127-0,Monday,27-JAN-2020,07:36,A1, Landing (LDG),Bandar Mahshahr Airport (MRX),Iran,144,0, Damaged beyond repair,-,McDonnell Douglas MD-83,2,Pratt & Whitney JT8D-219,1994,-,-, EP-CPZ, 	53464/2091,Caspian Airlines,Domestic Scheduled Passenger,6936,Tehran-Mehrabad Airport,THR,OIII,Iran,Bandar Mahshahr Airport,MRX,OIAM,Iran,8,136,0,0,-,-,-
20200127-1,Monday,27-JAN-2020,13:10,A1, En route (ENR),Deh Yak district,Afghanistan,2,2, Destroyed, Written off (damaged beyond repair),Bombardier E-11A (Global Express),-,-,2009,-,-, 11-9358, 9358,USAF,Military,-,Kandahar Airport,KDH,OAKN,Afghanistan,Kandahar Airport,KDH,OAKN,Afghanistan,2,0,2,0,-,-,-
20200131-0,Friday,31-JAN-2020,21:06,A2, Landing (LDG),"Terrace Airport, BC (YXT)",Canada,47,0, Substantial,-,Bombardier DHC-8-402Q Dash 8,2,Pratt & Whitney Canada PW150A,2014,-,-, C-FKWE, 4467,WestJet Encore,Domestic Scheduled Passenger,WS3107,Vancouver International Airport,YVR,CYVR,Canada,Terrace Airport,YXT,CYXT,Canada,4,43,0,0,-,-,-
20200201-0,Saturday,01-FEB-2020,02:36,A2, Takeoff (TOF),Dammam-King Fahad International Airport (DMM),Saudi Arabia,-,0, Substantial,-,Boeing 747-412F (SCD),4,Pratt & Whitney PW4056,2001,-,-, TC-MCT, 26559/1285,ACT Airlines,Cargo,SV919,Dammam-King Fahad International Airport,DMM,OEDF,Saudi Arabia,Zaragoza Airport,ZAZ,LEZG,Spain,-,-,0,0,-,-,-
20200203-0,Monday,03-FEB-2020,14:57,I2, Takeoff (TOF),Madrid-Barajas Adolfo Suárez Airport (MAD),Spain,138,0, Minor,-,Boeing 767-375ER,2,General Electric CF6-80C2B6F,1989,-,-, C-GHOZ, 24087/249,Air Canada,International Scheduled Passenger,AC837,Madrid-Barajas Adolfo Suárez Airport,MAD,LEMD,Spain,Toronto-Pearson International Airport,YYZ,CYYZ,Canada,8,130,0,0,-,-,-
20200203-1,Monday,03-FEB-2020,03:06,A2, Takeoff (TOF),"Los Angeles International Airport, CA (LAX)",United States of America,7,0, Substantial,-,Boeing 747-412BCF,4,Pratt & Whitney PW4056,1990,-,-, N703CK, 24226/809,Kalitta Air,Cargo,K4368,Los Angeles International Airport,LAX,KLAX,United States of America,Honolulu-Daniel K. Inouye International Airport,HNL,PHNL,United States of America,7,0,0,0,-,-,Preliminary
20200204-0,Tuesday,04-FEB-2020,15:58,A2, Takeoff (TOF),"Hooper Bay Airport, AK (HPB)",United States of America,8,0, Substantial,-,Cessna 208B Grand Caravan,1,Pratt & Whitney Canada PT6A-114A,1999,-,-, N454SF, 208B0797,Grant Aviation,Domestic Scheduled Passenger,-,Hooper Bay Airport,HPB,PAHP,United States of America,Bethel Airport,BET,PABE,United States of America,1,7,0,0,-,-,Preliminary - official
20200205-0,Wednesday,05-FEB-2020,18:19,A1, Landing (LDG),Istanbul-Sabiha Gökçen International Airport (SAW),Turkey,183,3, Destroyed, Written off (damaged beyond repair),Boeing 737-86J (WL),2,CFMI CFM56-7B24,2009,-,-, TC-IZK, 37742,Pegasus Airlines,Domestic Scheduled Passenger,PC2193,Izmir-Adnan Menderes Airport,ADB,LTBJ,Turkey,Istanbul-Sabiha Gökçen International Airport,SAW,LTFJ,Turkey,6,177,0,3,-,-,-
20200206-0,Thursday,06-FEB-2020,06:55,A2, Approach (APR),"NW off Eureka-Murray Field, CA (EKA)",United States of America,1,0, Substantial,-,Cessna 208B Grand Caravan,1,Pratt & Whitney Canada PT6A-42A,2000,-,-, N24MG, 208B0850,Redding Aero Enterprises Inc.,Cargo,1966,Sacramento-Mather Airport,MHR,KMHR,United States of America,Eureka-Murray Field,EKA,KEKA,United States of America,1,0,0,0,-,-,-
