identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19580599-0,-,xx-MAY-1958,-,O1, Standing (STD),at an unknown location,Unknown country,-,-, Damaged beyond repair,-,Antonov An-2,-,-,-,-,-, CCCP-H542, 16447310,Aeroflot,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19580602-0,Monday,02-JUN-1958,05:23,A1, Landing (LDG),Manila International Airport (MNL),Philippines,57,1, Damaged beyond repair,-,Boeing 377 Stratocruiser 10-26,4,Pratt & Whitney R-4360-B6,1948,-,-, N1023V, 15923/13,Pan Am,International Scheduled Passenger,-,Guam International Airport,GUM,PGUM,Guam,Manila International Airport,MNL,RPLL,Philippines,8,49,0,1,-,-,-
19580602-1,Monday,02-JUN-1958,22:06,A1, En route (ENR),16 km (10 mls) W of Guadalajara Airport (GDL),Mexico,45,45, Destroyed, Written off (damaged beyond repair),Lockheed L-749A Constellation,-,-,1951,-,-, XA-MEV, 2665,Aeronaves de México,Domestic Scheduled Passenger, 111,Guadalajara Airport,GDL,MMGL,Mexico,Mexico City International Airport,MEX,MMMX,Mexico,7,38,7,38,-,-,-
19580603-0,Tuesday,03-JUN-1958,-,A1, Initial climb (ICL),"0,8 km (0.5 mls) SW of Fairfield-Travis AFB, CA (SUU)",United States of America,8,6, Damaged beyond repair,-,Douglas C-124A-DL Globemaster II,4,Pratt & Whitney R-4360-20WA,-,-,-, 51-0114, 43448,USAF,Military,-,Fairfield-Travis AFB,SUU,KSUU,United States of America,Honolulu International Airport,HNL,PHNL,United States of America,-,-,-,-,-,-,-
19580604-0,Wednesday,04-JUN-1958,13:58,A1, Unknown (UNK),"Martinsburg Airport, WV (MRB)",United States of America,3,1, Damaged beyond repair,-,Douglas C-53B (DC-3),-,-,1941,-,-, N49553, 4820,Capital Airlines,Training,   3,Washington-National Airport,DCA,KDCA,United States of America,Martinsburg-Eastern West Virginia Regional Airport/Shepherd Field,MRB,KMRB,United States of America,3,0,1,0,-,-,-
19580608-0,Sunday,08-JUN-1958,08:16,A1, Approach (APR),"0,3 km (0.2 mls) SE of Lae Airfield",Papua New Guinea,3,3, Destroyed, Written off (damaged beyond repair),Lockheed 414-56 Hudson IIIA,2,Wright R-1820-G205A,-,-,-, VH-AGG, 6486,Adastra Airways,Survey/research,-,-,-,-,-,-,-,-,-,3,0,3,0,-,-,Final
19580609-0,Monday,09-JUN-1958,11:50,A1, En route (ENR),"16,5 km (10.3 mls) S of Magadan-13 Airport",Russia,24,24, Damaged beyond repair,-,Ilyushin Il-12,-,-,1947,-,-, CCCP-L1364, 30082,Aeroflot / Far East,Domestic Scheduled Passenger,-,Okhotsk Airport,OHO,UHOO,Russia,-,-,-,-,4,20,4,20,-,-,-
19580610-0,Tuesday,10-JUN-1958,11:45,A1, En route (ENR),"off Ilha Grande Beach, RJ",Brazil,22,0, Damaged beyond repair,-,Douglas DC-6,-,-,1948,-,-, LV-ADV, 43034/136,Aerolineas Argentinas,International Scheduled Passenger,-,-,-,-,-,-,-,-,-,6,16,0,0,-,-,-
19580616-0,Monday,16-JUN-1958,17:45,A1, Approach (APR),"near Curitiba Airport, PR (CWB)",Brazil,26,21, Damaged beyond repair,-,Convair CV-440-59,-,-,1958,-,-, PP-CEP, 493,Cruzeiro do Sul,Domestic Scheduled Passenger,-,Florianópolis-Hercilio Luz International Airport,FLN,SBFL,Brazil,Curitiba Airport,CWB,SBCT,Brazil,5,21,5,16,-,-,-
19580617-0,Tuesday,17-JUN-1958,10:00,A1, En route (ENR),near Santo Domingo,Venezuela,3,3, Damaged beyond repair,-,Fairchild C-82A Packet,-,-,-,-,-, HK-930, 10099,LIDCA,Cargo,-,Arauca-Santiago Pérez Airport,AUC,SKUC,Colombia,Cúcuta-Camilo Daza Airport,CUC,SKCC,Colombia,3,0,3,0,-,-,-
