identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
20191201-0,Sunday,01-DEC-2019,08:30,A2, Landing (LDG),Black Point Airstrip,Bahamas,14,0, Unknown,-,Beechcraft 99,-,-,-,-,-, C6-FER,-,Flamingo Air Charter,Passenger,-,Staniel Cay Airport,TYM,MYES,Bahamas,-,-,-,-,2,12,0,0,-,-,-
20191201-1,Sunday,01-DEC-2019,-,C1, Standing (STD),"near El Picudo, San Andrés",Guatemala,0,0, Destroyed, Written off (damaged beyond repair),British Aerospace BAe-125-700A,-,-,1983,-,-, N949CL, 257204,private,Illegal Flight,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
20191202-0,Monday,02-DEC-2019,-,A1, Landing (LDG),near San Andrés Villa Seca,Guatemala,-,0, Damaged beyond repair,-,British Aerospace BAe-125-700A,-,-,-,-,-, false reg.,-,private,Illegal Flight,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
20191203-0,Tuesday,03-DEC-2019,09:10,A2, Approach (APR),"0,5 km (0.3 mls) SW of Sachigo Lake Airport, ON (ZPB)",Canada,2,0, Substantial,-,Basler BT-67 Turbo 67 (DC-3T),2,Pratt & Whitney Canada PT6A-67R,1943,-,-, C-FKAL, 13840,North Star Air,Cargo,-,Red Lake Airport,YRL,CYRL,Canada,Sachigo Lake Airport,ZPB,CZPB,Canada,2,0,0,0,-,-,Preliminary
20191203-1,Tuesday,03-DEC-2019,08:34,A2, Landing (LDG),"Detroit-Coleman A. Young International Airport, MI (DET)",United States of America,2,0, Substantial,-,British Aerospace BAe-125-800A,-,-,1986,-,-, N469RJ, 258067,Business Jet Managers Inc,Unknown,-,Detroit-Willow Run Airport,YIP,KYIP,United States of America,Detroit-Coleman A. Young International Airport,DET,KDET,United States of America,2,0,0,0,-,-,-
20191204-0,Wednesday,04-DEC-2019,-,C1, Standing (STD),"Sayaxché, Petén",Guatemala,-,0, Destroyed, Written off (damaged beyond repair),Beechcraft 200 Super King Air,-,-,-,-,-, registration unknown,-,private,Illegal Flight,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
20191206-0,Friday,06-DEC-2019,-,C1, Standing (STD),"0,4 km (0.3 mls) NW of Chan Chen, Corozal",Belize,0,0, Destroyed, Written off (damaged beyond repair),British Aerospace BAe-125-800A,2,Garrett TFE731-5R-1H,1984,10090.0,12291.0, (N293WB), 258009,private,Illegal Flight,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
20191209-0,Monday,09-DEC-2019,20:16,A1, En route (ENR),"ca 11 km NE of Victoria Regional Airport, TX (VCT)",United States of America,1,1, Destroyed, Written off (damaged beyond repair),Cessna 208B Super Cargomaster,1,Pratt & Whitney Canada PT6A-114A,1988,-,-, N4602B, 208B0140,Martinaire,Cargo,MRA679,Victoria Regional Airport,VCT,KVCT,United States of America,Houston-George Bush Intercontinental Airport,IAH,KIAH,United States of America,1,0,1,0,-,-,Preliminary - official
20191209-1,Monday,09-DEC-2019,18:13,A1, En route (ENR),520 km (325 mls) NW off  King George Island,Atlantic Ocean,38,38, Destroyed, Written off (damaged beyond repair),Lockheed C-130H Hercules,-,-,1978,-,-, 990, 4776,Chilean AF,Military,-,Punta Arenas-Carlos Ibañez Airport,PUQ,SCCI,Chile,Teniente Rodolfo Marsh Martin Air Base,TNM,SCRM,Antarctica,17,21,17,21,-,-,-
20191210-0,Tuesday,10-DEC-2019,18:30,A2, Takeoff (TOF),Juba Airport (JUB),South Sudan,21,0, Substantial,-,de Havilland Canada DHC-8-402Q Dash 8,-,-,-,-,-, ET-AQC ?, 4421,Ethiopian Airlines,International Scheduled Passenger,ET357,Juba Airport,JUB,HSSJ,South Sudan,Addis Ababa-Bole Airport,ADD,HAAB,Ethiopia,-,-,0,0,-,-,-
20191215-0,Sunday,15-DEC-2019,-,C1, Standing (STD),Quiché,Guatemala,0,0, Destroyed, Written off (damaged beyond repair),Grumman American G-1159 Gulfstream IISP,-,-,1975,-,-, (XB-BZH), 164,private,Illegal Flight,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
20191216-0,Monday,16-DEC-2019,04:00,C1, Standing (STD),Sarteneja airstrip,Belize,0,0, Destroyed, Written off (damaged beyond repair),Beechcraft 200 Super King Air,-,-,-,-,-, registration unknown,-,private,Illegal Flight,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
20191217-0,Tuesday,17-DEC-2019,11:00,A2, Taxi (TXI),"Visalia Airport, CA (VIS)",United States of America,2,0, Substantial,-,Beechcraft B300 King Air 350,-,-,1998,-,-, N160RW, FL-226,Ritch Air,Unknown,-,Visalia Airport,VIS,KVIS,United States of America,-,-,-,-,-,-,0,0,-,-,-
20191218-0,Wednesday,18-DEC-2019,-,C1, Standing (STD),"El Chico, Retalhuleu",Guatemala,-,0, Destroyed, Written off (damaged beyond repair),Beechcraft 200 Super King Air,-,-,-,-,-, registration unknown,-,private,Illegal Flight,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
20191218-1,Wednesday,18-DEC-2019,09:15,A2, En route (ENR),"near Scottsbluff, NE",United States of America,5,0, Substantial,-,Cessna 525A CitationJet CJ2,-,-,2002,-,-, C-GOJG, 525A-0087,C-GHGR Holdings,Unknown,-,Casper/Natrona County International Airport,CPR,KCPR,United States of America,Scottsbluff-Western Nebraska Regional Airport/William B. Heilig Field,BFF,KBFF,United States of America,1,4,0,0,-,-,-
