identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19601223-0,Friday,23-DEC-1960,-,O1, Standing (STD),"Yampi Sound, Koolan Island, WA",Australia,0,0, Damaged beyond repair,-,Scottish Aviation Twin Pioneer 1,2,Alvis Leonides 514,1956,-,-, VH-BHJ, 504,Australian Iron & Steel,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
19601224-1,Saturday,24-DEC-1960,11:38,A2, Landing (LDG),London Airport (LHR),United Kingdom,106,0, Substantial, Repaired,Boeing 707-436,4,Rolls-Royce Conway 508,1960,-,204.0, G-APFN, 17715/171,BOAC,Domestic Scheduled Passenger,-,Glasgow-Prestwick Airport,PIK,EGPK,United Kingdom,London Airport,LHR,EGLL,United Kingdom,11,95,0,0,-,-,Final
19601226-0,Monday,26-DEC-1960,19:42,A1, Approach (APR),"1,2 km (0.8 mls) NE of Ulyanovsk Airport (ULY)",Russia,17,17, Destroyed, Written off (damaged beyond repair),Ilyushin Il-18A,-,-,1958,178.0,144.0, CCCP-75651, 188000405,Aeroflot,Training,-,Kuybyshev Airport,KUF,UWWW,Russia,Ulyanovsk-Vostochny  Airport,ULY,UWLW,Russia,13,4,13,4,-,-,-
19609999-0,-,xx-xxx-1960,-,U1, Unknown (UNK),unknown,Unknown country,-,-, Damaged beyond repair,-,Douglas C-47A-30-DK (DC-3),-,-,1944,-,-, 348014, 25275/13830,Vietnam Air Force - VNAF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19600103-0,Sunday,03-JAN-1960,10:40,A1, Maneuvering (MNV),"6,5 km (4.1 mls) NW of Taksing",India,9,9, Damaged beyond repair,-,Douglas C-47A-20-DK (DC-3),2,Pratt & Whitney R-1830-92,1944,-,17868.0, VT-CGG, 12821,Indian Airlines,Cargo,-,Jorhat-Rowriah Airport,JRH,VEJT,India,Jorhat-Rowriah Airport,JRH,VEJT,India,8,1,8,1,-,-,-
19600103-1,Sunday,03-JAN-1960,-,A1, Landing (LDG),"Philadelphia International Airport, PA (PHL)",United States of America,45,0, Damaged beyond repair,-,Lockheed L-749A Constellation,-,-,1947,-,-, N110A, 2531,Eastern Air Lines,Domestic Scheduled Passenger,-,-,-,-,-,Philadelphia International Airport,PHL,KPHL,United States of America,-,-,0,0,-,-,-
19600104-0,Monday,04-JAN-1960,-,A1, Takeoff (TOF),"Dianopolis Airport, TO (DNO)",Brazil,-,0, Damaged beyond repair,-,Curtiss C-46A-15-CU Commando,2,Pratt & Whitney R-2800-51,1943,-,-, PP-SLJ, 26535,T.A. Salvador,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19600104-1,Monday,04-JAN-1960,15:38,A1, En route (ENR),Gulf of Sirte,Libya,10,10, Missing, Presumed damaged beyond repair,de Havilland Canada U-1A Otter (DHC-3),-,-,1955,-,-, 55-2974, 47,US Army,Military,-,-,-,-,-,Benghazi-Benina International Airport,BEN,HLLB,Libya,1,9,1,9,-,-,-
19600105-0,Tuesday,05-JAN-1960,-,A1, Taxi (TXI),Malta-Luqa Airport (MLA),Malta,51,0, Damaged beyond repair,-,Vickers 701 Viscount,-,-,1953,-,-, G-AMNY,   6,BEA,International Scheduled Passenger,-,London Airport,LHR,EGLL,United Kingdom,Malta-Luqa Airport,MLA,LMML,Malta,5,46,0,0,-,-,-
19600106-0,Wednesday,06-JAN-1960,02:38,C1, En route (ENR),"2,4 km (1.5 mls) NW of Bolivia, NC",United States of America,34,34, Destroyed, Written off (damaged beyond repair),Douglas DC-6B,4,Pratt & Whitney R-2800-CB16,1952,-,24836.0, N8225H, 43742/300,National Airlines,Domestic Scheduled Passenger,2511,New York-Idlewild International Airport,IDL,KIDL,United States of America,Miami International Airport,MIA,KMIA,United States of America,5,29,5,29,-,-,Final
19600106-1,Wednesday,06-JAN-1960,-,A1, Approach (APR),Byrd Station,Antarctica,-,0, Damaged beyond repair,-,Douglas R4D-8 (Super DC-3),2,Wright R-1820-80,1944,-,-, 17154, 43373,US Navy,Military,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19600107-0,Thursday,07-JAN-1960,-,A1, Landing (LDG),London Airport (LHR),United Kingdom,59,0, Destroyed, Written off (damaged beyond repair),Vickers 802 Viscount,-,-,1957,-,-, G-AOHU, 169,BEA,International Scheduled Passenger,-,Dublin Airport,DUB,EIDW,Ireland,London Airport,LHR,EGLL,United Kingdom,5,54,0,0,-,-,-
19600112-0,Tuesday,12-JAN-1960,-,A1, Landing (LDG),Plaridel Airport,Philippines,3,0, Damaged beyond repair,-,Scottish Aviation Twin Pioneer 2,2,Pratt & Whitney R-1340,1959,-,-, PI-C430, 562,Philippine Air Lines,Training,-,-,-,-,-,-,-,-,-,3,0,0,0,-,-,-
19600113-0,Wednesday,13-JAN-1960,-,A1, En route (ENR),"near Minersville, UT",United States of America,6,2, Damaged beyond repair,-,Lockheed 18 Learstar,-,-,1941,-,-, N672, 18-2069,Utah Construction & Mining Co.,Executive,-,San Francisco International Airport,SFO,KSFO,United States of America,Cedar City Airport,CDC,KCDC,United States of America,2,4,0,2,-,-,-
19600115-0,Friday,15-JAN-1960,-,A1, Unknown (UNK),12 km (7.5 mls) S of Ghardaïa,Algeria,-,5, Damaged beyond repair,-,Nord 2501 Noratlas,2,Bristol Hercules 739,1956,-,-, 102, 102,French AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19600115-1,Friday,15-JAN-1960,11:18,A1, En route (ENR),Sverdlovsk Region,Russia,4,1, Damaged beyond repair,-,Lisunov Li-2,-,-,-,-,-, CCCP-19405, 18419405,Aeroflot / Uralsk,Ferry/positioning,-,-,-,-,-,-,-,-,-,4,0,1,0,-,-,-
19600118-0,Monday,18-JAN-1960,22:19,A1, En route (ENR),"11 km (6.9 mls) ENE of Charles City, VA",United States of America,50,50, Destroyed, Written off (damaged beyond repair),Vickers 745D Viscount,4,Rolls-Royce Dart 510,1957,-,9247.0, N7462, 217,Capital Airlines,Domestic Scheduled Passenger,  20,Washington-National Airport,DCA,KDCA,United States of America,Norfolk Municipal Airport,ORF,KORF,United States of America,4,46,4,46,-,-,Final
19600119-0,Tuesday,19-JAN-1960,18:47,A1, Approach (APR),ca 10 km SW of Ankara-Esenboga Airport (ESB),Turkey,42,42, Destroyed, Written off (damaged beyond repair),Sud Aviation SE-210 Caravelle I,2,Rolls-Royce Avon 522,1959,-,-, OY-KRB,  14,SAS,Domestic Scheduled Passenger, 871,Istanbul-Yesilköy Airport,IST,LTBA,Turkey,Ankara-Esenboga Airport,ESB,LTAC,Turkey,7,35,7,35,-,-,Final
19600120-0,Wednesday,20-JAN-1960,-,A1, En route (ENR),off Brindisi,Italy,5,5, Damaged beyond repair,-,Douglas C-47 (DC-3),-,-,-,-,-, MM61770,-,Italian AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19600121-0,Thursday,21-JAN-1960,-,A1, Landing (LDG),Montego Bay Airport (MBJ),Jamaica,46,37, Damaged beyond repair,-,Lockheed L-1049E-55 Super Constellation,-,-,1954,-,-, HK-177, 4556,Avianca,International Scheduled Passenger,AV671,Miami International Airport,MIA,KMIA,United States of America,Montego Bay-Sangster International Airport,MBJ,MKJS,Jamaica,7,39,2,35,-,-,-
19600122-0,Friday,22-JAN-1960,-,A2, Landing (LDG),"Mackay Airport, QLD (MKY)",Australia,8,0, Substantial, Repaired,Fokker F-27 Friendship 200,-,-,1959,-,-, VH-TFK, 10138,Associated Airlines of Australia,Private,-,-,-,-,-,Mackay Airport,MKY,YBMK,Australia,2,6,0,0,-,-,-
19600126-0,Tuesday,26-JAN-1960,12:30,A1, En route (ENR),"NW off Bathurst Island, NT",Australia,9,9, Damaged beyond repair,-,de Havilland DH-114 Heron 2D,-,-,1959,-,-, CR-TAI, 14132,T.A. de Timor,Int'l Non Scheduled Passenger,-,Darwin Airport,DRW,YPDN,Australia,Baucau-English Madeira Airport,BCH,WPEC,East Timor,2,7,2,7,-,-,-
19600126-1,Tuesday,26-JAN-1960,-,A1, Taxi (TXI),"Rio de Janeiro-Galeão International Airport, RJ (GIG)",Brazil,-,0, Damaged beyond repair,-,Fairchild C-82A-FA Packet,-,-,-,-,-, PP-CEM, 10180,Cruzeiro do Sul,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19600126-2,Tuesday,26-JAN-1960,-,O1, Standing (STD),"Rio de Janeiro-Galeão International Airport, RJ (GIG)",Brazil,0,0, Damaged beyond repair,-,Consolidated P4Y-2 Privateer,-,-,-,-,-, ZP-CAD,-,ALAS Guaranies,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
19600129-0,Friday,29-JAN-1960,17:58,A1, Landing (LDG),"Port Hardy Airport, BC (YZT)",Canada,51,0, Damaged beyond repair,-,Curtiss C-46 Super C,-,-,1945,-,-, CF-PWD,  2940,Pacific Western,Domestic Scheduled Passenger, 104,Port Hardy Airport,YZT,CYZT,Canada,Comox Airport,YQQ,CYQQ,Canada,3,48,0,0,-,-,-
19600129-1,Friday,29-JAN-1960,-,A2, Approach (APR),Nagpur,India,3,0, Minor, Repaired,Douglas R4D-1 (DC-3),-,-,1942,-,-, AP-ABC, 6069,PIA,Ferry/positioning,-,Dhaka-Tejgaon Airport,DAC,VGTJ,Bangladesh,Nagpur-Sonegaon Airport,NAG,VANP,India,3,0,0,0,1,-,Final
19600203-0,Wednesday,03-FEB-1960,-,A1, Takeoff (TOF),"Roswell-Walker AFB, NM",United States of America,6,6, Destroyed, Written off (damaged beyond repair),Boeing KC-135A Stratotanker,4,Pratt & Whitney J57-P,1958,-,-, 56-3628, 17377/67,USAF,Military,-,-,-,-,-,-,-,-,-,6,0,6,0,-,2,-
19600203-1,Wednesday,03-FEB-1960,-,O1, Standing (STD),"Roswell-Walker AFB, NM",United States of America,0,0, Damaged beyond repair,-,Boeing KC-135A Stratotanker,4,Pratt & Whitney J57-P,1958,-,-, 57-1449, 17520/129,USAF,Military,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
19600203-2,Wednesday,03-FEB-1960,-,O1, Standing (STD),"Roswell-Walker AFB, NM",United States of America,0,0, Damaged beyond repair,-,Boeing KC-135A Stratotanker,4,Pratt & Whitney J57-P,1958,-,-, 57-1457, 17528/137,USAF,Military,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
19600205-0,Friday,05-FEB-1960,07:20,A1, En route (ENR),15 km (9.4 mls) S of Cochabamba-J Wilsterman Airport (CBB),Bolivia,59,59, Destroyed, Written off (damaged beyond repair),Douglas DC-4,-,-,1945,-,-, CP-609, 10510,LAB,Domestic Scheduled Passenger,-,Cochabamba-J Wilsterman Airport,CBB,SLCB,Bolivia,La Paz-El Alto Airport,LPB,SLLP,Bolivia,4,55,4,55,-,-,-
19600207-1,Sunday,07-FEB-1960,-,A1, En route (ENR),Straits of Florida,Atlantic Ocean,3,3, Missing, Presumed damaged beyond repair,Douglas C-53D-DO (DC-3),-,-,1943,-,-, 209, 11643,Cuban AF,Military,-,Havana-José Martí International Airport,HAV,MUHA,Cuba,Miami International Airport,MIA,KMIA,United States of America,3,0,3,0,-,-,-
19600213-1,Saturday,13-FEB-1960,-,A1, Approach (APR),"Wrightstown-McGuire AFB, NJ (WRI)",United States of America,57,0, Damaged beyond repair,-,Curtiss C-46A-30-CU Commando,2,Pratt & Whitney R-2800-51,1943,-,-, N46Q, 26684,Associated Air Transport,Domestic Non Scheduled Passenger,-,Louisville-Standiford Field,SDF,KSDF,United States of America,Wrightstown-McGuire AFB,WRI,KWRI,United States of America,3,54,0,0,-,-,-
19600217-0,Wednesday,17-FEB-1960,-,A1, En route (ENR),Hon Chay Mountain,Vietnam,3,3, Damaged beyond repair,-,Douglas R4D-5 (DC-3),-,-,1944,-,-, 17244, 25442/13997,US Navy,Military,-,Saigon-Tan Son Nhat International Airport,SGN,VVTS,Vietnam,Hue-Phu Bai Airport,HUI,VVPB,Vietnam,3,0,3,0,-,-,-
19600217-2,Wednesday,17-FEB-1960,-,A2, Taxi (TXI),Amsterdam-Schiphol International Airport (AMS),United Kingdom,3,0, Substantial, Repaired,Vickers 639 Viking 1,-,-,1946,-,-, G-AGRW, 115,Overseas Aviation,Unknown,-,-,-,-,-,Amsterdam-Schiphol International Airport,AMS,EHAM,Netherlands,3,0,0,0,-,-,-
19600219-0,Friday,19-FEB-1960,-,A1, Unknown (UNK),at an unknown location,Russia,-,-, Damaged beyond repair,-,Antonov An-2,-,-,-,-,-, CCCP-98332,-,Aeroflot / Yakutsk,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19600219-1,Friday,19-FEB-1960,-,U1, Unknown (UNK),at an unknown location,Unknown country,-,-, Damaged beyond repair,-,CASA 352 (Junkers Ju-52),-,-,-,-,-, T.2B-204, 95,Spanish AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19600219-2,Friday,19-FEB-1960,-,A1, Unknown (UNK),"Madeira, OH",United States of America,3,3, Damaged beyond repair,-,Lockheed PV-1 Ventura,-,-,-,-,-, N31CP, 5165,Champion Paper & Fibre Co.,Unknown,-,-,-,-,-,-,-,-,-,3,0,3,0,-,-,-
19600220-0,Saturday,20-FEB-1960,11:45,A1, Landing (LDG),"Buenos Aires/Ezeiza-Ministro Pistarini Airport, BA (EZE)",Argentina,6,0, Damaged beyond repair,-,de Havilland DH-106 Comet 4,4,Rolls-Royce Avon 524,1959,-,-, LV-AHO, 6410,Aerolineas Argentinas,Training,-,Buenos Aires/Ezeiza-Ministro Pistarini Airport,EZE,SAEZ,Argentina,Buenos Aires/Ezeiza-Ministro Pistarini Airport,EZE,SAEZ,Argentina,6,0,0,0,-,-,Final
19600220-1,Saturday,20-FEB-1960,-,A1, Landing (LDG),Reykjavík-Naval Air Station Keflavík (KEF/BIKF) [TF],Iceland,-,-, Damaged beyond repair,-,Lockheed P2V-7 Neptune  ,-,-,-,-,-, 135563, 726-7020,US Navy,Military,-,-,-,-,-,Keflavík Naval Air Station,KEF,BIKF,Iceland,-,-,-,-,-,-,-
19600222-0,Monday,22-FEB-1960,-,A1, Approach (APR),"Anchorage-Elmendorf AFB, AK",United States of America,4,0, Damaged beyond repair,-,Douglas C-118A (DC-6),-,-,1955,-,-, N11817, 44653/613,Alaska Airlines,Ferry/positioning,-,Anchorage International Airport,ANC,PANC,United States of America,Anchorage-Elmendorf AFB,EDF,PAED,United States of America,4,0,0,0,-,-,-
19600225-0,Thursday,25-FEB-1960,-,A1, Takeoff (TOF),Havana-Ciudad Libertad Airport,Cuba,3,3, Damaged beyond repair,-,Douglas DC-3,-,-,-,-,-, 211,-,Cuban AF,Military,-,-,-,-,-,Nueva Gerona Airport,GER,MUNG,Cuba,-,-,-,-,-,1,-
19600225-2,Thursday,25-FEB-1960,13:07,A1, Approach (APR),"Rio de Janeiro, RJ",Brazil,26,26, Damaged beyond repair,-,Douglas C-47A-25-DK (DC-3),2,Pratt & Whitney R-1830-92,1944,-,-, PP-AXD, 13326,REAL,Domestic Scheduled Passenger, 751,Campos dos Goitacazes-Bartolomeu Lisandro Airport,CAW,SBCP,Brazil,Rio de Janeiro-Santos Dumont Airport,SDU,SBRJ,Brazil,4,22,4,22,35,-,-
19600225-3,Thursday,25-FEB-1960,13:07,A1, Approach (APR),"Rio de Janeiro, RJ",Brazil,38,35, Damaged beyond repair,-,Douglas R6D-1 (DC-6),-,-,1953,-,-, 131582, 43685/307,US Navy,Int'l Non Scheduled Passenger,-,Buenos Aires/Ezeiza-Ministro Pistarini Airport,EZE,SAEZ,Argentina,Rio de Janeiro-Galeão International Airport,GIG,SBGL,Brazil,7,31,7,28,26,-,Final
19600226-1,Friday,26-FEB-1960,16:57,A1, Approach (APR),"1,4 km (0.9 mls) from  Lviv-Snilow Airport (LWO)",Ukraine,33,32, Destroyed, Written off (damaged beyond repair),Antonov An-10A,-,-,1959,-,109.0, CCCP-11180, 9401801,Aeroflot / Ukraine,Domestic Scheduled Passenger, 315,Moskva-Vnukovo Airport,VKO,UUWW,Russia,Lviv-Snilow Airport,LWO,UKLL,Ukraine,8,25,8,24,-,-,-
19600226-2,Friday,26-FEB-1960,-,A1, Initial climb (ICL),Shannon Airport (SNN),Ireland,52,34, Destroyed, Written off (damaged beyond repair),Douglas DC-7C,4,Wright R-3350 (988TC18),1958,-,-, I-DUVO, 45231/945,Alitalia,International Scheduled Passenger,AZ618,Shannon Airport,SNN,EINN,Ireland,New York-Idlewild International Airport,IDL,KIDL,United States of America,12,40,11,23,-,-,Final
19600227-1,Saturday,27-FEB-1960,-,A1, En route (ENR),"Liberty, SC",United States of America,4,0, Damaged beyond repair,-,Fairchild C-119 Flying Boxcar,-,-,-,-,-, registration unknown,-,USAF,Military,-,Greenville-Donaldson AFB,GDC,KGYH,United States of America,Greenville-Donaldson AFB,GDC,KGYH,United States of America,4,0,0,0,-,-,-
19600229-1,Monday,29-FEB-1960,-,A1, Takeoff (TOF),"Chicago-Midway Airport, IL (MDW)",United States of America,60,0, Damaged beyond repair,-,Lockheed L-1049G Super Constellation,-,-,1955,-,-, N7101C, 4582,TWA,Domestic Scheduled Passenger,-,Chicago-Midway Airport,MDW,KMDW,United States of America,Phoenix-Sky Harbor International Airport,PHX,KPHX,United States of America,6,54,0,0,-,-,-
19600299-0,-,xx-FEB-1960,-,U1, Unknown (UNK),at an unknown location,Unknown country,-,-, Damaged beyond repair,-,Douglas C-47A-5-DL (DC-3),2,Pratt & Whitney R-1830-92,1943,-,-, AN-ADQ, 9212,LANICA,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19600301-0,Tuesday,01-MAR-1960,-,A1, Approach (APR),3 km (1.9 mls) off  Gan RAF Station (GAN),Maldives,20,0, Damaged beyond repair,-,Handley Page Hastings C.1,-,-,1949,-,-, TG579, HP67/70,RAF,Military,-,Katunayake RAF Station,CMB,VCBI,Sri Lanka,Gan RAF Station,GAN,VRMG,Maldives,6,14,0,0,-,-,-
19600302-0,Wednesday,02-MAR-1960,-,A2, Landing (LDG),London Airport (LHR),United Kingdom,7,0, Substantial, Repaired,Vickers 639 Viking 1,-,-,1946,-,-, G-AGRV, 114,Hunting-Clan,Non Scheduled Passenger,-,-,-,-,-,London Airport,LHR,EGLL,United Kingdom,5,2,0,0,-,-,-
19600303-0,Thursday,03-MAR-1960,-,A2, Landing (LDG),Woolsington Airport (NCL),United Kingdom,19,0, Substantial, Repaired,Airspeed AS.57 Ambassador 2,2,Bristol Centaurus 661,1952,-,-, G-ALZW, 5219,BKS Air Transport,Scheduled Passenger,-,-,-,-,-,Woolsington Airport,NCL,EGNT,United Kingdom,4,15,0,0,-,-,-
19600303-1,Thursday,03-MAR-1960,-,U1, Unknown (UNK),at an unknown location,Unknown country,-,-, Damaged beyond repair,-,CASA 352 (Junkers Ju-52),-,-,-,-,-, T.2B-183, 74,Spanish AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19600305-0,Saturday,05-MAR-1960,18:30,A1, En route (ENR),"2,2 km (1.4 mls) SE off  Botricello",Italy,18,0, Damaged beyond repair,-,Kaiser-Frazer C-119G Flying Boxcar,-,-,-,-,-, 53-8152, 255,USAF,Military,-,Athens-Ellinikon International Airport,ATH,LGAT,Greece,Napoli-Capodichino Airport,NAP,LIRN,Italy,4,14,0,0,-,-,-
19600305-1,Saturday,05-MAR-1960,-,A1, Initial climb (ICL),Birmingham Airport (BHX),United Kingdom,31,0, Damaged beyond repair,-,Douglas C-47B-5-DK (DC-3),2,Pratt & Whitney R-1830-90D,1944,-,-, G-AMSF, 25825/14380,Don Everall Aviation,Non Scheduled Passenger,-,Birmingham International Airport,BHX,EGBB,United Kingdom,-,-,-,-,3,28,0,0,-,-,-
19600308-0,Tuesday,08-MAR-1960,23:23,A1, Approach (APR),"Fort Worth-Carswell AFB, TX (FWH)",United States of America,7,0, Damaged beyond repair,-,Boeing KC-135A Stratotanker,4,Pratt & Whitney J57-P,1958,-,-, 57-1466, 17537/146,USAF,Military,-,Fort Worth-Carswell AFB,FWH,KNFW,United States of America,Fort Worth-Carswell AFB,FWH,KNFW,United States of America,7,0,0,0,-,-,-
19600308-1,Tuesday,08-MAR-1960,-,A1, Landing (LDG),London Airport (LHR),United Kingdom,6,0, Damaged beyond repair,-,Handley Page HP.81 Hermes IVA,-,-,1950,-,-, G-ALDH, HP.81/9,Skyways,Unknown,-,-,-,-,-,London Airport,LHR,EGLL,United Kingdom,6,0,0,0,-,-,-
19600308-2,Tuesday,08-MAR-1960,-,A1, En route (ENR),ca 12 km from Jérez del Marquesad,Spain,24,0, Damaged beyond repair,-,Douglas R5D-3 (DC-4),-,-,-,-,-, 56521, 10835,US Navy,Military,-,Napoli Airport,NAP,LIRN,Italy,-,-,-,-,-,-,0,0,-,-,Preliminary
19600309-0,Wednesday,09-MAR-1960,-,A1, Unknown (UNK),"6,4 km (4 mls) W of Paloh",Malaysia,-,0, Damaged beyond repair,-,Scottish Aviation Twin Pioneer CC.1,2,Alvis Leonides 514,1958,-,-, XM941, 550,RAF,Military,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19600309-1,Wednesday,09-MAR-1960,-,U1, Unknown (UNK),at an unknown location,Unknown country,-,-, Damaged beyond repair,-,CASA 352 (Junkers Ju-52),-,-,-,-,-, T.2B-150, 41,Spanish AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19600310-0,Thursday,10-MAR-1960,-,A1, Initial climb (ICL),Jorhat-Rowriah Airport (JRH),India,3,2, Damaged beyond repair,-,Scottish Aviation Twin Pioneer 3,2,Alvis Leonides 531,1955,-,-, G-ANTP, 501,Scottish Airlines,Demonstration,-,Jorhat-Rowriah Airport,JRH,VEJT,India,Jorhat-Rowriah Airport,JRH,VEJT,India,3,0,2,0,-,-,-
19600314-0,Monday,14-MAR-1960,-,A2, Approach (APR),Madrid-Barajas Airport (MAD),Spain,32,0, Substantial, Repaired,de Havilland DH-106 Comet 4,4,Rolls-Royce Avon 524,1959,-,-, G-APDS, 6419,BOAC,International Scheduled Passenger,-,London-Heathrow Airport,LHR,EGLL,United Kingdom,Madrid-Barajas Airport,MAD,LEMD,Spain,9,23,0,0,-,-,Final
