identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19930603-0,Thursday,03-JUN-1993,-,A1, Unknown (UNK),Kiriwina Island,Papua New Guinea,-,-, Damaged beyond repair,-,Britten-Norman BN-2A-20 Islander,2,Lycoming IO-540-K1B5,1974,-,-, P2-ISC, 394,North Coast Aviation,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19930606-1,Sunday,06-JUN-1993,-,A1, Approach (APR),5 km (3.1 mls) from  El Yopal,Colombia,2,2, Damaged beyond repair,-,de Havilland Canada DHC-6 Twin Otter 300,2,Pratt & Whitney Canada PT6A-27,1981,-,-, HK-2759X, 771,Aerotaca,Cargo,-,Bogotá-Eldorado Airport,BOG,SKBO,Colombia,El Yopal Airport,EYP,SKYP,Colombia,2,0,2,0,-,-,-
19930607-0,Monday,07-JUN-1993,13:10,A1, Initial climb (ICL),Köln/Bonn Airport (CGN),Germany,4,4, Destroyed, Written off (damaged beyond repair),Learjet 35A,2,Garrett TFE731-2-2B,-,-,-, D-COCO, 35A-466,Aero-Dienst ,Training,-,Köln/Bonn Airport,CGN,EDDK,Germany,Nürnberg Airport,NUE,EDDN,Germany,2,2,2,2,-,-,-
19930609-0,Wednesday,09-JUN-1993,-,A1, Approach (APR),Gulgubip Airport (GLP),Papua New Guinea,11,9, Damaged beyond repair,-,IRMA/Britten-Norman BN-2A-20 Islander,-,-,1976,-,-, P2-SWA, 805,Southwest Air,Domestic Scheduled Passenger,-,-,-,-,-,-,-,-,-,1,10,0,9,-,-,-
19930609-1,Wednesday,09-JUN-1993,16:46,A2, Landing (LDG),"Greenville-Majors Field, TX (GVT)",United States of America,15,0, Substantial, Repaired,Convair CV-580,-,-,-,-,14875.0, N580HH, 500,Texas Instruments,Test,-,Dallas-Love Field,DAL,KDAL,United States of America,Greenville-Majors Field,GVT,KGVT,United States of America,2,13,0,0,-,-,Final
19930614-0,Monday,14-JUN-1993,-,A1, Landing (LDG),Green Island Airport (GNI),Taiwan,22,0, Damaged beyond repair,-,Dornier 228-201,-,-,1988,-,-, B-12298, 8151,Formosa Airlines,Domestic Scheduled Passenger,-,Taitung Airport,TTT,RCFN,Taiwan,Green Island Airport,GNI,RCGI,Taiwan,2,20,0,0,-,-,-
19930616-0,Wednesday,16-JUN-1993,-,A2, Initial climb (ICL),Nabire Airport (NBX),Indonesia,3,1, Substantial, Repaired,de Havilland Canada DHC-6 Twin Otter 300,2,Pratt & Whitney Canada PT6A-27,1974,-,-, PK-NUL, 391,Merpati Nusantara,Cargo,-,Nabire Airport,NBX,WABI,Indonesia,-,-,-,-,3,0,1,0,-,-,-
19930617-0,Thursday,17-JUN-1993,22:15,A1, En route (ENR),"35,5 km (22.2 mls) N of Tbilisi",Georgia,33,33, Damaged beyond repair,-,Antonov An-26B,2,Ivchenko AI-24VT,1981,-,-, 26035, 10604,Tajikistan Airlines,Int'l Non Scheduled Passenger,-,Batumi-Chorokh Airport,BUS,UGSB,Georgia,Baku-Bina International Airport,BAK,UBBB,Azerbaijan,5,28,5,28,-,-,-
19930617-1,Thursday,17-JUN-1993,-,A2, Approach (APR),near Manila-Ninoy Aquino International Airport (MNL),Philippines,3,0, Substantial, Repaired,PADC/Pilatus Britten-Norman BN-2T Islander,2,Allison 250-B17C,1982,-,-, RP-C766, 3007,National Power Corp.,Unknown,-,Masbate Airport,MBT,RPVJ,Philippines,Manila-Ninoy Aquino International Airport,MNL,RPLL,Philippines,-,-,0,0,-,-,-
19930621-2,Monday,21-JUN-1993,11:25,A1, Landing (LDG),Denpasar Bali-Ngurah Rai Airport (DPS),Indonesia,79,0, Damaged beyond repair,-,McDonnell Douglas DC-9-32,2,Pratt & Whitney JT8D-9,1979,-,-, PK-GNT, 47790/907,Garuda,Domestic Scheduled Passenger,GA630,Yogyakarta-Adisutjipto Airport,JOG,WARJ,Indonesia,Denpasar-Ngurah Rai Bali International Airport,DPS,WADD,Indonesia,7,72,0,0,-,-,Preliminary - official
19930622-0,Tuesday,22-JUN-1993,09:48,A2, Landing (LDG),Yakutsk Airport (YKS),Russia,41,0, Substantial, Repaired,Antonov An-24B,-,-,1966,-,-, RA-47708, 69900403,Aeroflot / Yakutsk,Domestic Scheduled Passenger,-,Yakutsk Airport,YKS,UEEE,Russia,Suntar Airport,SUY,UENS,Russia,6,35,0,0,-,-,-
19930623-0,Wednesday,23-JUN-1993,-,A1, Approach (APR),Mitwaba,Democratic Republic of the Congo,4,0, Damaged beyond repair,-,Pilatus Britten-Norman BN-2T Turbine Islander,2,Allison 250-B17C,1981,-,-, 9Q-CLW, 2030,Shabair,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19930624-0,Thursday,24-JUN-1993,18:41,A2, Landing (LDG),Samara Airport (KUF),Russia,5,0, Substantial, Repaired,Antonov An-26,-,-,-,-,-, RA-26090, 11506,Polyot / Aeroflot,Cargo,-,Omsk Airport,OMS,UNOO,Russia,-,-,-,-,5,0,0,0,-,-,-
19930624-1,Thursday,24-JUN-1993,-,H2, En route (ENR),Taipei,Taiwan,76,0, None,-,Boeing 737-2T4,2,Pratt & Whitney JT8D-17A,1982,-,-, B-2501, 22802/901,Xiamen Airlines,Domestic Scheduled Passenger,-,Changzhou Airport,CZX,ZSCG,China,Xiamen Airport,XMN,ZSAM,China,13,63,0,0,-,-,-
