identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
20110101-0,Saturday,01-JAN-2011,15:00,A1, Standing (STD),Surgut Airport (SGC),Russia,134,3, Destroyed, Written off (damaged beyond repair),Tupolev Tu-154B-2,3,Kuznetsov NK-8-2U,1983,13147.0,32354.0, RA-85588, 83A588,Kolavia,Domestic Scheduled Passenger, 348,Surgut Airport,SGC,USRR,Russia,Moskva-Domodedovo Airport,DME,UUDD,Russia,8,126,0,3,-,-,Final
20110103-0,Monday,03-JAN-2011,12:58,A2, Landing (LDG),"Maple Creek Airport, SK",Canada,3,0, Substantial, Repaired,Beechcraft B200 King Air,2,Pratt & Whitney Canada PT6A-42,2007,-,-, C-GSAU, BB-1974,Saskatchewan Gvt.,Ambulance,   3M,Saskatoon Airport,YXE,CYXE,Canada,-,-,-,-,1,2,0,0,-,-,Preliminary - official
20110103-1,Monday,03-JAN-2011,10:17,A2, Takeoff (TOF),"Los Angeles International Airport, CA (LAX)",United States of America,165,0, Substantial, Repaired,Boeing 737-823 (WL),2,CFMI CFM56-7B24/3,2010,-,-, N831NN, 33211/3217,American Airlines,International Scheduled Passenger,AA1586,Los Angeles International Airport,LAX,KLAX,United States of America,Toronto-Pearson International Airport,YYZ,CYYZ,Canada,5,160,0,0,-,-,Final
20110105-0,Wednesday,05-JAN-2011,-,H2, En route (ENR),Istanbul Atatürk Airport (IST),Turkey,60,0, None,-,Boeing 737-8F2 (WL),2,CFMI CFM56-7B26,2008,-,-, TC-JGZ, 35739/2654,THY,International Scheduled Passenger,1754,Oslo-Gardermoen Airport,OSL,ENGM,Norway,Istanbul-Atatürk International Airport,IST,LTBA,Turkey,-,-,0,0,-,-,Preliminary
20110106-0,Thursday,06-JAN-2011,11:00,A1, Landing (LDG),"Springfield-Abraham Lincoln Capital Airport, IL (SPI)",United States of America,6,0, Damaged beyond repair,-,Learjet 35A,2,Garrett TFE731-3-2AP,1978,-,16506.0, N800GP, 35A-158,Priester Aviation,Executive, 800,Chicago-Midway Airport,MDW,KMDW,United States of America,Springfield-Abraham Lincoln Capital Airport,SPI,KSPI,United States of America,2,4,0,0,-,-,Final
20110106-1,Thursday,06-JAN-2011,13:26,A2, Landing (LDG),"Kipnuk Airport, AK (KPN)",United States of America,6,0, Substantial, Repaired,Cessna 208B Grand Caravan,1,Pratt & Whitney Canada PT6A-114A,1997,-,-, N715HE, 208B0603,Hageland Aviation Services,Domestic Scheduled Passenger, 161,Bethel Airport,BET,PABE,United States of America,Kipnuk Airport,KPN,PAKI,United States of America,2,4,0,0,-,-,Final
20110107-0,Friday,07-JAN-2011,08:13,A1, Landing (LDG),"Montpellier, Languedoc-Roussillon",France,4,0, Substantial, Repaired,Beechcraft B200 Super King Air,2,Pratt & Whitney Canada PT6A-41,1977,-,-, F-GMPO, BB-307,GCE Bail SA,Domestic Non Scheduled Passenger,-,Montpellier-Frejorgues Airport,MPL,LFMT,France,-,-,-,-,2,2,0,0,-,-,Final
20110109-0,Sunday,09-JAN-2011,19:45,A1, Approach (APR),8 km (5 mls) from  Urmia (Orumiyeh) Airport (OMH),Iran,105,78, Destroyed, Written off (damaged beyond repair),Boeing 727-286,3,Pratt & Whitney JT8D-15,1974,-,9019.0, EP-IRP, 20945/1048, Iran Air,Domestic Scheduled Passenger, 277,Tehran-Mehrabad Airport,THR,OIII,Iran,Urmia (Orumiyeh) Airport,OMH,OITR,Iran,9,96,8,70,-,-,Final
20110110-0,Monday,10-JAN-2011,22:02,A2, Landing (LDG),Kuching Airport (KCH),Malaysia,129,0, Substantial, Repaired,Airbus A320-216,2,CFMI CFM56-5B6/P,2008,-,-, 9M-AHH, 3427,AirAsia,Domestic Scheduled Passenger,5218,Kuala Lumpur Subang International Airport,KUL,WMKK,Malaysia,Kuching Airport,KCH,WBGG,Malaysia,6,123,0,0,-,-,Preliminary
20110110-1,Monday,10-JAN-2011,20:50,A1, Taxi (TXI),Hoedspruit AFB (HDS),South Africa,3,0, Substantial,-,Boeing 737-2T5,2,Pratt & Whitney JT8D-15 (HK3),1981,-,70094.0, ZS-SGX, 22396/730,Safair,Domestic Non Scheduled Passenger,-,Hoedspruit Airport,HDS,FAHS,South Africa,Johannesburg-O.R. Tambo International Airport,JNB,FAOR,South Africa,3,0,0,0,-,-,Final
20110114-0,Friday,14-JAN-2011,20:10,A1, Approach (APR),"near Senador Canedo, GO",Brazil,6,6, Destroyed, Written off (damaged beyond repair),Beechcraft B200 Super King Air,-,-,1981,-,-, PR-ART, BB-806,CMN Construtora Meio Norte,Executive,-,Brasília-Presidente Juscelino Kubitschek International Airport,BSB,SBBR,Brazil,Goiânia-Santa Genoveva Airport,GYN,SBGO,Brazil,1,5,1,5,-,-,Final
20110117-0,Monday,17-JAN-2011,22:30,O1, Standing (STD),"Muncho Lake/Mile 462 Seaplane Base, BC",Canada,0,0, Damaged beyond repair,-,de Havilland Canada DHC-3T Vazar Turbine Otter,1,Pratt & Whitney Canada PT6A-34,1967,-,-, C-GNNP, 465,Liard Air,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,- (No safety board investigation)
20110117-1,Monday,17-JAN-2011,07:56,A1, Initial climb (ICL),Saint Thomas-Cyril E. King Airport (STT),U.S. Virgin Islands,2,0, Substantial, Written off (damaged beyond repair),Convair CV-340-71,2,Pratt & Whitney R-2800,1955,-,17279.0, N8277Q, 282,Tiger Contract Cargo,Ferry/positioning,-,Saint Thomas-Cyril E. King Airport,STT,TIST,U.S. Virgin Islands,San Juan-Luis Muñoz Marín International Airport,SJU,TJSJ,Puerto Rico,2,0,0,0,-,-,Final
20110119-0,Wednesday,19-JAN-2011,-,A2, Takeoff (TOF),Tharjath Airstrip,South Sudan,-,0, Substantial, Repaired,Cessna 208B Grand Caravan,1,Pratt & Whitney Canada PT6A-114A,1991,-,-, 5Y-OER, 208B0296,Airworks,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,Preliminary
20110120-0,Thursday,20-JAN-2011,15:45,A2, En route (ENR),El Capricho area,Ecuador,6,6, Substantial, Repaired,de Havilland Canada DHC-6 Twin Otter 300,-,-,1986,-,-, FAE449, 834,Ecuador Air Force,Military,-,Pastaza-Shell Mera Airport,PTZ,SESM,Ecuador,-,-,-,-,6,0,6,0,-,-,Preliminary
20110127-0,Thursday,27-JAN-2011,13:35,A1, Takeoff (TOF),Nairobi-Wilson Airport (WIL),Kenya,4,0, Substantial, Written off (damaged beyond repair),Fokker F-27 Friendship 500CRF,2,Rolls-Royce Dart 532-7,1976,-,-, 5X-FFD, 10530,Fly540,Test,-,Nairobi-Wilson Airport,WIL,HKNW,Kenya,Nairobi-Wilson Airport,WIL,HKNW,Kenya,4,0,0,0,-,-,Preliminary - official
20110130-0,Sunday,30-JAN-2011,-,A1, Taxi (TXI),Papeete-Faaa Airport (PPT),French Polynesia,-,0, Substantial, Written off (damaged beyond repair),Gulfstream G-IV,-,-,1990,-,-, N127DK, 1127,Prime Aviation,Executive,-,-,-,-,-,Papeete-Faaa Airport,PPT,NTAA,French Polynesia,-,-,0,0,-,-,-
20110204-0,Friday,04-FEB-2011,17:49,A1, Initial climb (ICL),Sulaymaniyah International Airport (ISU),Iraq,7,7, Destroyed, Written off (damaged beyond repair),Raytheon Hawker 850XP,2,Garrett TFE731-5BR-1C,2006,-,-, OD-SKY, 258804,Sky Lounge Services,Executive,-,Sulaymaniyah International Airport,ISU,ORSU,Iraq,Ankara-Esenboga Airport,ESB,LTAC,Turkey,3,4,3,4,-,-,Final
20110209-0,Wednesday,09-FEB-2011,15:15,A2, Landing (LDG),"Kasabonika Airport, ON (XKS)",Canada,15,0, Substantial, Repaired,Beechcraft 1900D,2,Pratt & Whitney Canada PT6A-67D,1997,-,-, C-FWAX, UE-297,Wasaya Airways,Domestic Scheduled Passenger, 937,-,-,-,-,Kasabonika Airport,XKS,CYAQ,Canada,2,13,0,0,-,-,Preliminary - official
20110210-0,Thursday,10-FEB-2011,09:50,A1, Landing (LDG),Cork Airport (ORK),Ireland,12,6, Destroyed, Written off (damaged beyond repair),Swearingen SA227-BC Metro III,2,Garrett TPE331-12UHR-701G,1992,34156.0,32653.0, EC-ITP, BC-789B,Flightline,International Scheduled Passenger,NM7100,Belfast City Airport,BHD,EGAC,United Kingdom,Cork Airport,ORK,EICK,Ireland,2,10,2,4,-,-,Final
20110212-0,Saturday,12-FEB-2011,13:42,A1, En route (ENR),"ca 15 km N of Tanjung Pinang-Kidjang Airport (TNJ), Bintan Island",Indonesia,5,5, Damaged beyond repair,-,CASA/Nurtanio NC-212-A4 Aviocar 100,2,Garrett TPE331-5-251C,1980,35128.0,29990.0, PK-ZAI, 120/18N,Sabang Merauke Raya Air Charter,Test,-,Batam-Hang Nadim Airport,BTH,WIDD,Indonesia,Tanjung Pinang-Kidjang Airport,TNJ,WIDN,Indonesia,2,3,2,3,-,-,Final
20110214-0,Monday,14-FEB-2011,08:02,A1, En route (ENR),El Espino,Honduras,14,14, Destroyed, Written off (damaged beyond repair),Let L-410UVP-E20,2,Walter M-601E,1991,-,5153.0, HR-AUQ, 912603,Central American Airways,Domestic Scheduled Passenger, 731,San Pedro Sula-Ramon Villeda Morales Airport,SAP,MHLM,Honduras,Tegucigalpa-Toncontin Airport,TGU,MHTG,Honduras,2,12,2,12,-,-,Final
20110214-1,Monday,14-FEB-2011,16:15,A1, En route (ENR),Mont Biega,Democratic Republic of the Congo,2,2, Damaged beyond repair,-,Let L-410UVP,-,-,1983,-,-, 9Q-CIF, 830922,African Air Services Commuter,Cargo,-,Bukavu-Kavumu Airport,BKY,FZMA,Democratic Republic of the Congo,-,-,-,-,2,0,2,0,-,-,Preliminary
20110214-2,Monday,14-FEB-2011,13:15,A2, Landing (LDG),"Appleton-Outagamie County Airport, WI (ATW)",United States of America,3,0, Substantial, Repaired,Gulfstream GV-SP (G550),2,Rolls-Royce BR700-710C4-11,2010,-,10.0, N535GA, 5305,Gulfstream Aerospace,Test,GLF16,Appleton-Outagamie County Airport,ATW,KATW,United States of America,Appleton-Outagamie County Airport,ATW,KATW,United States of America,2,1,0,0,-,-,Final
20110216-0,Wednesday,16-FEB-2011,08:53,A2, Takeoff (TOF),Grenchen Airport (ZHI),Switzerland,2,0, Substantial, Repaired,Cessna 525 CitationJet CJ1+,2,Williams International FJ44-1AP,2008,-,-, HB-VOV, 525-0665,Swiss Private Aviation,Ferry/positioning,-,Grenchen Airport,ZHI,LSZG,Switzerland,Newquay-Cornwall Airport,NQY,EGHQ,United Kingdom,2,0,0,0,-,-,Final
20110216-1,Wednesday,16-FEB-2011,-,A1, Landing (LDG),Madinah-Mohammad Bin Abdulaziz Airport (MED),Saudi Arabia,277,0, Substantial, Written off (damaged beyond repair),Boeing 747-368,4,Rolls-Royce RB211-524D4,1986,-,-, HZ-AIS, 23270/645,Saudi Arabian,Domestic Scheduled Passenger,-,Riyadh-King Khalid International Airport,RUH,OERK,Saudi Arabia,Madinah-Mohammad Bin Abdulaziz Airport,MED,OEMA,Saudi Arabia,17,260,0,0,-,-,Preliminary
20110218-0,Friday,18-FEB-2011,11:04,A1, Landing (LDG),Pachuca-Ingeniero Juan Guillermo Villasana Airport,Mexico,2,2, Damaged beyond repair,-,Learjet 24,2,General Electric CJ610-6,1967,-,-, XB-GHO, 24-141,Rutas Aereas Mayas,Unknown,-,-,-,-,-,-,-,-,-,2,0,2,0,-,-,Preliminary
20110221-0,Monday,21-FEB-2011,18:45,A1, Landing (LDG),"Altamira Airport, PA (ATM)",Brazil,51,0, Substantial, Written off (damaged beyond repair),ATR 72-212,2,Pratt & Whitney Canada PW124B,1995,-,32886.0, PR-TTI, 454,TRIP Linhas Aéreas,Domestic Scheduled Passenger,-,Belém/Val-de-Cans International Airport,BEL,SBBE,Brazil,Altamira Airport,ATM,SBHT,Brazil,4,47,0,0,-,-,Final
20110227-0,Sunday,27-FEB-2011,15:10,A2, Landing (LDG),La Paz-El Alto Airport (LPB),Bolivia,8,0, Substantial, Repaired,Swearingen SA227-DC Metro 23,2,Garrett TPE331-12U-701G,1993,-,-, CP-2473, DC-842B,Línea Aérea Amaszonas,Domestic Scheduled Passenger,-,San Borja Airport,SRJ,SLSB,Bolivia,Rurrenabaque Airport,RBQ,SLRQ,Bolivia,2,6,0,0,-,-,Preliminary
20110302-0,Wednesday,02-MAR-2011,09:05,A1, Landing (LDG),Oslo-Gardermoen Airport (OSL),Norway,11,0, Damaged beyond repair,-,Swearingen SA227-AC Metro III,2,Garrett TPE331-11U-612G,1981,29491.0,24833.0, OY-NPB, AC-420,North Flying,Domestic Scheduled Passenger, 990,Ørland Airport,OLA,ENOL,Norway,Oslo-Gardermoen Airport,OSL,ENGM,Norway,2,9,0,0,-,-,Final
20110302-1,Wednesday,02-MAR-2011,02:23,A2, Takeoff (TOF),Forli Airport (FRL),Italy,3,0, Substantial, Repaired,Cessna S550 Citation S/II,2,Pratt & Whitney Canada JT15D-4B,1984,-,-, S5-BAX, S550-0028,GIO Business Aviation,Ambulance,-,Forli Airport,FRL,LIPK,Italy,Torino-Caselle Airport,TRN,LIMF,Italy,2,1,0,0,-,-,Preliminary
20110304-0,Friday,04-MAR-2011,13:09,A1, Landing (LDG),Nuuk Airport (GOH),Greenland,34,0, Substantial, Written off (damaged beyond repair),de Havilland Canada DHC-8-106,2,Pratt & Whitney Canada PW121,1992,35300.0,32336.0, TF-JMB, 337,Flugfélag Íslands - Air Iceland,International Scheduled Passenger,-,Kulusuk Airport,KUS,BGKK,Greenland,Nuuk Airport,GOH,BGGH,Greenland,3,31,0,0,-,-,Final
20110305-0,Saturday,05-MAR-2011,10:40,A1, En route (ENR),"Garbuzovo, Belgorod Region",Russia,6,6, Destroyed, Written off (damaged beyond repair),Antonov An-148-100E,-,-,2011,32.0,-, 61708, 41-03,VASO,Test,-,-,-,-,-,-,-,-,-,6,0,6,0,-,-,Final
20110305-1,Saturday,05-MAR-2011,10:45,A1, Landing (LDG),Union Island Airport (UNI),Saint Vincent and the Grenadines,3,0, Substantial,-,Beechcraft 200 Super King Air,-,-,1979,-,-, YV196T, BB-540,Wyngs Aviation,Private,-,Porlamar Airport,PMV,SVMG,Venezuela,Canouan Island Airport,CIW,TVSC,Saint Vincent and the Grenadines,2,1,0,0,-,-,-
20110308-0,Tuesday,08-MAR-2011,11:40,A1, Approach (APR),"1,3 km (0.8 mls) SW of Clayton County Airport-Tara Field, GA",United States of America,2,2, Destroyed, Written off (damaged beyond repair),de Havilland Canada DHC-6 Twin Otter 100,2,Pratt & Whitney Canada PT6A-27,1967,20927.0,16541.0, N157KM, 57,Desert Sand Aircraft Leasing,Test,-,-,-,-,-,-,-,-,-,2,0,2,0,-,-,Final
20110310-0,Thursday,10-MAR-2011,18:41,A2, Landing (LDG),"Seattle-Boeing Field International Airport, WA (BFI)",United States of America,1,0, Substantial, Repaired,Swearingen SA227-AC Metro III,2,Garrett TPE331,1987,-,21847.0, N671AV, AC-671,Ameriflight,Cargo,-,Lewiston-Nez Perce County Regional Airport,LWS,KLWS,United States of America,Seattle-Boeing Field International Airport,BFI,KBFI,United States of America,1,0,0,0,-,-,Final
20110311-0,Friday,11-MAR-2011,-,O1, Standing (STD),Sendai Airport (SDJ),Japan,0,0, Substantial, Written off (damaged beyond repair),Beechcraft 300 Super King Air 350,-,-,2001,-,-, JA869A, FL-295,Japan Coast Guard,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
20110311-1,Friday,11-MAR-2011,-,O1, Standing (STD),Sendai Airport (SDJ),Japan,0,0, Substantial, Written off (damaged beyond repair),Cessna 208 Caravan I,-,-,1992,-,-, JA8897, 20800220,Kyoritsu Air Survey,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
20110311-2,Friday,11-MAR-2011,-,O1, Standing (STD),Sendai Airport (SDJ),Japan,0,0, Substantial, Written off (damaged beyond repair),Cessna 208 Caravan I,-,-,2000,-,-, JA889B, 20800331,Tokyo Century Lease,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
20110311-3,Friday,11-MAR-2011,10:25,A1, Landing (LDG),Mulia Airport (LII),Indonesia,10,0, Substantial,-,Cessna 208B Grand Caravan,-,-,2000,-,-, PK-MAD, 208B0852,MAF,Domestic Non Scheduled Passenger,-,Jayapura-Sentani Airport,DJJ,WAJJ,Indonesia,Mulia Airport,LII,WABQ,Indonesia,1,9,0,0,-,-,Preliminary
20110311-5,Friday,11-MAR-2011,-,O1, Standing (STD),Sendai Airport (SDJ),Japan,0,0, Damaged beyond repair,-,Beechcraft 300LW Super King Air,-,-,1991,-,-, JA8881, FA-219,Japan Digital Laboratory,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
20110312-0,Saturday,12-MAR-2011,21:00,A2, Landing (LDG),"Iqaluit Airport, NU (YFB)",Canada,3,0, Unknown, Repaired,Bombardier BD-100-1A10 Challenger 300,2,Honeywell AS907-1-1A,2004,-,-, N818RC, 20165,Tri Marine Management Co.,Private,-,Long Beach Municipal Airport,LGB,KLGB,United States of America,Iqaluit Airport,YFB,CYFB,Canada,2,1,0,0,-,-,Final
20110316-0,Wednesday,16-MAR-2011,10:30,A1, Initial climb (ICL),"Long Beach Municipal Airport, CA (LGB)",United States of America,6,5, Destroyed, Written off (damaged beyond repair),Beechcraft 200 Super King Air,2,Pratt & Whitney Canada PT6A-41,1981,-,-, N849BM, BB-849,Carde Equipment Sales,Executive,-,Long Beach Municipal Airport,LGB,KLGB,United States of America,Salt Lake City International Airport,SLC,KSLC,United States of America,1,5,1,4,-,-,Final
20110317-0,Thursday,17-MAR-2011,-,O1, Standing (STD),Benghazi-Benina International Airport (BEN),Libya,0,0, Damaged beyond repair,-,Yakovlev Yak-40,3,Ivchenko AI-25,1977,-,-, 5A-DKG, 9640152, Air Libya,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
20110317-1,Thursday,17-MAR-2011,-,O1, Standing (STD),Benghazi-Benina International Airport (BEN),Libya,0,0, Damaged beyond repair,-,Yakovlev Yak-40KD,3,Ivchenko AI-25,1979,-,-, 5A-DKM, 9841659, Air Libya,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
20110317-2,Thursday,17-MAR-2011,-,O1, Standing (STD),Benghazi-Benina International Airport (BEN),Libya,0,0, Damaged beyond repair,-,Boeing 737-2D6,2,Pratt & Whitney JT8D-15,1982,-,-, 5A-DKY, 22766/853, Air Libya,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
20110317-3,Thursday,17-MAR-2011,-,O1, Standing (STD),Tripoli Aiport (TIP),Libya,0,0, Damaged beyond repair,-,Ilyushin Il-76TD,-,-,1982,-,-, 5A-DNA, 0023439140, Buraq Air,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
20110320-0,Sunday,20-MAR-2011,09:00,A1, Taxi (TXI),"Seattle-Boeing Field International Airport, WA (BFI)",United States of America,2,0, Substantial, Written off (damaged beyond repair),Convair CV-580F,2,Allison 501-D13,1956,-,-, C-GNRL, 375,Nolinor Aviation,Cargo, 920,Seattle-Boeing Field International Airport,BFI,KBFI,United States of America,Calgary International Airport,YYC,CYYC,Canada,2,0,0,0,-,-,- (No safety board investigation)
20110321-0,Monday,21-MAR-2011,15:30,A1, Approach (APR),near Pointe Noire Airport (PNR),Congo,9,9, Damaged beyond repair,-,Antonov An-12BP,4,Ivchenko AI-20M,1963,-,-, TN-AGK, 402006, Trans Air Congo,Cargo,-,Brazzaville-Maya Maya Airport,BZV,FCBB,Congo,Pointe Noire Airport,PNR,FCPP,Congo,4,5,4,5,-,14,Preliminary
20110322-0,Tuesday,22-MAR-2011,20:38,A2, Landing (LDG),"Albuquerque International Airport, NM (ABQ)",United States of America,2,0, Substantial, Repaired,Airbus A300F4-622R,2,Pratt & Whitney PW4158,2006,-,6004.0, N173UP, 868,UPS,Cargo,UP797,El Paso International Airport,ELP,KELP,United States of America,Albuquerque International Airport,ABQ,KABQ,United States of America,2,0,0,0,-,-,Final
20110323-0,Wednesday,23-MAR-2011,22:50,A1, Landing (LDG),"Jeffersonville-Clark Regional Airport, IN (JVY)",United States of America,3,0, Substantial, Written off (damaged beyond repair),Dassault Falcon 100,-,-,1989,-,-, N303FZ, 218,Aviation Transport Solutions,Executive,-,Hamilton Airport,HAO,KHAO,United States of America,Jeffersonville-Clark Regional Airport,JVY,KJVY,United States of America,2,1,0,0,-,-,Final
20110328-0,Monday,28-MAR-2011,19:45,A1, En route (ENR),"Manas County, Hui Autonomous Prefecture of Changji",China,3,3, Missing, Presumed damaged beyond repair,Cessna 550 Citation II,2,Pratt & Whitney Canada JT15D-4,1981,-,-, B-7026, 550-0305,Zhong Fei General Aviation Co.,Survey/research,-,Korla Airport,KRL,ZWKL,China,Korla Airport,KRL,ZWKL,China,3,0,3,0,-,-,Preliminary
20110330-0,Wednesday,30-MAR-2011,14:18,A2, Landing (LDG),"near Dibrova, Zhytomyrs'ka Region",Ukraine,2,0, Substantial,-,Antonov An-2R,1,Shvetsov ASh-62IR,1979,-,-, UR-54873, 1G185-33,Mykolayiv-Aero,Agricultural,-,-,-,-,-,-,-,-,-,2,0,0,0,-,-,Preliminary
20110331-0,Thursday,31-MAR-2011,15:07,A1, En route (ENR),"70 km (43.8 mls) NE of Mayo, YT",Canada,1,1, Destroyed, Written off (damaged beyond repair),de Havilland Canada DHC-3T Texas Turbine Otter,1,Garrett TPE331-10R-511C,1956,-,16415.0, C-GMCW, 108,Black Sheep Aviation & Cattle Co.,Cargo,-,Mayo Airport,YMA,CYMA,Canada,-,-,-,-,1,0,1,0,-,-,Final
20110401-0,Friday,01-APR-2011,16:00,A2, En route (ENR),"Yuma International Airport, AZ (YUM)",United States of America,122,0, Minor, Repaired,Boeing 737-3H4 (WL),2,CFMI CFM56-3B1,1996,39786.0,48748.0, N632SW, 27707/2799,Southwest Airlines,Domestic Scheduled Passenger, 812,Phoenix-Sky Harbor International Airport,PHX,KPHX,United States of America,Sacramento International Airport,SMF,KSMF,United States of America,5,117,0,0,-,-,Final
20110401-1,Friday,01-APR-2011,18:30,A1, Approach (APR),"3 km (1.9 mls) E of Saskatoon Airport, SK (YXE)",Canada,3,1, Destroyed, Written off (damaged beyond repair),CASA C-212-CC40 Aviocar 200,2,Garrett TPE331-10R-511C,1981,-,21292.0, C-FDKM, 196,Fugro Aviation Canada,Survey/research,-,Saskatoon Airport,YXE,CYXE,Canada,Saskatoon Airport,YXE,CYXE,Canada,3,0,1,0,-,-,Final
20110402-0,Saturday,02-APR-2011,09:34,A1, Takeoff (TOF),"Roswell International Air Center Airport, NM (ROW)",United States of America,4,4, Destroyed, Written off (damaged beyond repair),Gulfstream G650,2,Rolls-Royce BR700-725A1,2010,-,-, N652GD, 6002,Gulfstream Aerospace,Test,-,Roswell International Air Center Airport,ROW,KROW,United States of America,Roswell International Air Center Airport,ROW,KROW,United States of America,4,0,4,0,-,-,Final
20110404-0,Monday,04-APR-2011,13:56,A1, Landing (LDG),Kinshasa-N'Djili Airport (FIH),Democratic Republic of the Congo,33,32, Destroyed, Written off (damaged beyond repair),Canadair CL-600-2B19 Regional Jet CRJ-100ER,2,General Electric CF34-3A1,1995,-,-, 4L-GAE, 7070,Georgian Airways,Domestic Non Scheduled Passenger, 834,Kisangani-Bangoka International Airport,FKI,FZIC,Democratic Republic of the Congo,Kinshasa-N'Djili Airport,FIH,FZAA,Democratic Republic of the Congo,4,29,4,28,-,-,Final
20110409-0,Saturday,09-APR-2011,13:57,A1, Landing (LDG),"Fort Lauderdale-Executive Airport, FL (FXE)",United States of America,-,0, Substantial, Written off (damaged beyond repair),Rockwell Sabreliner 60,-,-,1974,-,-, N71CC, 306-71,Sabre 60 Jet,Unknown,-,Fort Lauderdale-Executive Airport,FXE,KFXE,United States of America,West Palm Beach International Airport,PBI,KPBI,United States of America,-,-,0,0,-,-,- (No safety board investigation)
20110410-0,Sunday,10-APR-2011,11:44,A2, Pushback / towing (PBT),Paris-Charles de Gaulle Airport (CDG,France,-,0, Substantial, Repaired,Boeing 777-333ER,2,General Electric GE90-115B,2008,-,-, C-FIVM, 35251/717,Air Canada,International Scheduled Passenger,AC881,Paris-Charles de Gaulle Airport,CDG,LFPG,France,Toronto-Pearson International Airport,YYZ,CYYZ,Canada,-,-,0,0,-,-,Final
20110411-0,Monday,11-APR-2011,12:16,A1, En route (ENR),"near Loxley, AL",United States of America,3,0, Substantial, Written off (damaged beyond repair),Antonov An-2TP,1,Shvetsov ASh-62IR,1977,-,10371.0, N122AN, 1G176-31,Vertol Systems Company,Private,-,Destin-Fort Walton Beach Airport,DTS,KDTS,United States of America,De Ridder-Beauregard Parish Airport,DRI,KDRI,United States of America,1,2,0,0,-,-,Final
20110413-0,Wednesday,13-APR-2011,13:55,A2, Landing (LDG),Caracas-Simón Bolívar International Airport (CCS),Venezuela,215,0, Substantial, Repaired,Airbus A330-203,2,General Electric CF6-80E1A3,2001,-,-, F-GZCB, 443,Air France,International Scheduled Passenger,AF470,Paris-Charles de Gaulle Airport,CDG,LFPG,France,Caracas-Simón Bolívar International Airport,CCS,SVMI,Venezuela,13,202,0,0,-,-,Final
20110416-0,Saturday,16-APR-2011,-,A1, Takeoff (TOF),Ust-Kamchatsk Airport,Russia,26,0, Substantial, Written off (damaged beyond repair),Yakovlev Yak-40K,3,Ivchenko AI-25,1977,-,-, RA-88241, 9641351,Petropavlovsk-Kamchatsky Air Ent.,Domestic Scheduled Passenger, 123,-,-,-,-,Petropavlovsk-Kamchatsky Airport,PKC,UHPP,Russia,5,21,0,0,-,-,- (No safety board investigation)
20110416-1,Saturday,16-APR-2011,19:15,A2, Landing (LDG),Montserrat-John A. Osborne Airport (MNI),Montserrat,8,0, Substantial, Repaired,Britten-Norman BN-2A-27 Islander,-,-,1971,-,-, VP-MNI, 183,FlyMontserrat,International Scheduled Passenger,105,Antigua-V.C. Bird International Airport,ANU,TAPA,Antigua and Barbuda,Montserrat-John A. Osborne Airport,MNI,TRPG,Montserrat,1,7,0,0,-,-,Final
