identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19980121-0,Wednesday,21-JAN-1998,21:23,A2, Landing (LDG),"Hartford-Bradley International Airport, CT (BDL)",United States of America,39,0, Substantial, Repaired,ATR 42-320,2,Pratt & Whitney Canada PW121,1990,-,18157.0, N15827, 175,Continental Express,Domestic Scheduled Passenger,3332,Newark International Airport,EWR,KEWR,United States of America,Windsor Locks-Bradley International Airport,BDL,KBDL,United States of America,3,36,0,0,-,-,Final
19980126-1,Monday,26-JAN-1998,-,O1, Standing (STD),København-Kastrup Airport (CPH),Denmark,2,0, Damaged beyond repair,-,British Aerospace 3103 Jetstream 31,2,Garrett TPE331-10UR-513H,1983,-,-, OY-SVP, 626,British Airways Express,Domestic Scheduled Passenger,-,Thisted Airport,TED,EKTS,Denmark,København-Kastrup Airport,CPH,EKCH,Denmark,2,0,0,0,-,-,-
19980127-0,Tuesday,27-JAN-1998,11:45,A1, Takeoff (TOF),Thandwe Airport (SNW),Myanmar,45,16, Damaged beyond repair,-,Fokker F-27 Friendship 600,2,Rolls-Royce Dart 532-7,1978,-,-, XY-AES, 10576,Myanma Airways,Domestic Scheduled Passenger,-,Thandwe Airport,SNW,VYTD,Myanmar,Kyaukpyu Airport,KYP,VYKP,Myanmar,4,41,1,15,-,-,Preliminary - official
19980130-0,Friday,30-JAN-1998,17:00,A1, En route (ENR),"ca 1,6 km SW of Port Heiden Airport, AK (PTH)",United States of America,1,0, Destroyed, Written off (damaged beyond repair),Cessna 208 Caravan I,1,Pratt & Whitney Canada PT6A-114,1985,-,13478.0, N9316F, 20800011,PenAir,Cargo,-,Port Heiden Airport,PTH,PAPH,United States of America,-,-,-,-,1,0,0,0,-,-,Final
19980131-0,Saturday,31-JAN-1998,-,H2, En route (ENR),Puerto Limón Airport (LIO),Costa Rica,21,0, None,-,Let L-410,-,-,-,-,-, registration unknown,-,Atlantic Airlines,Domestic Scheduled Passenger,-,Bluefields Airport,BEF,MNBL,Nicaragua,Corn Island Airport,RNI,MNCI,Nicaragua,-,-,0,0,-,-,-
19980202-0,Monday,02-FEB-1998,11:00,A1, En route (ENR),45 km (28.1 mls) NE of Cagayan de Oro-Lumbia Airport (CGY),Philippines,104,104, Destroyed, Written off (damaged beyond repair),McDonnell Douglas DC-9-32,2,Pratt & Whitney JT8D-7A,1967,-,73784.0, RP-C1507, 47069/175,Cebu Pacific Air,Domestic Scheduled Passenger, 387,Tacloban-D. Z. Romualdez Airport,TAC,RPVA,Philippines,Cagayan de Oro-Lumbia Airport,CGY,RPML,Philippines,5,99,5,99,-,-,-
19980202-1,Monday,02-FEB-1998,-,O1, Standing (STD),"Miami International Airport, FL (MIA)",United States of America,0,0, Damaged beyond repair,-,Shorts 330-200,2,Pratt & Whitney Canada PT6A-45R,1981,-,-, N2629Y, SH.3080,SkyWay Enterprises,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
19980202-2,Monday,02-FEB-1998,-,O1, Standing (STD),"Miami International Airport, FL (MIA)",United States of America,0,0, Damaged beyond repair,-,Shorts 330-200,2,Pratt & Whitney Canada PT6A-45R,1981,-,-, N2630A, SH.3081,SkyWay Enterprises,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
19980202-3,Monday,02-FEB-1998,-,O1, Standing (STD),"Opa-locka Airport, FL (OPF)",United States of America,0,0, Damaged beyond repair,-,Douglas C-117D Super DC-3,-,-,1943,-,-, N505C, 43335,Dragon Air Leasing,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
19980202-4,Monday,02-FEB-1998,-,O1, Standing (STD),"Miami International Airport, FL (MIA)",United States of America,0,0, Damaged beyond repair,-,Boeing 737-291,2,Pratt & Whitney JT8D-9A,1969,-,-, N737RD, 20365/220,IAL Aircraft Holding,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,- (No safety board investigation)
19980203-0,Tuesday,03-FEB-1998,12:00,A1, Approach (APR),George Town-Exuma International Airport (GGT),Bahamas,26,0, Damaged beyond repair,-,Douglas C-47A-45-DL (DC-3),2,Pratt & Whitney R-1830-92,1943,-,-, N200MF, 9990,Missionary Flights,Int'l Non Scheduled Passenger,-,George Town-Exuma International Airport,GGT,MYEG,Bahamas,Cap Haitien Airport,CAP,MTCH,Haiti,2,24,0,0,-,-,-
19980204-0,Wednesday,04-FEB-1998,22:17,A1, Initial climb (ICL),"NE of Terceira-Lajes Airport, Azores (TER)",Portugal,7,7, Damaged beyond repair,-,Antonov An-12BP,4,Ivchenko AI-20M,1963,-,-, LZ-SFG, 3341605,Air Luxor,Cargo,-,Terceira-Lajes Airport,TER,LPLA,Portugal,Lisboa-Portela de Sacavém Airport,LIS,LPPT,Portugal,7,0,7,0,-,-,Preliminary - official
19980205-0,Thursday,05-FEB-1998,12:00,A1, Unknown (UNK),near Navafria,Spain,5,5, Damaged beyond repair,-,CASA C-212-S1 Aviocar 100,-,-,1983,-,-, D.3B-9, 297,Spanish AF,Military,-,-,-,-,-,-,-,-,-,5,0,5,0,-,-,-
19980206-0,Friday,06-FEB-1998,12:39,A1, Approach (APR),1 km (0.6 mls) N off  Chambéry Airport (CMF),France,5,0, Damaged beyond repair,-,Gulfstream Aerospace G-1159 Gulfstream III,-,-,1984,-,7205.0, VP-BLN, 402,private,Private,-,Genève-Cointrin Airport,GVA,LSGG,Switzerland,Chambéry Airport,CMF,LFLB,France,3,2,0,0,-,-,Final
19980209-0,Monday,09-FEB-1998,09:54,A1, Approach (APR),"Chicago-O'Hare International Airport, IL (ORD)",United States of America,121,0, Substantial, Written off (damaged beyond repair),Boeing 727-223,3,Pratt & Whitney JT8D-9A,1975,-,59069.0, N845AA, 20986/1125,American Airlines,Domestic Scheduled Passenger,AA1340,Kansas City International Airport,MCI,KMCI,United States of America,Chicago-O'Hare International Airport,ORD,KORD,United States of America,6,115,0,0,-,-,Final
19980209-1,Monday,09-FEB-1998,11:47,A1, Landing (LDG),Stornoway Airport (SYY),United Kingdom,30,0, Damaged beyond repair,-,Shorts 360-100,2,Pratt & Whitney Canada PT6A-65R,1984,-,-, G-BLGB, SH.3641,British Regional Airlines,Domestic Scheduled Passenger,-,Benbecula Airport,BEB,EGPL,United Kingdom,Stornoway Airport,SYY,EGPO,United Kingdom,4,26,0,0,-,-,Final
19980209-2,Monday,09-FEB-1998,-,A1, Landing (LDG),"Navegantes Airport, SC (NVT)",Brazil,25,0, Damaged beyond repair,-,Hawker Siddeley C-91 (HS-748-281 Srs. 2A LFD),-,-,1975,-,-, 2509, 1732,Brazilian AF,Military,-,-,-,-,-,Navegantes-Itajaí Airport,NVT,SBNF,Brazil,7,18,0,0,-,-,-
19980211-0,Wednesday,11-FEB-1998,12:16,A1, Takeoff (TOF),"Beaumont-Jefferson County Airport, TX (BPT)",United States of America,4,0, Substantial, Written off (damaged beyond repair),Embraer EMB-145ER (ERJ-145ER),2,Allison AE3007A,1997,1472.0,1844.0, N14931, 145013,Continental Express,Training, 910,Beaumont-Jefferson County Airport,BPT,KBPT,United States of America,Houston-George Bush Intercontinental Airport,IAH,KIAH,United States of America,4,0,0,0,-,-,Final
19980212-0,Thursday,12-FEB-1998,-,A1, Landing (LDG),Nasir Airport,South Sudan,57,26, Damaged beyond repair,-,Antonov An-32B,-,-,-,-,-, 7744,-,Sudan AF,Military,-,Malakal Airport,MAK,HSSM,South Sudan,-,-,-,-,-,-,-,-,-,-,-
19980216-0,Monday,16-FEB-1998,20:05,A1, Approach (APR),Taipei-Chiang Kai Shek International Airport (TPE),Taiwan,196,196, Destroyed, Written off (damaged beyond repair),Airbus A300B4-622R,2,Pratt & Whitney PW4158,1990,8800.0,20193.0, B-1814, 578,China Airlines,International Scheduled Passenger,CI676,Denpasar-Ngurah Rai Bali International Airport,DPS,WADD,Indonesia,Taipei-Chiang Kai Shek International Airport,TPE,RCTP,Taiwan,14,182,14,182,-,7,Final
19980219-0,Thursday,19-FEB-1998,-,A1, Landing (LDG),Mogadishu International Airport (MGQ),Somalia,23,0, Damaged beyond repair,-,Grumman G-159 Gulfstream I,2,Rolls-Royce Dart 529-8X,1961,-,-, 5Y-BMR,  81,Skyways Kenya,Int'l Non Scheduled Passenger,-,Nairobi-Wilson Airport,WIL,HKNW,Kenya,Mogadishu International Airport,MGQ,HCMM,Somalia,3,20,0,0,-,-,Preliminary
19980219-1,Thursday,19-FEB-1998,00:04,A1, Approach (APR),4 km (2.5 mls) W of Barcelona Airport (BCN),Spain,2,2, Damaged beyond repair,-,Swearingen SA226-TC Metro II,2,Garrett TPE331-10UA-511G,1976,-,17546.0, EC-GDG, TC-220,Ibertrans Aérea,Cargo, 595A,Barcelona-El Prat Airport,BCN,LEBL,Spain,Brussel-Zaventem Airport,BRU,EBBR,Belgium,2,0,2,0,-,-,Final
19980222-0,Sunday,22-FEB-1998,16:23,A1, Taxi (TXI),Kaduna Airport (KAD),Nigeria,24,0, Destroyed, Written off (damaged beyond repair),Boeing 737-2K3,2,Pratt & Whitney JT8D-15,1988,-,-, YU-ANU, 24139/1530,Aviogenex,Training,-,Kaduna Airport,KAD,DNKA,Nigeria,Kaduna Airport,KAD,DNKA,Nigeria,3,21,0,0,-,-,Final
19980222-1,Sunday,22-FEB-1998,19:28,A2, Taxi (TXI),Frankfurt International Airport (FRA),Germany,-,0, Substantial, Repaired,ATR 72-202,2,Pratt & Whitney Canada PW124B,1991,-,-, D-ANFA, 224,Eurowings,Domestic Scheduled Passenger,-,Berlin-Tempelhof Airport,THF,EDDI,Germany,Frankfurt International Airport,FRA,EDDF,Germany,-,-,0,0,-,-,Final
19980223-0,Monday,23-FEB-1998,-,H2, En route (ENR),Diyarbakir Airport (DIY),Turkey,68,0, None,-,Avro RJ100,4,Lycoming LF507-1F,1993,-,-, TC-THE, E3238,THY,Domestic Scheduled Passenger,-,Adana Airport,ADA,LTAF,Turkey,-,-,-,-,5,63,0,0,-,-,-
19980226-0,Thursday,26-FEB-1998,17:29,A2, Landing (LDG),"Birmingham Airport, AL (BHM)",United States of America,92,0, Substantial, Repaired,Fokker 100,-,-,1990,-,17724.0, N867US, 11312,US Airways,Domestic Scheduled Passenger,861,Charlotte-Douglas Airport,CLT,KCLT,United States of America,Birmingham Airport,BHM,KBHM,United States of America,5,87,0,0,-,-,Final
19980304-0,Wednesday,04-MAR-1998,13:50,A1, Landing (LDG),"Oakdale Airport, CA (ODC)",United States of America,2,0, Substantial, Written off (damaged beyond repair),Learjet 23,2,General Electric CJ610,1965,-,6747.0, N37BL, 23-069,Sierra West Airlines,Training,-,Stockton Airport,SCK,KSCK,United States of America,-,-,-,-,2,0,0,0,-,-,Final
19980304-1,Wednesday,04-MAR-1998,09:07,A2, Landing (LDG),"Manistee-Blacker Airport, MI (MBL)",United States of America,9,0, Substantial, Repaired,Cessna 650 Citation VII,-,-,-,-,1166.0, N502T, 650-7067,Tenneco Management Co.,Executive,-,Waukegan Memorial Airport,UGN,KUGN,United States of America,Manistee-Blacker Airport,MBL,KMBL,United States of America,2,7,0,0,-,-,Final
19980305-0,Thursday,05-MAR-1998,05:20,A1, En route (ENR),"14 km (8.8 mls) ESE of Clarksville, TN",United States of America,1,1, Destroyed, Written off (damaged beyond repair),Cessna 208B Super Cargomaster,1,Pratt & Whitney Canada PT6A-114,1988,-,4079.0, N840FE, 208B0142,FedEx,Cargo,8315,Memphis International Airport,MEM,KMEM,United States of America,Bowling Green-Warren County Airport,BWG,KBWG,United States of America,1,0,1,0,-,-,Final
19980307-0,Saturday,07-MAR-1998,15:55,A1, Initial climb (ICL),near La Ceiba-Goloson International Airport (LCE),Honduras,17,0, Damaged beyond repair,-,Let L-410UVP,2,Walter M-601D,1982,-,-, HR-AQG, 820923,Aerolíneas SOSA,Domestic Scheduled Passenger,-,La Ceiba-Goloson International Airport,LCE,MHLC,Honduras,Roatán Airport,RTB,MHRO,Honduras,2,15,0,0,-,-,-
19980310-0,Tuesday,10-MAR-1998,16:31,A1, Initial climb (ICL),Mombasa-Moi International Airport (MBA),Kenya,6,6, Damaged beyond repair,-,Boeing 707-336C,4,Pratt & Whitney JT3D-3B (HK),1968,17417.0,60171.0, SU-PBA, 19843/735,Air Memphis,Cargo,-,Mombasa-Moi International Airport,MBA,HKMO,Kenya,Cairo International Airport,CAI,HECA,Egypt,6,0,6,0,-,-,-
19980310-1,Tuesday,10-MAR-1998,16:39,A2, Approach (APR),Hwange Airport (WKI),Zimbabwe,66,0, Substantial, Repaired,British Aerospace BAe-146-100,4,Lycoming ALF502R-5,1989,-,-, A2-ABD, E1101,Air Botswana,International Scheduled Passenger,-,-,-,-,-,Hwange Airport,WKI,FVWT,Zimbabwe,6,60,0,0,-,-,Final
19980312-0,Thursday,12-MAR-1998,-,A1, En route (ENR),Cistérniga,Spain,3,3, Damaged beyond repair,-,CASA C-212-A1 Aviocar 200,-,-,1971,-,-, XT.12B-2, 02,Spanish AF,Military,-,Madrid-Torrejón AFB,TOJ,LETO,Spain,Valladolid Airport,VLL,LEVD,Spain,3,0,3,0,-,-,Preliminary
19980312-1,Thursday,12-MAR-1998,-,A1, Takeoff (TOF),Mogadishu,Somalia,-,-, Damaged beyond repair,-,Antonov An-8,2,Ivchenko AI-20D,1961,-,-, EL-ALE, 1I-3460,Santa Cruz Imperial,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19980318-0,Wednesday,18-MAR-1998,19:32,A1, En route (ENR),11 km (6.9 mls) NW off  Hsinchu Airport (HSZ),Taiwan,13,13, Damaged beyond repair,-,Saab 340B,2,General Electric CT7-9B,1993,-,8076.0, B-12255, 340B-337,Formosa Airlines,Domestic Scheduled Passenger,-,Hsinchu Airport,HSZ,RCPO,Taiwan,Kaohsiung International Airport,KHH,RCKH,Taiwan,5,8,5,8,-,-,Final
19980319-0,Thursday,19-MAR-1998,13:00,A1, En route (ENR),15 km (9.4 mls) S of Kabul Airport (KBL),Afghanistan,45,45, Destroyed, Written off (damaged beyond repair),Boeing 727-228,3,Pratt & Whitney JT8D-15,1981,-,-, YA-FAZ, 22288/1712,Ariana Afghan Airlines,Domestic Non Scheduled Passenger,-,Kandahar Airport,KDH,OAKN,Afghanistan,Kabul Airport,KBL,OAKB,Afghanistan,10,35,10,35,-,-,-
19980319-1,Thursday,19-MAR-1998,09:18,A1, Takeoff (TOF),"Portland International Airport, OR (PDX)",United States of America,4,0, Substantial, Written off (damaged beyond repair),Aérospatiale SN.601 Corvette,2,Pratt & Whitney Canada JT15D-4,1978,-,2305.0, N600RA, 36,R. L. Riemenschneider Enterprises,Executive,-,Portland International Airport,PDX,KPDX,United States of America,Redmond-Roberts Field,RDM,KRDM,United States of America,1,3,0,0,-,-,Final
19980322-0,Sunday,22-MAR-1998,19:41,A1, Landing (LDG),Bacolod Airport (BCD),Philippines,130,0, Damaged beyond repair,-,Airbus A320-214,2,CFMI CFM56-5B4,1997,1070.0,1224.0, RP-C3222, 708,Philippine Air Lines,Domestic Scheduled Passenger,PR137,Manila International Airport,MNL,RPLL,Philippines,Bacolod Airport,BCD,RPVB,Philippines,6,124,0,0,-,3,Final
19980325-0,Wednesday,25-MAR-1998,03:30,A1, Landing (LDG),"Orlando Executive Airport, FL (ORL)",United States of America,6,0, Damaged beyond repair,-,Learjet 24B,2,General Electric CJ610-6,1969,-,8138.0, N100DL, 24-201,Panther Aviation,Ambulance,-,Miami International Airport,MIA,KMIA,United States of America,Orlando Executive Airport,ORL,KORL,United States of America,2,4,0,0,-,-,Final
19980328-0,Saturday,28-MAR-1998,09:35,A1, Approach (APR),near Piura Airport (PIU),Peru,55,21, Damaged beyond repair,-,Antonov An-32A,2,Ivchenko AI-20D,1987,-,-, OB-1389, 1304,Peruvian AF,Domestic Non Scheduled Passenger,-,Tumbes Airport,TBP,SPME,Peru,Piura Airport,PIU,SPUR,Peru,5,50,0,21,-,1,-
19980330-0,Monday,30-MAR-1998,-,H2, En route (ENR),Ankara-Esenboga Airport (ESB),Turkey,105,0, None,-,Boeing 727,-,-,-,-,-, registration unknown,-,Kibris THY,International Scheduled Passenger,-,Ercan Airport,ECN,LCEN,Turkey,Ankara-Esenboga Airport,ESB,LTAC,Turkey,8,97,0,0,-,-,-
19980331-0,Tuesday,31-MAR-1998,04:16,A1, Approach (APR),near Mexico City,Mexico,4,2, Damaged beyond repair,-,Convair CV-240-53 (C-131A),2,Pratt & Whitney R-2800-99W,1954,-,-, XA-TAP, 53-13,L.A. Mexicana de Carga,Cargo,-,Mexico City-Benito Juárez International Airport,MEX,MMMX,Mexico,Monterrey-General Mariano Escobedo International Airport,MTY,MMMY,Mexico,4,0,2,0,-,-,-
19980331-1,Tuesday,31-MAR-1998,00:31,A1, Takeoff (TOF),London-Stansted Airport (STN),United Kingdom,44,0, Damaged beyond repair,-,British Aerospace BAe-748-378 Srs. 2B,2,Rolls-Royce Dart 535-2,1982,19122.0,18352.0, G-OJEM, 1791,Emerald Airways,Domestic Non Scheduled Passenger,-,London-Stansted Airport,STN,EGSS,United Kingdom,Leeds/Bradford Airport,LBA,EGNM,United Kingdom,4,40,0,0,-,-,Final
19980404-0,Saturday,04-APR-1998,10:34,A1, En route (ENR),"Marietta, GA",United States of America,4,4, Destroyed, Written off (damaged beyond repair),Cessna 525 CitationJet,2,Williams International FJ44-1A,1997,125.0,181.0, N111LR, 525-0222,Alpha Wolf Enterprises,Executive,-,Atlanta-DeKalb Peachtree Airport,PDK,KPDK,United States of America,Harrisburg International Airport,MDT,KMDT,United States of America,1,3,1,3,1,-,Final
19980407-0,Tuesday,07-APR-1998,08:38,A1, Approach (APR),"2,6 km (1.6 mls) SE of Bismarck Municipal Airport, ND (BIS)",United States of America,1,1, Destroyed, Written off (damaged beyond repair),Cessna 208B Super Cargomaster,1,Pratt & Whitney Canada PT6A-114,1989,-,6140.0, N868FE, 208B0193,FedEx,Cargo,8738,Grand Forks Airport,GFK,KGFK,United States of America,Bismarck Airport,BIS,KBIS,United States of America,1,0,1,0,-,-,Final
19980412-0,Sunday,12-APR-1998,15:48,A1, Landing (LDG),Almaty Airport (ALA),Kazakhstan,88,0, Damaged beyond repair,-,Boeing 737-2H4,2,Pratt & Whitney JT8D-9A,1974,84935.0,71160.0, P4-NEN, 20925/373,Orient Eagle Airways,Domestic Scheduled Passenger, 717,-,-,-,-,Almaty Airport,ALA,UAAA,Kazakhstan,8,80,0,0,-,-,Preliminary
19980414-0,Tuesday,14-APR-1998,-,A1, Landing (LDG),Dzhalal-Abad,Kyrgyzstan,-,0, Damaged beyond repair,-,Yakovlev Yak-40,3,Ivchenko AI-25,1975,-,-, EX-87529, 9521141,Kyrghyzstan Airlines,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19980420-0,Monday,20-APR-1998,16:45,A1, En route (ENR),10 km (6.3 mls) SW of Bogotá-Eldorado Airport (BOG),Colombia,53,53, Destroyed, Written off (damaged beyond repair),Boeing 727-230,3,Pratt & Whitney JT8D-15,1979,26475.0,34586.0, HC-BSU, 21622/1431,TAME Ecuador,International Scheduled Passenger,AF422,Bogotá-Eldorado Airport,BOG,SKBO,Colombia,Quito-Mariscal Sucre Airport,UIO,SEQU,Ecuador,10,43,10,43,-,-,Final
19980423-0,Thursday,23-APR-1998,12:00,A1, Initial climb (ICL),"3 km (1.9 mls) from  Resende Airport, RJ (REZ)",Brazil,3,3, Damaged beyond repair,-,Embraer C-95B Bandeirante (EMB-110),-,-,1983,-,-, 2321, 110433,Brazilian AF,Military,-,Resende Airport,REZ,SDRS,Brazil,Resende Airport,REZ,SDRS,Brazil,3,0,3,0,-,-,Preliminary
19980423-1,Thursday,23-APR-1998,08:00,A1, Landing (LDG),La Lope,Gabon,16,0, Damaged beyond repair,-,Shorts 330-100,2,Pratt & Whitney Canada PT6A-45R,1981,-,-, TR-LEM, SH.3075,SAFT Gabon,Domestic Scheduled Passenger,-,Libreville Airport,LBV,FOOL,Gabon,Booue Airport,BGB,FOGB,Gabon,3,13,0,0,-,-,-
19980424-0,Friday,24-APR-1998,00:15,A1, Standing (STD),Istanbul-Atatürk Airport (IST),Turkey,73,0, Damaged beyond repair,-,Ilyushin Il-62M,4,Soloviev D-30KU,1977,-,-, YR-IRD, 4727546,Trans Asian Airlines,International Scheduled Passenger,-,Istanbul-Atatürk International Airport,IST,LTBA,Turkey,Almaty Airport,ALA,UAAA,Kazakhstan,9,64,0,0,-,-,-
