identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19641118-1,Wednesday,18-NOV-1964,-,A1, En route (ENR),20 km (12.5 mls) from  Murmansk Airport (MMK),Russia,2,1, Damaged beyond repair,-,Antonov An-2V,-,-,1962,-,1963.0, CCCP-09275, 1G23-24,Aeroflot / Northern,Cargo,-,Murmansk Airport,MMK,ULMM,Russia,-,-,-,-,2,0,1,0,-,-,-
19641120-0,Friday,20-NOV-1964,21:14,A1, Approach (APR),2 km (1.3 mls) NW of Helsingborg-Ängelholm Airport (AGH),Sweden,43,31, Destroyed, Written off (damaged beyond repair),Convair CV-440,-,-,1954,-,-, SE-CCK, 195,Linjeflyg,Domestic Scheduled Passenger, 267,Stockholm-Bromma Airport,BMA,ESSB,Sweden,Helsingborg-Ängelholm Airport,AGH,ESHH,Sweden,4,39,2,29,-,-,-
19641120-1,Friday,20-NOV-1964,06:08,A1, Takeoff (TOF),"Detroit-Metropolitan Wayne County Airport, MI (DTW)",United States of America,2,0, Damaged beyond repair,-,Curtiss C-46F-1-CU Commando,-,-,1945,-,25018.0, N3971B, 22594,Zantop,Cargo,11346,Detroit-Metropolitan Wayne County Airport,DTW,KDTW,United States of America,-,-,-,-,2,0,0,0,-,-,-
19641121-0,Saturday,21-NOV-1964,-,A1, Approach (APR),"Lourdes-de-Blanc-Sablon Airport, QC (YBX)",Canada,4,0, Damaged beyond repair,-,Douglas DC-3A,2,Pratt & Whitney R-1830,1942,-,-, CF-GOC, 7362,Eastern Provincial Airways,Unknown,-,-,-,-,-,Lourdes-de-Blanc-Sablon Airport,YBX,CYBX,Canada,2,2,0,0,-,-,-
19641123-0,Monday,23-NOV-1964,14:09,A1, Takeoff (TOF),Roma-Fiumicino Airport (FCO),Italy,73,50, Damaged beyond repair,-,Boeing 707-331,4,Pratt & Whitney JT4A-12,1960,-,-, N769TW, 17685/123,TWA,International Scheduled Passenger,TW800,Roma-Fiumicino Airport,FCO,LIRF,Italy,Athens-Ellinikon International Airport,ATH,LGAT,Greece,11,62,5,45,-,-,-
19641124-0,Tuesday,24-NOV-1964,-,A1, Landing (LDG),Santiago-Los Cerrillos Airport (ULC),Chile,-,0, Damaged beyond repair,-,Curtiss C-46A-10-CU Commando,2,Pratt & Whitney R-2800-51,1943,-,-, CC-CIB, 26468,ALFA,Unknown,-,-,-,-,-,Santiago-Los Cerrillos Airport,ULC,SCTI,Chile,-,-,0,0,-,-,-
19641124-1,Tuesday,24-NOV-1964,10:45,A1, Landing (LDG),"Baton Rouge, LA",United States of America,2,0, Damaged beyond repair,-,Curtiss C-46R Commando,-,-,1944,-,19842.0, N9885F, 32878,Delta Air Lines,Cargo,DL29,Atlanta Municipal Airport,ATL,KATL,United States of America,New Orleans International Airport,MSY,KMSY,United States of America,2,0,0,0,-,-,-
19641124-2,Tuesday,24-NOV-1964,17:31,A1, Approach (APR),near Ahlhorn Air Base,Germany,5,4, Damaged beyond repair,-,Nord 2501D Noratlas,2,Bristol Hercules 739,-,-,-, GB+104, D055,German AF,Military,-,Bourges Airport,BOU,LFLD,France,-,-,-,-,4,1,4,0,-,-,-
19641126-0,Thursday,26-NOV-1964,-,O1, Standing (STD),"São Paulo-Congonhas Airport, SP (CGH)",Brazil,0,0, Damaged beyond repair,-,Douglas C-48B (DC-3),2,Pratt & Whitney R-1830-51,1937,-,-, PP-SQP, 1952,VASP,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
19641127-0,Friday,27-NOV-1964,-,A1, En route (ENR),"SW of Cape Newenham, AK",United States of America,12,12, Damaged beyond repair,-,Lockheed P-2H Neptune,-,-,-,-,-, 135610, 726-7046,US Navy,Military,-,Kodiak NAS,ADQ,PADQ,United States of America,Kodiak NAS,ADQ,PADQ,United States of America,12,0,12,0,-,-,-
19641128-0,Saturday,28-NOV-1964,07:41,A1, En route (ENR),near Surami,Georgia,15,7, Damaged beyond repair,-,Ilyushin Il-14P,-,-,1956,-,14861.0, CCCP-41883, 146000708,Aeroflot / Georgia,Domestic Scheduled Passenger, F-51,Tbilisi Airport,TBS,UGGG,Georgia,Kutaisi Airport,KUT,UGKO,Georgia,4,11,3,4,-,-,-
19641129-1,Sunday,29-NOV-1964,19:20,A1, Takeoff (TOF),Léopoldville-N'Djili Airport (FIH),Democratic Republic of the Congo,14,6, Damaged beyond repair,-,Douglas DC-4,-,-,1944,-,48113.0, OO-DEP, 18384,Air Congo,Domestic Non Scheduled Passenger,-,Léopoldville-N'Djili Airport,FIH,FZAA,Democratic Republic of the Congo,Kamina Airport,KMN,FZSA,Democratic Republic of the Congo,3,11,3,3,-,-,-
19641130-0,Monday,30-NOV-1964,-,A1, Landing (LDG),Tokyo-Haneda Airport (HND),Japan,10,0, Damaged beyond repair,-,Curtiss C-46D-15-CU Commando,-,-,1945,-,-, 51-1107, 33503,JASDF,Military,-,-,-,-,-,Tokyo-Haneda Airport,HND,RJTT,Japan,-,-,0,0,-,-,-
19641204-0,Friday,04-DEC-1964,-,A1, En route (ENR),"40 km (25 mls) W off  Luzon Island-Cubi Point NAS (NCP), Philippines",Pacific Ocean,13,13, Damaged beyond repair,-,Lockheed P-3A Orion,-,-,1963,-,-, 150508, 185-5034,US Navy,Military,-,-,-,-,-,-,-,-,-,13,0,13,0,-,-,-
19641208-0,Tuesday,08-DEC-1964,-,C1, En route (ENR),near Milluni,Bolivia,17,17, Damaged beyond repair,-,Douglas C-47-DL (DC-3),2,Pratt & Whitney R-1830-92,1943,-,-, CP-639, 7375,Aerolineas Abaroa,Domestic Scheduled Passenger,-,-,-,-,-,La Paz-El Alto Airport,LPB,SLLP,Bolivia,4,13,4,13,-,-,-
19641209-0,Wednesday,09-DEC-1964,08:00,A1, En route (ENR),"Córdoba, CD",Argentina,2,2, Damaged beyond repair,-,Morane Saulnier (FMA) MS.760 Paris I,-,-,1962,-,-, E-231, A-19,Argentine AF,Military,-,-,-,-,-,-,-,-,-,2,0,2,0,-,-,-
19641211-0,Friday,11-DEC-1964,-,A2, Landing (LDG),Filton Airport (FZO),United Kingdom,2,0, Substantial, Repaired,de Havilland DH-125-1,-,-,1963,-,-, G-ARYC, 25003,Hawker Siddeley,Unknown,-,Chester/Hawarden Airport,CEG,EGNR,United Kingdom,Filton Airport,FZO,EGTG,United Kingdom,2,0,0,0,-,-,-
19641216-0,Wednesday,16-DEC-1964,-,A1, Unknown (UNK),at an unknown location,Unknown country,-,-, Damaged beyond repair,-,Vickers Valetta C.1,-,-,1949,-,-, VW182, 338,RAF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19641219-0,Saturday,19-DEC-1964,-,C1, En route (ENR),40 km (25 mls) E of Alexandria,Egypt,2,2, Damaged beyond repair,-,Fairchild C-82A Packet,-,-,-,-,-, N128E, 10164,John W. Mecom Oil Co.,Executive,-,Amman Airport,ADJ,OJAM,Jordan,Benghazi-Benina International Airport,BEN,HLLB,Libya,2,0,2,0,-,-,Final
19641219-1,Saturday,19-DEC-1964,03:30,A1, Approach (APR),"off Stephenville-Ernest Harmon AFB, NL (YJT)",Canada,5,5, Damaged beyond repair,-,Boeing KC-97G-23-BO Stratofreighter,-,-,-,-,-, 52-907, 16601,USAF,Military,-,Stephenville-Ernest Harmon AFB,YJT,CYJT,Canada,Stephenville-Ernest Harmon AFB,YJT,CYJT,Canada,5,0,5,0,-,-,-
19641221-0,Monday,21-DEC-1964,18:40,A1, Landing (LDG),Numancia Aklan,Philippines,39,1, Damaged beyond repair,-,Douglas C-47A-90-DL (DC-3),2,Pratt & Whitney R-1830-92,1944,-,-, PI-C569, 20396,Fleming,Domestic Non Scheduled Passenger,-,Kalibo Airport,KLO,RPVK,Philippines,Manila International Airport,MNL,RPLL,Philippines,3,36,1,0,-,-,-
19641224-0,Thursday,24-DEC-1964,00:31,A1, En route (ENR),"7 km (4.4 mls) WSW of San Francisco International Airport, CA (SFO)",United States of America,3,3, Damaged beyond repair,-,Lockheed L-1049H Super Constellation,-,-,1957,-,-, N6915C, 4812,Flying Tiger Line,Cargo, 282,San Francisco International Airport,SFO,KSFO,United States of America,New York-John F. Kennedy International Airport,JFK,KJFK,United States of America,3,0,3,0,-,-,Final
19641224-1,Thursday,24-DEC-1964,-,A1, Takeoff (TOF),Yurimaguas Airport (YMS),Peru,23,1, Damaged beyond repair,-,Douglas C-47B-5-DK (DC-3),2,Pratt & Whitney R-1830-90C,1944,-,-, OB-R-654, 25986/14541,SATCO,Passenger,-,Yurimaguas Airport,YMS,SPMS,Peru,-,-,-,-,3,20,1,0,-,-,-
19641228-0,Monday,28-DEC-1964,-,A1, Landing (LDG),Adelaide Base,Antarctica,1,0, Damaged beyond repair,-,de Havilland Canada DHC-3 Otter,-,-,1960,-,-, VP-FAJ, 377,British Antarctic Survey,Unknown,-,-,-,-,-,-,-,-,-,1,0,0,0,-,-,-
19641228-1,Monday,28-DEC-1964,-,A1, En route (ENR),"65 km (40.6 mls) SW of Phoenix, AZ",United States of America,4,4, Damaged beyond repair,-,Fairchild C-123 Provider,-,-,-,-,-, registration unknown,-,USAF,Military,-,Phoenix-Luke AFB,LUF,KLUF,United States of America,-,-,-,-,-,-,-,-,-,-,-
19641229-0,Tuesday,29-DEC-1964,-,A1, En route (ENR),near Turrialba,Costa Rica,6,6, Damaged beyond repair,-,Curtiss C-46,-,-,-,-,-, CC-CAN,-,LASA,Cargo,-,Guatemala City-La Aurora Airport,GUA,MGGT,Guatemala,-,-,-,-,5,1,5,1,-,-,-
19641229-1,Tuesday,29-DEC-1964,-,A1, Unknown (UNK),River Pasighat,India,-,-, Damaged beyond repair,-,de Havilland Canada DHC-3 Otter,-,-,-,-,-, registration unknown,-,Indian AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19641230-1,Wednesday,30-DEC-1964,02:14,A1, Approach (APR),"3,5 km (2.2 mls) SW of Detroit-Metropolitan Airport, MI (DTW)",United States of America,4,4, Damaged beyond repair,-,Curtiss C-46A-45-CU Commando,2,Pratt & Whitney R-2800-51,1944,-,7385.0, N608Z, 30328,Zantop,Cargo,-,Cleveland-Hopkins International Airport,CLE,KCLE,United States of America,Detroit-Metropolitan Wayne County Airport,DTW,KDTW,United States of America,4,0,4,0,-,-,-
19649999-0,-,xx-xxx-1964,-,U1, Unknown (UNK),at an unknown location,Poland,-,-, Damaged beyond repair,-,Lisunov Li-2P,-,-,1952,-,-, SP-LKC, 23441010,LOT,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19649999-1,-,xx-xxx-1964,-,A1, Unknown (UNK),at an unknown location,Mexico,-,-, Damaged beyond repair,-,Vickers 626 Viking C Mk. 2,-,-,1946,-,-, XB-FIP, 179,private,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19649999-2,-,xx-xxx-1964,-,U1, Unknown (UNK),Encarnación-Teniente Prim Alarcon Airport (ENO),Paraguay,-,-, Damaged beyond repair,-,Douglas DC-3A-269B,-,-,1940,-,-, T-25, 2183,TAM Paraguay,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19649999-3,-,xx-xxx-1964,-,U1, Unknown (UNK),at an unknown location,Israel,-,-, Damaged beyond repair,-,Nord 2501D Noratlas,2,Bristol Hercules 739,-,-,-, 4X-FAB/042, D096,Israeli AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19649999-4,-,xx-xxx-1964,-,A1, Landing (LDG),"Kodiak NAS, AK (ADQ)",United States of America,-,0, Damaged beyond repair,-,Lockheed P-2H Neptune,-,-,-,-,-, 145913, 726-7176,US Navy,Military,-,-,-,-,-,Kodiak NAS,ADQ,PADQ,United States of America,-,-,0,0,-,-,-
19649999-5,-,xx-xxx-1964,-,U1, Unknown (UNK),Bentwaters RAF Station,United Kingdom,-,-, Damaged beyond repair,-,Douglas  Dakota III (DC-3),-,-,1944,-,-, KJ981, 26419/14974,RAF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19640102-0,Thursday,02-JAN-1964,-,A1, En route (ENR),1200 km (750 mls) W off  Hawaii,Pacific Ocean,9,9, Missing, Presumed damaged beyond repair,Douglas C-124C Globemaster II,4,Pratt & Whitney R-4360-20WA,-,-,-, 52-0968, 43877,USAF,Military,-,Wake Island Airport,AWK,PAWK,U.S. Minor Outlying Islands,-,-,-,-,8,1,8,1,-,-,-
19640102-1,Thursday,02-JAN-1964,10:00,A2, Landing (LDG),"Anderson Municipal Airport, IN (AID)",United States of America,2,0, Substantial, Repaired,Lockheed 18-08A Lodestar,-,-,1943,-,-, N5114, 18-2464,General Motors,Executive,-,-,-,-,-,Anderson Municipal Airport,AID,KAID,United States of America,2,0,0,0,-,-,Final
19640103-0,Friday,03-JAN-1964,20:16,A1, Approach (APR),"2,2 km (1.4 mls) from  Batagay Airport",Russia,2,2, Damaged beyond repair,-,Antonov An-2,-,-,1954,-,7175.0, CCCP-23740,-,Aeroflot / Yakutsk,Training,-,-,-,-,-,-,-,-,-,2,0,2,0,-,-,-
19640103-1,Friday,03-JAN-1964,-,A1, Unknown (UNK),Asuncion-Alfredo Stroessner Airport (ASU),Paraguay,-,-, Damaged beyond repair,-,Curtiss C-46 Commando,-,-,-,-,-, ZP-CCE,-,International Products Corp.,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19640109-0,Thursday,09-JAN-1964,08:18,A1, En route (ENR),"near Rupert River, QC",Canada,2,0, Damaged beyond repair,-,Douglas C-47A-5-DK (DC-3),2,Pratt & Whitney R-1830-92,1944,-,-, CF-ILQ, 12377,Austin Airways,Cargo,-,Moosonee Airport,YMO,CYMO,Canada,-,-,-,-,2,0,0,0,-,-,Final
19640109-1,Thursday,09-JAN-1964,09:50,A1, En route (ENR),"8 km (5 mls) from  Zaráte, BA",Argentina,31,30, Damaged beyond repair,-,Douglas C-47B-5-DK (DC-3),2,Pratt & Whitney R-1830-90C,1944,-,31545.0, LV-FYJ, 26158/14713,ALA,Domestic Scheduled Passenger, 143,Rosario-Fisherton Airport,ROS,SAAR,Argentina,-,-,-,-,3,28,3,27,-,-,Final
19640110-0,Friday,10-JAN-1964,-,A1, En route (ENR),Culloden Moor,United Kingdom,10,0, Damaged beyond repair,-,Avro Shackleton MR.3,4,Rolls-Royce Griffon 57,1959,-,-, XF710,-,RAF,Military,-,Forres-Kinloss RAF Station,FSS,EGQK,United Kingdom,-,-,-,-,10,0,0,0,-,-,-
19640113-0,Monday,13-JAN-1964,-,A1, Takeoff (TOF),Thysville Airport,Democratic Republic of the Congo,-,0, Damaged beyond repair,-,Curtiss C-46 Super C,-,-,1944,-,-, SE-CFF,    53,Transair Congo,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19640123-0,Thursday,23-JAN-1964,-,A1, Unknown (UNK),unknown,Unknown country,-,-, Damaged beyond repair,-,Douglas HC-47A,-,-,1944,-,-, 42-93794, 13745,USAF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19640125-0,Saturday,25-JAN-1964,-,A1, Approach (APR),18 km (11.3 mls) SW of Kenkiyak,Kazakhstan,9,3, Damaged beyond repair,-,Antonov An-2,-,-,1951,-,8320.0, CCCP-13651, 10647306,Aeroflot / Kazakstan,Domestic Scheduled Passenger,-,-,-,-,-,-,-,-,-,2,7,1,2,-,-,-
19640128-0,Tuesday,28-JAN-1964,15:00,C1, En route (ENR),"near Vogelsberg village, Thüringen",Germany,3,3, Damaged beyond repair,-,North American CT-39A Sabreliner,2,Pratt & Whitney JT12A-6A Turbo Wasp,1962,-,-, 62-4448, 276-1,USAF,Military,-,Wiesbaden-Erbenheim (Y-80) Air Base,WIE,ETOU,Germany,-,-,-,-,3,0,3,0,-,-,-
19640128-1,Tuesday,28-JAN-1964,-,U1, Unknown (UNK),at an unknown location,Colombia,-,-, Damaged beyond repair,-,Douglas C-47 (DC-3),-,-,-,-,-, FAC-658,-,Colombian AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19640129-0,Wednesday,29-JAN-1964,08:30,A1, Unknown (UNK),"Belém, PA",Brazil,6,1, Damaged beyond repair,-,Consolidated C-10A Catalina (PBY-5A),-,-,-,-,-, 6508, 1819,Brazilian AF,Military,-,-,-,-,-,-,-,-,-,6,0,1,0,-,-,-
19640203-0,Monday,03-FEB-1964,-,A1, Approach (APR),near Ankara-Esenboga,Turkey,3,3, Damaged beyond repair,-,Douglas C-47A-5-DK (DC-3),2,Pratt & Whitney R-1830-92,1944,-,-, TC-ETI, 12319,THY,Cargo,-,Istanbul-Yesilköy Airport,IST,LTBA,Turkey,Ankara-Esenboga Airport,ESB,LTAC,Turkey,3,0,3,0,-,-,-
19640204-0,Tuesday,04-FEB-1964,-,A1, Unknown (UNK),near Yacuiba Airport (BYC),Bolivia,29,2, Damaged beyond repair,-,Douglas C-47A-65-DL (DC-3),2,Pratt & Whitney R-1830-92,1943,-,-, CP-568, 19024,LAB,International Scheduled Passenger,-,Yacuiba Airport,BYC,SLYA,Bolivia,Salta Airport,SLA,SASA,Argentina,3,26,-,-,-,-,-
19640206-0,Thursday,06-FEB-1964,08:20,A1, En route (ENR),"near São Sebastião, SC",Brazil,3,2, Damaged beyond repair,-,Douglas DC-3A-228C,2,Pratt & Whitney R-1830,1940,-,-, PT-ATP, 2197,Perdigao SA Comercio y Industria,Cargo,-,São Paulo-Congonhas Airport,CGH,SBSP,Brazil,Videira Airport,VIA,SSVI,Brazil,3,0,2,0,-,-,-
19640206-1,Thursday,06-FEB-1964,07:50,A1, Approach (APR),"near Calverton, NY",United States of America,8,6, Damaged beyond repair,-,Douglas C-54Q (DC-4),-,-,-,-,-, 56522, 10833,US Navy,Military,-,Peru-Grissom AFB,GUS,KGUS,United States of America,-,-,-,-,-,-,-,-,-,-,-
19640207-0,Friday,07-FEB-1964,-,A1, Unknown (UNK),Unknown,Unknown country,-,-, Damaged beyond repair,-,Douglas C-47A-65-DL (DC-3),-,-,1943,-,-, 42-100631, 19094,USAF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19640208-0,Saturday,08-FEB-1964,-,A1, Unknown (UNK),La Paz-El Alto Airport (LPB),Bolivia,-,-, Damaged beyond repair,-,Consolidated C-87 Liberator Express,-,-,-,-,-, CP-575,-,Compañia Boliviana de Aviacion,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19640209-0,Sunday,09-FEB-1964,-,A1, Initial climb (ICL),"3,5 km (2.2 mls) NW of Dhzigda Airport",Russia,3,3, Damaged beyond repair,-,Antonov An-2,-,-,1954,-,6738.0, CCCP-55541, 14647303,Aeroflot / Far East,Ferry/positioning,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-
19640210-0,Monday,10-FEB-1964,-,A1, Unknown (UNK),"Mechuka, Uttar Pradesh",India,3,3, Damaged beyond repair,-,de Havilland Canada DHC-3 Otter,-,-,-,-,-, registration unknown,-,Indian AF,Military,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-
