identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19360114-0,Tuesday,14-JAN-1936,19:32,A1, En route (ENR),"Goodwin, AR",United States of America,17,17, Destroyed, Written off (damaged beyond repair),Douglas DC-2-120,-,-,1934,-,-, NC14274, 1307,American Airlines,Domestic Scheduled Passenger,Trip 1,Memphis Municipal Airport,MEM,KMEM,United States of America,Little Rock National Airport,LIT,KLIT,United States of America,3,14,3,14,-,-,Final
19360114-1,Tuesday,14-JAN-1936,-,A1, En route (ENR),near Tres Esquinas Air Base (TQS),Colombia,19,13, Damaged beyond repair,-,Junkers Ju-52/3m,-,-,-,-,-, 624,-,Colombian AF,Military,-,Puerto Boyacá Airport,PYA,SKVL,Colombia,Tres Esquinas Air Base,TQS,SKTQ,Colombia,3,16,3,10,-,-,-
19360117-0,Friday,17-JAN-1936,-,A1, En route (ENR),NE of Cochabamba,Bolivia,13,13, Damaged beyond repair,-,Junkers Ju-52/3mce,-,-,-,-,-, unreg., 4018,LAB,Domestic Scheduled Passenger,-,Cochabamba-J Wilsterman Airport,CBB,SLCB,Bolivia,La Paz-El Alto Airport,LPB,SLLP,Bolivia,3,10,3,10,-,-,-
19360228-0,Friday,28-FEB-1936,-,A1, Takeoff (TOF),Zürich-Dübendorf Airport,Switzerland,-,0, Damaged beyond repair,-,Douglas DC-2-115B,-,-,1934,-,-, HB-ITI, 1321/F4,Swissair,International Scheduled Passenger,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19360305-0,Thursday,05-MAR-1936,-,A1, En route (ENR),near Zigong,China,6,0, Damaged beyond repair,-,Ford 5-AT-D Tri-Motor,3,Pratt & Whitney R-1340 Wasp,1933,-,-, 27, 5-AT-115,CNAC,Domestic Scheduled Passenger,-,Chongqing-Jiangbei International Airport,CKG,ZUCK,China,Guiyang Airport,KWE,ZUGY,China,-,-,0,0,-,-,-
19360316-0,Monday,16-MAR-1936,-,A1, En route (ENR),Saualpe,Austria,5,0, Damaged beyond repair,-,Junkers Ju-52/3m,-,-,-,-,393.0, OE-LAL, 5289,ÖLAG,International Scheduled Passenger,-,Graz-Thalerhof Airport,GRZ,LOWG,Austria,Klagenfurt Airport,KLU,LOWK,Austria,3,2,0,0,-,-,-
19360326-0,Thursday,26-MAR-1936,11:06,A1, En route (ENR),E of Amecameca de Juárez,Mexico,14,14, Damaged beyond repair,-,Ford 5-AT-B Tri-Motor,3,Pratt & Whitney R-1340 Wasp,1928,-,-, X-ABCO, 5-AT-012,Mexicana,Int'l Non Scheduled Passenger,-,Mexico City-Central Airport,MEX,MMMX,Mexico,Guatemala City-La Aurora Airport,GUA,MGGT,Guatemala,4,10,4,10,-,-,-
19360331-0,Tuesday,31-MAR-1936,14:15,A1, En route (ENR),Nanking Airport (NKG),China,2,0, Damaged beyond repair,-,Ford 5-AT-D Tri-Motor,3,Pratt & Whitney R-1340 Wasp,1933,-,-, 25, 5-AT-116,CNAC,Cargo,-,-,-,-,-,Nanjing Dajiaochang Airport,NKG,ZSNJ,China,2,0,0,0,-,-,-
19360407-0,Tuesday,07-APR-1936,10:20,A1, En route (ENR),"5 km (3.1 mls) SE of Fairchance, PA",United States of America,14,12, Damaged beyond repair,-,Douglas DC-2-112,-,-,1934,-,-, NC13721, 1247,TWA,Domestic Scheduled Passenger,   1,-,-,-,-,Pittsburgh-Allegheny County Airport,AGC,KAGC,United States of America,3,11,2,10,-,-,Final
19360411-0,Saturday,11-APR-1936,05:10,A2, Takeoff (TOF),Port of Spain,Trinidad and Tobago,25,3, Substantial, Repaired,Sikorsky S-42,-,-,1935,-,-, NC824M, 4202,Pan Am,International Scheduled Passenger,-,-,-,-,-,-,-,-,-,7,18,1,2,-,-,-
