identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19571128-0,Thursday,28-NOV-1957,-,A1, Landing (LDG),Norrköping Airport (NRK),Sweden,5,0, Damaged beyond repair,-,Douglas DC-6B,4,Pratt & Whitney R-2800,1953,-,-, SE-BDP, 43747/313,SAS,Training,-,Norrköping-Kungsängen Airport,NRK,ESSP,Sweden,Norrköping-Kungsängen Airport,NRK,ESSP,Sweden,5,0,0,0,-,-,-
19571128-1,Thursday,28-NOV-1957,-,A1, Approach (APR),10 km (6.3 mls) from  Ankara-Esenboga Airport (ESB),Turkey,8,3, Destroyed, Written off (damaged beyond repair),Douglas C-124C Globemaster II,4,Pratt & Whitney R-4360-20WA,-,-,-, 52-0995, 43904,USAF,Military,-,Tripoli-Wheelus Air Base,MJI,HLLM,Libya,Ankara-Esenboga Airport,ESB,LTAC,Turkey,8,0,3,0,-,-,-
19571129-0,Friday,29-NOV-1957,-,A1, En route (ENR),65 km (40.6 mls) SE of Tindouf,Algeria,9,9, Damaged beyond repair,-,Nord 2501 Noratlas,2,Bristol Hercules 739,-,-,-, 26, 26,French AF,Military,-,-,-,-,-,Tindouf Airport,TIN,DAOF,Algeria,5,4,5,4,-,-,-
19571130-0,Saturday,30-NOV-1957,-,A1, Landing (LDG),Thorney Island RAF Station,United Kingdom,-,0, Damaged beyond repair,-,Handley Page Marathon T.2,-,-,-,-,-, XA273, 126,RAF,Military,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19571202-0,Monday,02-DEC-1957,-,A1, Landing (LDG),Helsinki-Vantaa Airport (HEL),Finland,21,0, Damaged beyond repair,-,Ilyushin Il-14M,-,-,-,-,-, CCCP-L1657, 146001027,Aeroflot / Moscow,International Scheduled Passenger,-,-,-,-,-,Helsinki-Vantaa Airport,HEL,EFHK,Finland,5,16,0,0,-,-,-
19571206-0,Friday,06-DEC-1957,18:00,A1, Landing (LDG),Paris-Orly Airport (ORY),France,6,0, Damaged beyond repair,-,Lockheed L-1049G Super Constellation,-,-,-,-,3075.0, F-BHMK, 4670,Air France,Training,-,Paris-Orly Airport,ORY,LFPO,France,Paris-Orly Airport,ORY,LFPO,France,6,0,0,0,-,-,-
19571207-0,Saturday,07-DEC-1957,-,A1, Unknown (UNK),Fezzan,Libya,6,6, Damaged beyond repair,-,Scottish Aviation Twin Pioneer 1,2,Alvis Leonides 514,1956,-,564.0, G-AOEO, 503,Scottish Airlines,Demonstration,-,-,-,-,-,Tripoli-Idris Airport,TIP,HLLT,Libya,2,4,2,4,-,-,-
19571208-0,Sunday,08-DEC-1957,16:45,A1, En route (ENR),"25 km (15.6 mls) SE of Bolivar, BA",Argentina,61,61, Damaged beyond repair,-,Douglas DC-4,4,Pratt & Whitney R-2000-13,1944,-,-, LV-AHZ, 27227,Aerolineas Argentinas,Domestic Scheduled Passenger,AR670,Buenos Aires/Ezeiza-Ministro Pistarini Airport,EZE,SAEZ,Argentina,San Carlos de Bariloche International Airport,BRC,SAZS,Argentina,6,55,6,55,-,-,Final
19571210-0,Tuesday,10-DEC-1957,-,A1, Unknown (UNK),"Jeannine Lake, QC",Canada,3,3, Damaged beyond repair,-,Douglas C-47A-30-DK (DC-3C),-,-,1944,-,-, CF-GKV, 25282/13837,Northern Wings,Cargo,-,Sept-Îles Airport,YZV,CYZV,Canada,-,-,-,-,2,1,2,1,-,-,-
19571210-1,Tuesday,10-DEC-1957,-,A1, Landing (LDG),Topcliffe RAF Station,United Kingdom,-,0, Damaged beyond repair,-,Handley Page Marathon T.2,-,-,1949,-,-, XA250, 102,RAF,Military,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
