identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
20040712-0,Monday,12-JUL-2004,07:15,A1, En route (ENR),"54 km (33.8 mls) S off  Beef Island, British Virgin Islands [Caribbean Sea]",Atlantic Ocean,2,1, Damaged beyond repair,-,Convair CV-440,2,Pratt & Whitney R-2800,1956,-,45750.0, N4826C, 391,Dodita Air Cargo,Cargo,-,San Juan-Luis Muñoz Marín International Airport,SJU,TJSJ,Puerto Rico,Sint Maarten-Juliana Airport,SXM,TNCM,Sint Maarten,2,0,1,0,-,-,Final
20040712-1,Monday,12-JUL-2004,23:00,A1, Landing (LDG),"Fort Vermilion Airport, AB",Canada,5,0, Substantial, Written off (damaged beyond repair),Beechcraft 100 King Air,2,Pratt & Whitney Canada PT6A-28,1970,-,-, C-FQOV, B-38,Little Red Air Service,Ambulance,  913M,Grande Prairie Airport,YQU,CYQU,Canada,-,-,-,-,2,3,0,0,-,-,Preliminary - official
20040713-0,Tuesday,13-JUL-2004,19:20,A1, Landing (LDG),Nevis-Newcastle Airport (NEV),St. Kitts and Nevis,4,0, Damaged beyond repair,-,Learjet 35A,2,Garrett TFE731-2-2B,1981,-,9899.0, N829CA, 35A-459,Aviation Jet Charters,Ambulance,-,Sint Maarten-Juliana Airport,SXM,TNCM,Sint Maarten,Nevis-Newcastle Airport,NEV,TKPN,St. Kitts and Nevis,2,2,0,0,-,-,Final
20040716-0,Friday,16-JUL-2004,13:24,A1, Landing (LDG),Østre Æra Airport,Norway,2,0, Damaged beyond repair,-,Antonov An-28,2,Glushenkov TVD-10B,1991,-,-, YL-KAB, 1AJ009-15,Rigas Aeroklubs,Parachuting,-,-,-,-,-,-,-,-,-,2,0,0,0,-,-,Final
20040719-0,Monday,19-JUL-2004,11:37,A1, Landing (LDG),"Fort Lauderdale-Executive Airport, FL (FXE)",United States of America,2,0, Substantial, Written off (damaged beyond repair),Learjet 55,2,Garrett TFE731-3,1984,-,6318.0, N55LF, 55-112,Hop-A-Jet Inc,Ferry/positioning,-,Fort Lauderdale International Airport,FLL,KFLL,United States of America,Fort Lauderdale-Executive Airport,FXE,KFXE,United States of America,2,0,0,0,-,-,Final
20040721-0,Wednesday,21-JUL-2004,19:33,A1, Takeoff (TOF),Mexico City-Juarez International Airport (MEX),Mexico,56,0, Damaged beyond repair,-,McDonnell Douglas DC-9-14,2,Pratt & Whitney JT8D-7A,1967,102000.0,96300.0, XA-BCS, 47043/88,Aero California,Domestic Scheduled Passenger, 706,Mexico City-Benito Juárez International Airport,MEX,MMMX,Mexico,Durango-Guadalupe Victoria Airport,DGO,MMDO,Mexico,4,52,0,0,-,-,Preliminary
20040723-0,Friday,23-JUL-2004,09:30,A1, Landing (LDG),El Jaguey,El Salvador,-,0, Damaged beyond repair,-,Basler BT-67 Turbo 67 (DC-3T),2,Pratt & Whitney Canada PT6A-67R,1944,-,-, FAS117, 13964/25409,Salvadorian AF,Military,-,-,-,-,-,-,-,-,-,-,24,0,0,-,-,-
20040724-0,Saturday,24-JUL-2004,-,A1, Landing (LDG),near Punto Fijo,Venezuela,-,0, Damaged beyond repair,-,Beechcraft 300 Super King Air 350,-,-,1998,-,-, YV-910CP, FL-206,Wyngs Aviation,Illegal Flight,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
20040725-0,Sunday,25-JUL-2004,00:28,A2, Landing (LDG),Istanbul-Atatürk Airport (IST),Turkey,108,0, Substantial, Repaired,Fokker 100,2,Rolls-Royce Tay 650-15,1992,-,-, TC-IEC, 11410,Inter Airlines,Int'l Non Scheduled Passenger,-,Düsseldorf Airport,DUS,EDDL,Germany,Istanbul-Atatürk International Airport,IST,LTBA,Turkey,6,102,0,0,-,-,Preliminary
20040726-0,Monday,26-JUL-2004,-,H2, En route (ENR),Zhengzhou Airport (CGO),China,108,0, None,-,Boeing 737,-,-,-,-,-, registration unknown,-,Air China,Domestic Scheduled Passenger,1343,Beijing-Capital Airport,PEK,ZBAA,China,Changsha-Huanghua Airport,CSX,ZGHA,China,-,-,0,0,-,-,Preliminary
20040728-0,Wednesday,28-JUL-2004,13:30,A1, Landing (LDG),Mexicali Airport (MXL),Mexico,6,0, Damaged beyond repair,-,Rockwell Sabreliner 60,-,-,1976,-,-, XC-PFN, 306-111,Mexican Federal Police,Executive,-,Tijuana-Rodriguez Airport,TIJ,MMTJ,Mexico,Mexicali Airport,MXL,MMML,Mexico,2,4,0,0,-,-,-
