identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19830608-0,Wednesday,08-JUN-1983,-,A1, Unknown (UNK),"Siddipet, Bussapur Medak",India,-,3, Damaged beyond repair,-,de Havilland Canada DHC-4A Caribou,-,-,-,-,-, M-933, 266,Indian AF,Military,-,-,-,-,-,-,-,-,-,-,-,3,0,-,-,-
19830608-1,Wednesday,08-JUN-1983,-,A1, Landing (LDG),Trinidad Airport (TDD),Bolivia,-,5, Damaged beyond repair,-,Douglas VC-54Q (DC-4),-,-,1945,-,-, CP-1404, 10576,Frigorifico Reyes,Domestic Non Scheduled Passenger,-,La Paz-El Alto Airport,LPB,SLLP,Bolivia,-,-,-,-,-,-,3,2,-,-,-
19830608-2,Wednesday,08-JUN-1983,13:55,A2, En route (ENR),"near Cold Bay Airport, AK (CDB)",United States of America,15,0, Substantial, Repaired,Lockheed L-188C Electra,4,Allison 501-D13,1959,-,32994.0, N1968R, 2007,Reeve Aleutian Airways,Domestic Scheduled Passenger,8,Cold Bay Airport,CDB,PACD,United States of America,Seattle/Tacoma International Airport,SEA,KSEA,United States of America,5,10,0,0,-,-,Final
19830609-0,Thursday,09-JUN-1983,08:15,A1, Approach (APR),near Puerto Maldonado,Peru,-,8, Damaged beyond repair,-,Lockheed L-100-20 Hercules,4,Allison 501-D22A,1976,-,-, FAP-383, 4708,Peruvian AF,Military,-,Lima-Callao International Airport,LIM,SPIM,Peru,Puerto Maldonado Airport,PEM,SPTU,Peru,-,-,-,-,-,1,-
19830611-0,Saturday,11-JUN-1983,17:33,A2, Landing (LDG),"Chicago-O'Hare International Airport, IL (ORD)",United States of America,142,0, Substantial, Repaired,Boeing 727-222A,-,-,1978,-,14777.0, N7273U, 21420/1377,United Airlines,Domestic Scheduled Passenger,-,Chicago-O'Hare International Airport,ORD,KORD,United States of America,Tampa International Airport,TPA,KTPA,United States of America,7,135,0,0,-,-,Final
19830614-0,Tuesday,14-JUN-1983,-,H2, En route (ENR),Havana-José Martí International Airport (HAV),Cuba,95,0, None,-,Airbus A300B4,-,-,-,-,-, registration unknown,-,Eastern Air Lines,Domestic Scheduled Passenger,EA414,Miami International Airport,MIA,KMIA,United States of America,New York-La Guardia Airport,LGA,KLGA,United States of America,-,-,0,0,-,-,-
19830615-0,Wednesday,15-JUN-1983,-,A1, Unknown (UNK),near Kharkov,Ukraine,-,-, Damaged beyond repair,-,Antonov An-8,-,-,1959,4971.0,6803.0, CCCP-69336, 9340310,MOM/Kirov,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19830616-0,Thursday,16-JUN-1983,04:00,A1, En route (ENR),"Kauai, HI",United States of America,14,14, Damaged beyond repair,-,Lockheed P-3B Orion,-,-,1965,-,-, 152720, 185-5160,US Navy,Military,-,-,-,-,-,-,-,-,-,14,0,14,0,-,-,-
19830617-0,Friday,17-JUN-1983,-,A1, En route (ENR),"near Gali, Abkhazia",Georgia,-,0, Damaged beyond repair,-,Tupolev Tu-134A,-,-,1970,11029.0,17870.0, CCCP-65657, 0351103,Aeroflot / Armenia,Unknown,-,Lviv-Snilow Airport,LWO,UKLL,Ukraine,Yerevan Airport,EVN,UDYZ,Armenia,-,-,0,0,-,-,-
19830621-1,Tuesday,21-JUN-1983,-,A1, Unknown (UNK),5 km (3.1 mls) from  Bamako,Mali,7,7, Damaged beyond repair,-,de Havilland Canada DHC-6 Twin Otter 300,2,Pratt & Whitney Canada PT6A-27,1973,-,-, TZ-ACH, 394,Air Mali,Domestic Scheduled Passenger,-,-,-,-,-,-,-,-,-,2,5,2,5,-,-,-
