identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
20120109-0,Monday,09-JAN-2012,07:20,A2, Landing (LDG),Guayaramerin Airport (GYA),Bolivia,21,0, Substantial,-,Xian MA60,-,-,2007,-,-, FAB-96, 0503,TAM,Military,-,Riberalta-Gen Buech Airport,RIB,SLRI,Bolivia,Guayaramerín Airport,GYA,SLGY,Bolivia,5,16,0,0,-,-,Preliminary
20120112-0,Thursday,12-JAN-2012,19:55,A1, Takeoff (TOF),Kichwa Tembo Airstrip,Kenya,6,0, Substantial,-,Let L-410UVP-E9,2,Walter M-601E,1989,-,-, 5Y-BSA, 892323,Blue Sky Aviation,Domestic Scheduled Passenger,-,-,-,-,-,-,-,-,-,2,4,0,0,-,-,Preliminary - official
20120118-0,Wednesday,18-JAN-2012,17:11,A2, En route (ENR),near Kitakojima Island,Japan,9,0, Substantial, Repaired,de Havilland Canada DHC-8-315Q MPA,-,-,2007,-,2858.0, JA720A, 651,Japan Coast Guard,Survey/research,-,Okinawa-Naha Airport,OKA,ROAH,Japan,Ishigaki Airport,ISG,ROIG,Japan,9,0,0,0,-,-,Final
20120124-0,Tuesday,24-JAN-2012,08:28,A1, Landing (LDG),Kandahar Airport (KDH),Afghanistan,91,0, Substantial, Written off (damaged beyond repair),McDonnell Douglas DC-9-83 (MD-83),2,Pratt & Whitney JT8D-219,1989,-,-, EC-JJS, 49793/1656,Swiftair,International Scheduled Passenger, 094,Dubai Airport,DXB,OMDB,United Arab Emirates,Kandahar Airport,KDH,OAKN,Afghanistan,5,86,0,0,-,-,Final
20120124-1,Tuesday,24-JAN-2012,-,O1, Standing (STD),"Providence-Theodore Francis Greene State Airport, RI (PVD)",United States of America,-,0, Substantial, Written off (damaged beyond repair),Canadair CL-600-2B19 Regional Jet CRJ-200ER,2,General Electric CF34-3B1,2001,-,-, N8524A, 7524,Pinnacle Airlines,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,Preliminary
20120130-0,Monday,30-JAN-2012,08:45,A1, Approach (APR),10 km (6.3 mls) from  Namoya,Democratic Republic of the Congo,5,3, Damaged beyond repair,-,Antonov An-28,-,-,1989,-,-, 9Q-CUN, 1AJ006-11,TRACEP-Congo Aviation,Cargo,-,Bukavu-Kamenbe Airport,BKY,FZMA,Democratic Republic of the Congo,-,-,-,-,2,3,2,1,-,-,Preliminary
20120205-0,Sunday,05-FEB-2012,09:03,A1, Landing (LDG),Sendai Airport (SDJ),Japan,166,0, Substantial,-,Airbus A320-211,2,CFMI CFM56-5A1,1990,-,43423.0, JA8384, 151,All Nippon,Domestic Scheduled Passenger, 731,Osaka-Itami Airport,ITM,RJOO,Japan,Sendai Airport,SDJ,RJSS,Japan,6,160,0,0,-,-,Final
20120209-0,Thursday,09-FEB-2012,12:08,A2, Landing (LDG),Male International Airport (MLE),Maldives,12,0, Substantial, Repaired,de Havilland Canada DHC-6 Twin Otter 200,2,Pratt & Whitney Canada PT6A-20,1968,-,-, 8Q-MAT, 146,Maldivian Air Taxi,Domestic Scheduled Passenger,-,-,-,-,-,Malé International Airport,MLE,VRMM,Maldives,3,9,0,0,-,-,Preliminary - official
20120212-0,Sunday,12-FEB-2012,13:00,A1, Landing (LDG),Bukavu-Kavumu Airport (BKY),Democratic Republic of the Congo,12,4, Damaged beyond repair,-,Gulfstream G-IV,2,Rolls-Royce Tay 610-8,1989,-,-, N2SA, 1104,Trident Aviation Services,Executive,-,Goma Airport,GOM,FZNA,Democratic Republic of the Congo,Bukavu-Kavumu Airport,BKY,FZMA,Democratic Republic of the Congo,2,10,2,2,-,2,Preliminary
20120212-1,Sunday,12-FEB-2012,14:30,H2, En route (ENR),"Porto Alegre-Salgado Filho International Airport, RS (POA/SBPA)",Brazil,-,0, None, -,Airbus A320-232,2,IAE V2527-A5,2002,-,-, PR-MAR, 1888,TAM Brasil,International Scheduled Passenger,JJ8047,Montevideo-Carrasco Airport,MVD,SUMU,Uruguay,São Paulo-Guarulhos International Airport,GRU,SBGR,Brazil,-,-,0,0,-,-,Preliminary
20120213-0,Monday,13-FEB-2012,22:00,A1, Takeoff (TOF),"Brooksville-Hernando County Airport, FL",United States of America,3,0, Substantial, Written off (damaged beyond repair),Learjet 55,-,-,1982,-,-, N75LJ, 55-065,Jet ICU Air Ambulance Service,Ferry/positioning,-,-,-,-,-,Houston-William P. Hobby Airport,HOU,KHOU,United States of America,3,0,0,0,-,-,- (No safety board investigation)
20120213-1,Monday,13-FEB-2012,10:40,A2, Landing (LDG),Kalibo Airport (KLO),Philippines,142,0, Minor, Repaired,Airbus A320-214,2,CFMI CFM56-5B4/P,2004,-,-, RP-C3227, 2183,Airphil Express,Domestic Scheduled Passenger,969,Manila-Ninoy Aquino International Airport,MNL,RPLL,Philippines,Kalibo Airport,KLO,RPVK,Philippines,7,135,0,0,-,-,Final
20120213-2,Monday,13-FEB-2012,11:08,A1, Takeoff (TOF),Craiova Airport (CRA),Romania,55,0, Substantial, Written off (damaged beyond repair),Saab 2000,2,Allison AE2100A,1996,-,-, YR-SBK, 033,Carpatair,Domestic Scheduled Passenger,V32385,Craiova Airport,CRA,LRCV,Romania,Timisoara Airport,TSR,LRTR,Romania,4,51,0,0,-,-,Final
20120214-0,Tuesday,14-FEB-2012,13:59,A2, Landing (LDG),London-Luton Airport (LTN),United Kingdom,148,0, Minor, Repaired,Airbus A319-111,2,CFMI CFM56-5B5/3,2010,-,-, G-EZFV, 4327,easyJet,International Scheduled Passenger,-,Faro Airport,FAO,LPFR,Portugal,London-Luton Airport,LTN,EGGW,United Kingdom,6,142,0,0,-,-,Final
20120217-0,Friday,17-FEB-2012,-,A1, Landing (LDG),"Tanay Airfield, Kemerovo Oblast",Russia,-,0, Substantial, Written off (damaged beyond repair),Let L-410UVP,-,-,1984,-,-, RF-01152, 841213,DOSAAF,Training,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,Preliminary
20120217-1,Friday,17-FEB-2012,10:53,A1, Landing (LDG),Thandwe Airport (SNW),Myanmar,54,0, Substantial, Written off (damaged beyond repair),ATR 72-212A (ATR-72-500),2,Pratt & Whitney Canada PW127F,1998,-,-, XY-AIT, 543,Air KBZ,Domestic Scheduled Passenger, 243,Heho Airport,HEH,VYHH,Myanmar,Thandwe Airport,SNW,VYTD,Myanmar,4,50,0,0,-,-,Preliminary
20120221-0,Tuesday,21-FEB-2012,08:58,A1, Takeoff (TOF),"Key West NAS, FL (NQX)",United States of America,9,0, Substantial, Written off (damaged beyond repair),Lockheed CC-130H(T) Hercules,-,-,1991,-,12839.0, 130342, 5207,RCAF,Military,-,Key West NAS,NQX,KNQX,United States of America,Key West NAS,NQX,KNQX,United States of America,7,2,0,0,-,-,Final
20120228-0,Tuesday,28-FEB-2012,07:15,A1, Initial climb (ICL),"ca 0,2 km W of Manaus-Aeroclube de Flores Airport, AM",Brazil,1,1, Destroyed, Written off (damaged beyond repair),Cessna 208B Grand Caravan,1,Pratt & Whitney Canada PT6A-114A,1999,-,-, PT-PTB, 208B0766,CTA - Cleiton Taxi Aéreo,Ferry/positioning,-,-,-,-,-,Manaus-Eduardo Gomes International Airport,MAO,SBEG,Brazil,1,0,1,0,-,-,Final
20120301-0,Thursday,01-MAR-2012,18:58,A1, Approach (APR),ca 4 km E of Egelsbach Airport,Germany,5,5, Destroyed, Written off (damaged beyond repair),Cessna 750 Citation X,2,Rolls-Royce AE3007C1,2003,-,-, N288CX, 750-0219,Asia Today,Executive,-,Linz-Blue Danube Airport,LNZ,LOWL,Austria,-,-,-,-,2,3,2,3,-,-,Preliminary - official
20120302-0,Friday,02-MAR-2012,-,O1, Standing (STD),"Paulding Northwest Atlanta Airport, GA",United States of America,0,0, Damaged beyond repair,-,Cessna 650 Citation III,-,-,1984,-,-, N72EP, 650-0058,Jeffy Jet,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
20120304-0,Sunday,04-MAR-2012,-,O1, Standing (STD),Sana'a-Al Dalaimi Air Base (SAH),Yemen,0,0, Damaged beyond repair,-,Antonov An-26,-,-,-,-,-, 617, 12302,Yemen AF,Military,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
20120307-0,Wednesday,07-MAR-2012,-,H2, En route (ENR),El Obeid Airport (EBD),Sudan,-,0, None,-,Boeing 737-500 ?,-,-,-,-,-, registration unknown,-, Sudan Airways,Domestic Scheduled Passenger,-,Geneina Airport,EGN,HSCN,Sudan,Khartoum-Civil Airport,KRT,HSSS,Sudan,-,-,0,0,-,-,Preliminary
20120308-0,Thursday,08-MAR-2012,17:57,A2, Landing (LDG),Isle Of Man-Ronaldsway Airport (IOM),United Kingdom,14,0, Substantial, Repaired,British Aerospace 3102 Jetstream 31,2,Garrett TPE331-10UGR-516H,1987,-,-, G-CCPW, 785,Links Air,Domestic Scheduled Passenger, 309,Leeds/Bradford Airport,LBA,EGNM,United Kingdom,Isle Of Man-Ronaldsway Airport,IOM,EGNS,United Kingdom,2,12,0,0,-,-,Final
20120309-0,Friday,09-MAR-2012,11:30,A1, Landing (LDG),"Laguna Caballococha, Ramón Castilla, Loreto",Peru,11,0, Substantial, Written off (damaged beyond repair),de Havilland Canada DHC-6 Twin Otter 300,2,Pratt & Whitney Canada PT6A-27,1971,-,-, FAP-317, 324,Peruvian AF,Domestic Non Scheduled Passenger,-,Iquitos Airport,IQT,SPQT,Peru,-,-,-,-,3,8,0,0,-,-,Preliminary
20120309-1,Friday,09-MAR-2012,14:10,A1, Landing (LDG),Deadman's Cay Airport (LGI),Bahamas,-,0, Damaged beyond repair,-,Beechcraft 100 King Air,2,Pratt & Whitney Canada PT6A-28,1971,-,-, N70JL, B-87,Southern Air Charter,Passenger,-,Nassau-Lynden Pindling International Airport,NAS,MYNN,Bahamas,Deadman's Cay Airport,LGI,MYLD,Bahamas,-,-,0,0,-,-,Preliminary
