identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19310127-0,Tuesday,27-JAN-1931,-,A1, Landing (LDG),"Harrisburg, PA",United States of America,-,0, Damaged beyond repair,-,Ford 5-AT-B Tri-Motor,3,Pratt & Whitney R-1340 Wasp,1929,-,-, NC9647, 5-AT-021,TWA,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19310221-0,Saturday,21-FEB-1931,-,H2, Standing (STD),Arequipa Airport (AQP),Peru,-,0, None,-,Ford Tri-Motor,-,-,-,-,-, registration unknown,-,Panagra,Unknown,-,-,-,-,-,Arequipa-Rodríguez Ballón Airport,AQP,SPQU,Peru,-,-,0,0,-,-,-
19310331-0,Tuesday,31-MAR-1931,10:50,A1, En route (ENR),"6 km (3.8 mls) SW of Bazaar, KS",United States of America,8,8, Destroyed, Written off (damaged beyond repair),Fokker F.10A,3,Pratt & Whitney R-1340 Wasp,1929,-,1887.0, NC999E, 1063,TWA,Domestic Scheduled Passenger,TW599,-,-,-,-,-,-,-,-,2,6,2,6,-,-,-
19310401-0,Wednesday,01-APR-1931,-,A1, Landing (LDG),Ovalle Airport (OVL),Chile,7,0, Damaged beyond repair,-,Ford 5-AT-C Tri-Motor,3,Pratt & Whitney R-1340 Wasp,1929,-,-, NC8418, 5-AT-056,Panagra,Domestic Scheduled Passenger,-,-,-,-,-,Ovalle Airport,OVL,SCOV,Chile,-,-,0,0,-,-,-
19310417-0,Friday,17-APR-1931,14:00,A1, En route (ENR),"near Mohania, Bihar",India,4,0, Damaged beyond repair,-,Ford 5-AT-C Tri-Motor,3,Pratt & Whitney R-1340 Wasp,1930,-,-, CV-FAI, 5-AT-088,Private,Executive,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19310418-0,Saturday,18-APR-1931,-,A2, En route (ENR),Gex (Ain),France,6,0, Substantial, Repaired,Junkers F.24ko (G.24),-,-,-,-,-, D-896, 850,Deutsche Lufthansa,International Scheduled Passenger,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19310419-0,Sunday,19-APR-1931,-,A1, En route (ENR),16 km (10 mls) from  Kupang,Indonesia,2,0, Damaged beyond repair,-,de Havilland DH.66 Hercules,3,Bristol Jupiter VI,1926,-,-, G-EBMW, 236,Imperial Airways,Cargo,-,Surabaya Airport,SUB,WARR,Indonesia,Kupang-El Tari Airport,KOE,WATT,Indonesia,2,0,0,0,-,-,-
19310422-0,Wednesday,22-APR-1931,-,A1, Takeoff (TOF),London-Croydon Airport,United Kingdom,1,0, Destroyed, Written off (damaged beyond repair),Armstrong Whitworth Argosy II,3,Armstrong Siddeley Jaguar IVA,1928,-,-, G-AACH, AW.362,Imperial Airways,Training,-,-,-,-,-,-,-,-,-,1,0,0,0,-,-,-
19310429-0,Wednesday,29-APR-1931,-,A1, En route (ENR),"8 km (5 mls) N of Elyria, OH",United States of America,10,0, Damaged beyond repair,-,Ford 5-AT-C Tri-Motor,3,Pratt & Whitney R-1340 Wasp,1929,-,-, NC421H, 5-AT-081,National Air Transport,Domestic Scheduled Passenger,-,-,-,-,-,-,-,-,-,2,8,0,0,-,-,-
19310611-0,Thursday,11-JUN-1931,-,O1, Standing (STD),Malmö-Bulltofta (MMA),Sweden,0,0, Damaged beyond repair,-,Junkers G.24,-,-,1925,-,-, SE-AAG, 838,AB Aerotransport,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
