identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19390107-0,Saturday,07-JAN-1939,16:30,A1, Approach (APR),near Senlis,France,17,5, Damaged beyond repair,-,Douglas DC-2-115B,-,-,1934,-,-, HB-ITA, 1329/F7,Swissair,International Scheduled Passenger,-,Genève-Cointrin Airport,GVA,LSGG,Switzerland,Paris-Le Bourget Airport,LBG,LFPB,France,3,14,3,2,-,-,-
19390113-0,Friday,13-JAN-1939,21:15,A1, Takeoff (TOF),"Miles City Municipal Airport, MT (MLS)",United States of America,4,4, Damaged beyond repair,-,Lockheed 14-H Super Electra,-,-,1937,-,-, NC17389, 1408,Northwest Airlines,Domestic Scheduled Passenger,11.0,Miles City Municipal Airport,MLS,KMLS,United States of America,Billings Municipal Airport,BIL,KBIL,United States of America,2,2,2,2,-,-,-
19390113-1,Friday,13-JAN-1939,16:00,A1, En route (ENR),"Rio Bonito, RJ",Brazil,10,10, Damaged beyond repair,-,Junkers Ju-52/3mge,-,-,-,-,-, PP-CAY, 4042,Syndicato Condor,Domestic Scheduled Passenger,-,Vitória-Goiabeiras Airport,VIX,SBVT,Brazil,-,-,-,-,5,5,5,5,-,-,-
19390113-2,Friday,13-JAN-1939,-,A1, Landing (LDG),Lydda Airport (TLV),Israel,2,0, Damaged beyond repair,-,Fokker F.XVIII,3,Pratt & Whitney R-1340 Wasp C,1932,-,-, VQ-PAF, 5310,Commercial Aviation Company,Demonstration,-,Lydda Airport,TLV,LLBG,Israel,Lydda Airport,TLV,LLBG,Israel,2,0,0,0,-,-,-
19390117-0,Tuesday,17-JAN-1939,-,A1, En route (ENR),near Sumapaz,Colombia,4,4, Damaged beyond repair,-,Ford 5-AT-.  Tri-Motor,-,-,-,-,-, C-63, 5-AT-...,SCADTA,Survey/research,-,-,-,-,-,-,-,-,-,4,0,4,0,-,-,-
19390118-0,Wednesday,18-JAN-1939,-,A1, Takeoff (TOF),"near Katherine-Tindal Airport, NT (KTR)",Australia,4,4, Damaged beyond repair,-,Lockheed 14-H Super Electra,-,-,1938,-,-, VH-ABI, 1418,Guinea Airways,Passenger,-,Katherine-Tindal Airport,KTR,YPTN,Australia,Adelaide Airport,ADL,YPAD,Australia,-,-,-,-,-,-,-
19390121-0,Saturday,21-JAN-1939,13:10,A1, En route (ENR),"460 km (287.5 mls) SE off  Port Washington, Long Island, NY",Atlantic Ocean,13,3, Damaged beyond repair,-,Short S.23 Empire Flying Boat Mk II,4,Bristol Pegasus Xc,1936,-,-, G-ADUU, S.812,Imperial Airways,International Scheduled Passenger,-,-,-,-,-,-,-,-,-,5,8,1,2,-,-,-
19390124-2,Tuesday,24-JAN-1939,-,A1, Unknown (UNK),near Arrens,France,4,4, Damaged beyond repair,-,Junkers Ju-52/3m,-,-,-,-,-, registration unknown,-,German AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19390127-0,Friday,27-JAN-1939,12:13,A1, Approach (APR),near Köln-Butzweilerhof Airfield,Germany,6,6, Damaged beyond repair,-,Potez 62,2,Gnome-Rhône 14Kirs Mistral Major,-,-,-, F-ANPJ, 3926 / 4,Air France,International Scheduled Passenger,-,-,-,-,-,-,-,-,-,4,2,4,2,-,-,-
19390206-0,Monday,06-FEB-1939,-,O1, Standing (STD),Vilajuïga Airfield,Spain,-,-, Damaged beyond repair,-,Fokker F.XVIII,-,-,1932,-,-, BF, 5309,Spanish Republican AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
