identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19940524-3,Tuesday,24-MAY-1994,-,A1, Unknown (UNK),Oktyabrsky,Russia,-,-, Damaged beyond repair,-,Antonov An-2P,-,-,-,-,-, RA-07730, 1G159-05,Aeroflot,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19940526-0,Thursday,26-MAY-1994,-,H2, En route (ENR),unknown airport,Vietnam,-,0, None,-,unknown,-,-,-,-,-, registration unknown,-,Garuda,Int'l Non Scheduled Passenger,-,Batam-Hang Nadim Airport,BTH,WIDD,Indonesia,-,-,-,-,-,-,0,0,-,-,-
19940528-0,Saturday,28-MAY-1994,07:38,A1, Initial climb (ICL),near Villavicencio-La Vanguardia Airport (VVC),Colombia,29,7, Damaged beyond repair,-,Douglas DC-3A,-,-,1943,-,-, HK-2213, 11752,Transoriente Colombia,Domestic Scheduled Passenger,-,Villavicencio-La Vanguardia Airport,VVC,SKVV,Colombia,-,-,-,-,3,26,3,4,-,-,-
19940528-1,Saturday,28-MAY-1994,09:31,A2, Landing (LDG),Cúcuta-Camilo Daza Airport (CUC),Colombia,48,0, Substantial, Repaired,Fokker 50,2,Pratt & Whitney Canada PW127B,1993,-,-, PH-AVH, 20281,Avianca,Domestic Scheduled Passenger,AV438,Bucaramanga-Palo Negro Airport,BGA,SKBG,Colombia,Cúcuta-Camilo Daza Airport,CUC,SKCC,Colombia,4,44,0,0,-,-,Preliminary
19940530-0,Monday,30-MAY-1994,18:42,A1, Landing (LDG),"Waukegan Memorial Airport, IL (UGN)",United States of America,2,0, Substantial, Written off (damaged beyond repair),Hawker Siddeley HS-125-3A,2,Rolls-Royce Viper 522,1966,-,-, N900CD, 25111,DB Aviation,Ferry/positioning,-,Chicago-Executive Airport,PWK,KPWK,United States of America,Waukegan Memorial Airport,UGN,KUGN,United States of America,2,0,0,0,-,-,Final
19940606-1,Monday,06-JUN-1994,08:22,A1, En route (ENR),29 km (18.1 mls) SE of Xian-Xianyang International Airport (XIY),China,160,160, Destroyed, Written off (damaged beyond repair),Tupolev Tu-154M,3,Soloviev D-30KU-154-II,1986,6651.0,12507.0, B-2610, 86A740,China Northwest,Domestic Scheduled Passenger,WH2303,Xian-Xianyang International Airport,XIY,ZLXY,China,Guangzhou-Baiyun Airport,CAN,ZGGG,China,14,146,14,146,-,-,-
19940607-0,Tuesday,07-JUN-1994,-,H2, En route (ENR),Taipei,Taiwan,139,0, None,-,Boeing 737,-,-,-,-,-, registration unknown,-,China Southern,Domestic Scheduled Passenger,-,Fuzhou Yixu Airport,FOC,ZSFZ,China,Guangzhou-Baiyun Airport,CAN,ZGGG,China,-,-,0,0,-,-,-
19940613-0,Monday,13-JUN-1994,18:50,A1, Approach (APR),15 km (9.4 mls) W of Uruapan Airport (UPN),Mexico,9,9, Damaged beyond repair,-,Swearingen SA226-TC Metro II,-,-,1981,-,-, XA-SLU, TC-401,Aero Cuahonte,Domestic Scheduled Passenger,-,Lazaro Cardenas Airport,LZC,MMLC,Mexico,Uruapan Airport,UPN,MMPN,Mexico,2,7,2,7,-,-,-
19940618-0,Saturday,18-JUN-1994,12:20,A1, Approach (APR),Mount Kalora,Indonesia,12,12, Damaged beyond repair,-,Fokker F-27 Friendship 500F,-,-,1980,-,-, PK-MFI, 10597,Merpati Nusantara,Domestic Scheduled Passenger,-,Balikpapan-Sepingan Airport,BPN,WALL,Indonesia,Palu-Mutiara Airport,PLW,WAML,Indonesia,5,7,5,7,-,-,-
19940618-1,Saturday,18-JUN-1994,06:25,A1, Approach (APR),"1,5 km (0.9 mls) S of Washington-Dulles International Airport, DC (IAD)",United States of America,12,12, Destroyed, Written off (damaged beyond repair),Learjet 25D,2,General Electric CJ610-6,1977,5664.0,6118.0, XA-BBA, 25-223,TAESA,Domestic Non Scheduled Passenger,-,New Orleans-Lakefront Airport,NEW,KNEW,United States of America,Washington-Dulles International Airport,IAD,KIAD,United States of America,2,10,2,10,-,-,Final
