identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19781020-0,Friday,20-OCT-1978,10:33,A1, Maneuvering (MNV),"2,4 km (1.5 mls) SE of Vickery, OH",United States of America,3,3, Damaged beyond repair,-,Learjet 25,-,-,-,-,-, N100MK, 25-019,Kelco Aircraft,Training,-,-,-,-,-,-,-,-,-,3,0,3,0,-,-,Final
19781022-0,Sunday,22-OCT-1978,-,H2, En route (ENR),"Madrid, Lisbon",Unknown country,-,0, Unknown,-,Boeing 727-82C,-,-,1968,-,-, CS-TBO, 19968/660,TAP,Domestic Scheduled Passenger,-,Lisboa-Portela de Sacavém Airport,LIS,LPPT,Portugal,Faro Airport,FAO,LPFR,Portugal,7,-,0,0,-,-,-
19781022-1,Sunday,22-OCT-1978,-,A1, En route (ENR),off Bellona Island,Solomon Islands,11,11, Missing, Presumed damaged beyond repair,IRMA/Britten-Norman BN-2A Islander,-,-,1970,-,-, H4-AAC, 613,Solomon Islands Airlines,Domestic Scheduled Passenger,-,Bellona Airport,BNY,AGGB,Solomon Islands,Honiara-Henderson International Airport,HIR,AGGH,Solomon Islands,1,10,1,10,-,-,-
19781023-0,Monday,23-OCT-1978,19:41,A1, En route (ENR),24 km (15 mls) off  Emelyanovka [Gulf of Sivash],Ukraine,26,26, Damaged beyond repair,-,Antonov An-24B,-,-,1969,13457.0,15851.0, CCCP-46327, 97305504,Aeroflot / North Kavkaz,Domestic Scheduled Passenger,6515,Stavropol Airport,STW,URMT,Russia,Simferopol Airport,SIP,UKFF,Ukraine,5,21,5,21,-,-,-
19781024-0,Tuesday,24-OCT-1978,10:01,A1, Landing (LDG),"Las Vegas-McCarran International Airport, NV (LAS)",United States of America,2,0, Substantial, Written off (damaged beyond repair),Learjet 24D,-,-,1970,-,-, N37DH, 24-231,Qualitron Aero Services,Training,-,Las Vegas-McCarran International Airport,LAS,KLAS,United States of America,Las Vegas-McCarran International Airport,LAS,KLAS,United States of America,2,0,0,0,-,-,Final
19781025-0,Wednesday,25-OCT-1978,-,A1, Landing (LDG),Degahbur Airport (DGC),Ethiopia,13,0, Damaged beyond repair,-,Douglas C-47A-5-DK (DC-3),2,Pratt & Whitney R-1830-92,1944,-,-, ET-AGQ, 12278,Ethiopian Airlines,Cargo,-,-,-,-,-,Degahbur Airport,DGC,HADB,Ethiopia,4,9,0,0,-,-,-
19781026-0,Thursday,26-OCT-1978,15:30,A1, En route (ENR),"960 km (600 mls) E off  Petropavlovsk-Kamchatskiy, Russia",Pacific Ocean,15,5, Damaged beyond repair,-,Lockheed P-3C Orion,4,Allison T56-A14,1976,-,-, 159892, 285A-5643,US Navy,Military,-,Adak Naval Air Facility,ADK,PADK,United States of America,Adak Naval Air Facility,ADK,PADK,United States of America,15,0,5,0,-,-,-
19781104-0,Saturday,04-NOV-1978,-,U1, Unknown (UNK),"Bocaiúva, MG",Brazil,-,0, Damaged beyond repair,-,Embraer EMB-110C Bandeirante,-,-,1974,-,-, PT-TBF, 110018,Nordeste Linhas Aéreas,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19781105-0,Sunday,05-NOV-1978,-,A1, En route (ENR),"off Alexandria, Egypt",Mediterranean Sea,17,17, Damaged beyond repair,-,Douglas C-47B (DC-3),-,-,-,-,-, SU-AZM, 25851/14406,Nile Delta Air Services,Domestic Non Scheduled Passenger,-,Alexandria Airport,ALY,HEAX,Egypt,-,-,-,-,4,13,4,13,-,-,-
19781106-0,Monday,06-NOV-1978,19:30,A1, Takeoff (TOF),near Sakon Nakhon Airport (SNO),Thailand,-,5, Damaged beyond repair,-,Swearingen SA226-AT Merlin IVA,-,-,1977,-,-, L6-1/21, AT-062E,Thai AF,Military,-,Sakon Nakhon Airport,SNO,VTUI,Thailand,-,-,-,-,-,-,5,0,-,-,-
