identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19740101-0,Tuesday,01-JAN-1974,12:38,A1, Approach (APR),"3,7 km (2.3 mls) S of Torino Airport (TRN)",Italy,42,38, Destroyed, Written off (damaged beyond repair),Fokker F-28 Fellowship 1000,-,-,1969,10206.0,8712.0, I-TIDE, 11015,Itavia,Domestic Scheduled Passenger, 897,Bologna Airport,BLQ,LIPE,Italy,Torino-Caselle Airport,TRN,LIMF,Italy,4,38,3,35,-,-,-
19740102-0,Wednesday,02-JAN-1974,-,O1, Standing (STD),Antwerpen-Deurne Airport (ANR),Belgium,-,0, Damaged beyond repair,-,Douglas DC-6B,4,Pratt & Whitney R-2800,1954,-,-, OH-KDC, 44169/437,private,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19740103-0,Thursday,03-JAN-1974,-,H2, Unknown (UNK),Kingston,Jamaica,-,0, Unknown,-,McDonnell Douglas DC-9-32,-,-,-,-,-, registration unknown,-,Air Jamaica,Unknown,-,Kingston Airport,KIN,MKJP,Jamaica,-,-,-,-,-,-,0,0,-,-,-
19740104-0,Friday,04-JAN-1974,19:24,A1, En route (ENR),"Midland, TX",United States of America,2,2, Damaged beyond repair,-,North American Sabreliner 40,-,-,-,-,-, N34W, 282-47,Midwest Oil,Executive,-,-,-,-,-,-,-,-,-,2,0,2,0,-,-,Final
19740105-0,Saturday,05-JAN-1974,10:20,A1, Landing (LDG),Bogotá-Eldorado Airport (BOG),Colombia,5,0, Damaged beyond repair,-,Lockheed 18-56-23 Lodestar,-,-,1943,-,-, HK-1146, 18-2327,Aeropesca Colombia,Training,-,Bogotá-Eldorado Airport,BOG,SKBO,Colombia,Bogotá-Eldorado Airport,BOG,SKBO,Colombia,3,2,0,0,-,-,-
19740106-0,Sunday,06-JAN-1974,19:05,A1, Approach (APR),"Johnstown-Cambria County Airport, PA (JST)",United States of America,17,12, Damaged beyond repair,-,Beechcraft 99A Airliner,2,Pratt & Whitney Canada PT6A-27,1969,-,7503.0, N125AE, U-125,Air East,Domestic Scheduled Passenger, 317,Pittsburgh International Airport,PIT,KPIT,United States of America,Johnstown-Cambria County Airport,JST,KJST,United States of America,2,15,1,11,-,-,Final
19740106-1,Sunday,06-JAN-1974,15:25,A1, Approach (APR),Mukachevo,Ukraine,24,24, Damaged beyond repair,-,Antonov An-24B,-,-,1970,8083.0,9280.0, CCCP-46357, 07305807,Aeroflot / Ukraine,Domestic Scheduled Passenger,-,Ivano-Frankovsk Airport,IFO,UKLI,Ukraine,Uzhgorod Airport,UDJ,UKLU,Ukraine,6,18,6,18,-,-,-
19740106-2,Sunday,06-JAN-1974,-,A1, En route (ENR),Unduavi,Bolivia,4,4, Damaged beyond repair,-,Curtiss C-46F-1-CU Commando,-,-,1945,-,-, CP-990, 22490,SAB,Cargo,-,San Borja-Capitan G.Q. Guardia Airport,SRJ,SLSB,Bolivia,La Paz-El Alto Airport,LPB,SLLP,Bolivia,3,1,3,1,-,-,-
19740107-0,Monday,07-JAN-1974,-,A1, Approach (APR),near Vitebsk Airport (VTB),Russia,31,26, Damaged beyond repair,-,Antonov An-12BP,-,-,-,-,-, registration unknown,-,Soviet AF,Military,-,Pskov Airport,PKV,ULOO,Russia,Vitebsk Airport,VTB,UMII,Belarus,-,-,-,-,-,-,-
19740108-0,Tuesday,08-JAN-1974,-,A1, Approach (APR),Vila Cabral Airport (VXC),Mozambique,-,0, Damaged beyond repair,-,Douglas VC-47B (DC-3),-,-,1943,-,-, 6162, 25579/14134,Portuguese AF,Military,-,Mueda Airport,MUD,FQMD,Mozambique,Vila Cabral Airport,VXC,FQLC,Mozambique,-,-,0,0,-,-,-
19740109-0,Wednesday,09-JAN-1974,16:40,A1, En route (ENR),34 km (21.3 mls) NNW of Florencia,Colombia,32,32, Destroyed, Written off (damaged beyond repair),Hawker Siddeley HS-748-260 Srs. 2A,-,-,1971,-,-, FAC-1103, 1704,SATENA,Domestic Scheduled Passenger,-,Florencia-Gustavo Artunduaga Paredes Airport,FLA,SKFL,Colombia,Bogotá-Eldorado Airport,BOG,SKBO,Colombia,3,29,3,29,-,-,-
19740110-0,Thursday,10-JAN-1974,-,A1, En route (ENR),between Santa Rosa and La Paz,Bolivia,24,24, Missing, Presumed damaged beyond repair,Douglas DC-4,-,-,-,-,-, TAM-52,-,TAM,Domestic Non Scheduled Passenger,-,Santa Rosa Airport,SRB,SLSR,Bolivia,La Paz-El Alto Airport,LPB,SLLP,Bolivia,3,21,3,21,-,-,-
19740111-0,Friday,11-JAN-1974,-,A1, Approach (APR),"near Placida, FL",United States of America,2,1, Damaged beyond repair,-,Lockheed 18 Learstar,-,-,1943,-,-, N711FN, 18-2583,Florida Airways International,Illegal Flight,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19740114-0,Monday,14-JAN-1974,20:00,A1, Approach (APR),"near Pompano Beach, FL",United States of America,3,3, Damaged beyond repair,-,Lockheed 18-56-24 Lodestar,-,-,1943,-,-, N2375, 18-2455,Air Caribbean,Illegal Flight,-,-,-,-,-,-,-,-,-,2,1,2,1,-,-,-
19740115-0,Tuesday,15-JAN-1974,06:00,A1, Approach (APR),"Oklahoma City, OK",United States of America,2,2, Damaged beyond repair,-,North-American-Rockwell Sabreliner 40A,-,-,-,-,-, N5565, 282-119,Kerr-McGee Corp,Executive,-,Corpus Christi International Airport,CRP,KCRP,United States of America,Oklahoma City-Will Rogers Airport,OKC,KOKC,United States of America,2,0,2,0,-,-,Final
19740116-0,Wednesday,16-JAN-1974,01:35,A1, Landing (LDG),"Los Angeles International Airport, CA (LAX)",United States of America,63,0, Damaged beyond repair,-,Boeing 707-131B,4,Pratt & Whitney JT3D-,1962,-,38876.0, N757TW, 18395/309,TWA,Domestic Scheduled Passenger,TW701,New York-John F. Kennedy International Airport,JFK,KJFK,United States of America,Los Angeles International Airport,LAX,KLAX,United States of America,7,56,0,0,-,-,Final
19740117-0,Thursday,17-JAN-1974,-,U1, Unknown (UNK),unknown,Unknown country,-,-, Damaged beyond repair,-,Douglas C-47 (DC-3),-,-,-,-,-, 7251,-,Republic of China AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19740117-2,Thursday,17-JAN-1974,13:15,A1, En route (ENR),near Chigorodó,Colombia,12,12, Damaged beyond repair,-,Douglas DC-3A-191,2,Pratt & Whitney R-1830,1937,-,-, HK-1216, 1905,Cessnyca,Domestic Scheduled Passenger,-,Chigorodó Airport,IGO,SKIG,Colombia,Medellín-Enrique Olaya Herrera Airport,EOH,SKMD,Colombia,3,9,3,9,-,-,-
19740118-0,Friday,18-JAN-1974,18:45,A1, Landing (LDG),"Fort Worth-Meacham Field, TX (FTW)",United States of America,2,0, Damaged beyond repair,-,Dassault Falcon 20C,-,-,1966,-,-, N7824M, 42,Cauble Enterprises,Executive,-,-,-,-,-,Fort Worth-Meacham Field,FTW,KFTW,United States of America,2,0,0,0,-,-,Final
19740118-1,Friday,18-JAN-1974,-,A1, Unknown (UNK),20 km (12.5 mls) SE of Chaitén,Chile,-,0, Damaged beyond repair,-,Douglas C-47B-1-DL (DC-3),-,-,1944,-,-, 960, 20750,Chilean AF,Military,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19740119-0,Saturday,19-JAN-1974,-,A1, Landing (LDG),Laja Airport,Bolivia,-,0, Damaged beyond repair,-,Douglas C-47A-1-DK (DC-3),-,-,1943,-,-, TAM-30, 11920,TAM,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19740121-0,Monday,21-JAN-1974,-,A1, Landing (LDG),"Broome Airport, WA (BME)",Australia,16,0, Damaged beyond repair,-,Douglas C-47A-85-DL (DC-3),2,Pratt & Whitney R-1830-92,1944,-,-, PK-GDC, 20041,Trans Nusantara,Int'l Non Scheduled Passenger,-,-,-,-,-,Broome Airport,BME,YBRM,Australia,4,12,0,0,-,-,-
19740121-1,Monday,21-JAN-1974,-,H2, En route (ENR),Havana-Rancho Boyeros Airport (HAV),Cuba,52,0, Unknown,-,Vickers 745D Viscount,4,Rolls-Royce Dart 510,1957,-,-, HK-1319, 232,Aeropesca Colombia,Domestic Scheduled Passenger,-,Pasto-Antonio Nariño Airport,PSO,SKPS,Colombia,Popayán-Guillermo León Valencia Airport,PPN,SKPP,Colombia,5,47,0,0,-,-,-
19740122-0,Tuesday,22-JAN-1974,-,A1, Approach (APR),"Yegorlykskaya District,Rostov Region",Russia,2,2, Damaged beyond repair,-,Antonov An-2R,-,-,1965,19860.0,5558.0, CCCP-33225, 1G57-28,Aeroflot / North Kavkaz,Agricultural,-,-,-,-,-,-,-,-,-,2,0,2,0,-,-,-
19740124-0,Thursday,24-JAN-1974,-,A1, Approach (APR),near Sarakawa,Togo,5,4, Damaged beyond repair,-,Douglas C-47A-35-DL (DC-3),2,Pratt & Whitney R-1830-92,1943,-,-, 5V-MAG, 9803,Togo AF,Official state flight,-,Lome Airport,LFW,DXXX,Togo,-,-,-,-,1,4,1,3,-,-,-
19740125-0,Friday,25-JAN-1974,-,A1, En route (ENR),2 km (1.3 mls) from  Rostov,Russia,4,4, Damaged beyond repair,-,Antonov An-24B,-,-,1967,-,-, CCCP-46277, 77303610,Aeroflot / Privolzhsk,Ferry/positioning,-,Rostov Airport,ROV,URRR,Russia,-,-,-,-,4,0,4,0,-,-,-
19740125-1,Friday,25-JAN-1974,-,O1, Standing (STD),Stockholm-Arlanda Airport (ARN),Sweden,-,0, Damaged beyond repair,-,Sud Aviation SE-210 Caravelle III,-,-,1959,-,30878.0, OY-KRA,   6,SAS,International Scheduled Passenger,-,København-Kastrup Airport,CPH,EKCH,Denmark,Stockholm-Arlanda Airport,ARN,ESSA,Sweden,-,-,0,0,-,-,-
19740126-0,Saturday,26-JAN-1974,07:30,A1, Takeoff (TOF),Izmir-Cumaovasi Airport (ADB),Turkey,73,66, Damaged beyond repair,-,Fokker F-28 Fellowship 1000,-,-,1972,3133.0,2269.0, TC-JAO, 11057,THY,Domestic Scheduled Passenger, 301,-,-,-,-,Istanbul-Yesilköy Airport,IST,LTBA,Turkey,5,68,4,62,-,-,-
19740128-0,Monday,28-JAN-1974,-,O1, Standing (STD),"Carp Airport, ON (YRP)",Canada,0,0, Damaged beyond repair,-,de Havilland Canada DHC-6 Twin Otter 300,2,Pratt & Whitney Canada PT6A-27,1969,-,-, CF-DIJ, 268,Bradley Air Services,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
