identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19350123-0,Wednesday,23-JAN-1935,-,A1, Unknown (UNK),"Atlanta, GA",United States of America,-,-, Damaged beyond repair,-,Curtiss T-32 Condor II,-,-,-,-,-, NC12376, 37,Eastern Air Transport,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19350131-0,Thursday,31-JAN-1935,19:00,A1, En route (ENR),near Szczecin,Poland,11,11, Damaged beyond repair,-,Junkers Ju-52/3mge,-,-,-,-,-, D-AREN, 4051,Deruluft,International Scheduled Passenger,-,-,-,-,-,-,-,-,-,3,8,3,8,-,-,-
19350406-0,Saturday,06-APR-1935,15:18,A1, En route (ENR),15 km (9.4 mls) E of Brilon,Germany,7,7, Destroyed, Written off (damaged beyond repair),Fokker F.XII,3,Pratt & Whitney R-1340 Wasp C,1930,-,-, PH-AFL, 5242,KLM,International Scheduled Passenger,KL676,Leipzig Airport,LEJ,EDDP,Germany,Essen-Mülheim Airport,ESS,EDLE,Germany,5,2,5,2,-,-,-
19350416-0,Tuesday,16-APR-1935,-,O1, Standing (STD),"Miami, FL",United States of America,0,0, Damaged beyond repair,-,Consolidated 16 Commodore,2,Pratt & Whitney R-1860 Hornet B,-,-,-, NC660M, 04,Pan Am,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
19350425-0,Thursday,25-APR-1935,-,A1, Unknown (UNK),near Hallgarten,Germany,3,3, Damaged beyond repair,-,Junkers Ju-52/3mho,-,-,-,-,-, D-AJYR, J4045,Deutsche Lufthansa,Cargo,-,-,-,-,-,Frankfurt Rhein-Main Airport,FRA,EDDF,Germany,3,0,3,0,-,-,-
19350428-0,Sunday,28-APR-1935,-,A1, Unknown (UNK),"Gadsden, AL",United States of America,-,0, Damaged beyond repair,-,Ford 4-AT-B Tri-Motor,3,Wright J-5 Whirlwind,1928,-,-, NC7863, 4-AT-48,Private,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19350506-0,Monday,06-MAY-1935,03:30,A1, En route (ENR),"11 km (6.9 mls) WSW of Atlanta, MO",United States of America,8,5, Damaged beyond repair,-,Douglas DC-2-112,-,-,1935,-,-, NC13785, 1295,TWA,Domestic Scheduled Passenger,-,Albuquerque Municipal Airport,ABQ,KABQ,United States of America,-,-,-,-,2,6,2,3,-,-,Final
19350507-0,Tuesday,07-MAY-1935,-,A1, Unknown (UNK),Lake Izabal,Guatemala,2,1, Damaged beyond repair,-,Ford 4-AT-.  Tri-Motor,-,-,-,-,-, registration unknown, 4-AT-..,private,Cargo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19350518-0,Saturday,18-MAY-1935,-,A1, Maneuvering (MNV),Moscow,Russia,35,35, Damaged beyond repair,-,Tupolev ANT-20 Maxim Gorky,8,Mikulin AM-34FRN,1934,-,-, CCCP-I20,-,Tupolev,Demonstration,-,-,-,-,-,-,-,-,-,2,33,2,33,1,9,-
19350518-1,Saturday,18-MAY-1935,18:35,A1, En route (ENR),"Flint-Bishop Airport, MI (FNT)",United States of America,12,3, Damaged beyond repair,-,Ford 4-AT-E Tri-Motor,3,Wright J-5 Whirlwind,1928,-,-, NC7864, 4-AT-49,Knowles Flying Service,Domestic Non Scheduled Passenger,-,Flint-Bishop Airport,FNT,KFNT,United States of America,Flint-Bishop Airport,FNT,KFNT,United States of America,2,10,1,2,-,-,-
