identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19670101-1,Sunday,01-JAN-1967,-,A1, Unknown (UNK),Yellahanka AFB,India,3,1, Damaged beyond repair,-,Douglas C-47 (DC-3),-,-,-,-,-, registration unknown,-,Indian AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19670104-0,Wednesday,04-JAN-1967,-,A1, Landing (LDG),Buny Buny,Vietnam,5,0, Damaged beyond repair,-,Fairchild C-123B-18-FA Provider,-,-,-,-,-, 56-4372, 20256,USAF,Military,-,-,-,-,-,-,-,-,-,5,0,0,0,-,-,-
19670104-1,Wednesday,04-JAN-1967,-,A1, Unknown (UNK),Nanking Airport (NKG),China,-,-, Damaged beyond repair,-,Ilyushin Il-18D,-,-,1964,-,-, registration unknown, 186008804,Hâng Không Viêtnam,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19670106-0,Friday,06-JAN-1967,11:23,A2, Landing (LDG),"Brisbane-Eagle Farm Airport, QLD (BNE)",Australia,58,0, Substantial, Repaired,Vickers 823 Viscount,4,Rolls-Royce Dart 525F,1959,-,-, VH-RMG, 414,Ansett-ANA,Domestic Scheduled Passenger,103,Townsville Airport,TSV,YBTL,Australia,-,-,-,-,4,54,0,0,-,-,Final
19670106-1,Friday,06-JAN-1967,16:24,A1, Landing (LDG),"Hilo International Airport, HI (ITO)",United States of America,3,3, Damaged beyond repair,-,Curtiss C-46F-1-CU Commando,-,-,1945,-,-, N30046, 22417,Channel Air Lift,Cargo,-,Hilo International Airport,ITO,PHTO,United States of America,-,-,-,-,3,0,3,0,-,-,Final
19670107-0,Saturday,07-JAN-1967,-,U1, Unknown (UNK),unknown,Unknown country,-,-, Damaged beyond repair,-,Douglas C-47 (DC-3),-,-,1944,-,-, FAC-..., 20346,Colombian AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19670108-0,Sunday,08-JAN-1967,-,C1, En route (ENR),near Duc Pho,Vietnam,7,7, Damaged beyond repair,-,Douglas AC-47D Spooky,2,Pratt & Whitney R-1830-90,1944,-,-, 43-49124, 26385/14940,USAF,Military,-,Da Nang Airport,DAD,VVDN,Vietnam,Da Nang Airport,DAD,VVDN,Vietnam,7,0,7,0,-,-,-
19670109-0,Monday,09-JAN-1967,-,A1, En route (ENR),"near Camp Springs-Andrews Navy Air Field, MD (NSF)",United States of America,9,9, Damaged beyond repair,-,Lockheed P-2E Neptune,-,-,-,-,-, 131495, 426-5376,US Navy,Military,-,-,-,-,-,-,-,-,-,9,0,9,0,-,-,-
19670111-0,Wednesday,11-JAN-1967,09:37,A1, En route (ENR),"50 km (31.3 mls) NW off  Bimini, Bahamas",Atlantic Ocean,4,4, Damaged beyond repair,-,Chase YC-122C Avitruc,2,Wright R-1820,1953,-,-, N122E,-,Bush Aviation,Cargo,-,Fort Lauderdale International Airport,FLL,KFLL,United States of America,Bimini International Airport,BIM,MYBS,Bahamas,4,0,4,0,-,-,Final
19670112-0,Thursday,12-JAN-1967,-,A1, Unknown (UNK),2 km (1.3 mls) from  Meligan Airstrip,Malaysia,9,1, Damaged beyond repair,-,de Havilland Canada DHC-4A Caribou,-,-,1966,-,-, M21-02, 246,Royal Malaysian AF,Military,-,-,-,-,-,-,-,-,-,9,0,1,0,-,-,-
