identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19430101-0,Friday,01-JAN-1943,-,A1, Unknown (UNK),128 km (80 mls) from  Bangui,Central African Republic,-,0, Damaged beyond repair,-,Junkers Ju-52/3mge,-,-,-,-,-, OO-AUG, 6036,Sabena,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19430101-1,Friday,01-JAN-1943,-,A1, Unknown (UNK),South Pacific,Pacific Ocean,5,3, Damaged beyond repair,-,Consolidated PBY-5 Catalina,-,-,-,-,-, 04502,-,US Navy,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19430102-0,Saturday,02-JAN-1943,-,A1, Unknown (UNK),"Aleutians, AK",United States of America,-,-, Damaged beyond repair,-,Consolidated PBY-5 Catalina,-,-,-,-,-, 04482,-,US Navy,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19430102-1,Saturday,02-JAN-1943,-,A1, En route (ENR),off Port Said,Egypt,12,12, Damaged beyond repair,-,Short Sunderland III,-,-,-,-,-, N9209,-,RAF,Military,-,Alexandria Airport,ALY,HEAX,Egypt,-,-,-,-,12,0,12,0,-,-,-
19430103-0,Sunday,03-JAN-1943,-,A1, En route (ENR),Atlantic Ocean,Atlantic Ocean,8,8, Missing, Presumed damaged beyond repair,Consolidated PBY-5A Catalina,-,-,-,-,-, 08097,-,US Navy,Military,-,Quonset Point NAS,NCO,KOQU,United States of America,Quonset Point NAS,NCO,KOQU,United States of America,8,0,8,0,-,-,-
19430103-1,Sunday,03-JAN-1943,-,A1, Taxi (TXI),"Sebring-Hendricks Army Airfield, FL (SEF)",United States of America,-,-, Damaged beyond repair,-,Douglas C-34 (DC-2),-,-,1936,-,-, 36-345, 1415,USAAF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19430104-0,Monday,04-JAN-1943,18:26,A1, Approach (APR),3 km (1.9 mls) S of Heliopolis,Egypt,11,11, Damaged beyond repair,-,Lockheed Lodestar II,-,-,1942,-,-, EW986, 18-2154,RAF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19430104-2,Monday,04-JAN-1943,-,A1, Unknown (UNK),Ostrow,Russia,-,0, Damaged beyond repair,-,Junkers Ju-52/3m,-,-,-,-,-, registration unknown,-,German AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19430105-0,Tuesday,05-JAN-1943,-,A1, Taxi (TXI),"Jacksonville, FL",United States of America,-,-, Damaged beyond repair,-,Consolidated PBY-2 Catalina,-,-,-,-,-, 0497,-,US Navy,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19430106-0,Wednesday,06-JAN-1943,-,A1, Takeoff (TOF),Chabua Airfield,India,-,-, Damaged beyond repair,-,Douglas C-47-DL (DC-3),2,Pratt & Whitney R-1830-92,1942,-,-, 41-7787, 4274,USAAF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19430106-1,Wednesday,06-JAN-1943,06:50,A1, En route (ENR),"near Gander Lake, NL",Canada,7,5, Damaged beyond repair,-,Consolidated 28-5MC Canso (PBY-5),-,-,1941,-,-, 9737,-,RCAF,Military,-,Gander-RCAF Station,YQX,CYQX,Canada,Gander-RCAF Station,YQX,CYQX,Canada,7,0,5,0,-,-,-
19430106-2,Wednesday,06-JAN-1943,-,A1, Unknown (UNK),"Pitomnik Airfield, near Stalingrad",Russia,-,0, Damaged beyond repair,-,Junkers Ju-52/3m,-,-,-,-,-, registration unknown, 7454,German AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19430107-0,Thursday,07-JAN-1943,-,A1, Unknown (UNK),unknown,Unknown country,-,-, Damaged beyond repair,-,Douglas C-47-DL (DC-3),-,-,1942,-,-, 41-18432, 4494,USAAF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19430108-0,Friday,08-JAN-1943,17:15,A1, Initial climb (ICL),"Cooktown Airport, QLD (CTN)",Australia,10,0, Damaged beyond repair,-,Douglas DC-2-171,-,-,1935,-,-, A30-13, 1373,RAAF,Military,-,-,-,-,-,Cooktown Airport,CTN,YCKN,Australia,4,6,0,0,-,-,-
19430108-2,Friday,08-JAN-1943,-,A1,  (CMB),S of Pantelleria,Italy,4,4, Damaged beyond repair,-,Junkers Ju-52/3m,-,-,-,-,-, 1Z+LQ,-,German AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19430109-0,Saturday,09-JAN-1943,-,A1, En route (ENR),"Tagus River, off Lisbon",Portugal,15,13, Destroyed, Written off (damaged beyond repair),Shorts S.26 G Class,4,Bristol Perseus XIIc,1940,-,-, G-AFCK, S.873,BOAC,Test,-,-,-,-,-,-,-,-,-,6,9,5,8,-,-,-
19430109-1,Saturday,09-JAN-1943,-,A1, Unknown (UNK),near Stalingrad-Pitomnik Airfield,Russia,-,-, Damaged beyond repair,-,Junkers Ju-52/3mge,-,-,1935,-,-, 	GC+AE, 4066,German AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19430110-0,Sunday,10-JAN-1943,-,A1, Maneuvering (MNV),8 km (5 mls) NNE off  Gibbs Hill Lighthouse,Bermuda,8,8, Destroyed, Written off (damaged beyond repair),Consolidated PBY-5 Catalina,-,-,-,-,-, 2367,-,US Navy,Military,-,-,-,-,-,-,-,-,-,8,0,8,0,-,-,-
19430111-0,Monday,11-JAN-1943,-,A1, Landing (LDG),"Oakland Municipal Airport, CA (OAK)",United States of America,2,0, Damaged beyond repair,-,Douglas DC-3A-197,-,-,1937,-,-, NC16090, 1929,United Airlines,Military,-,-,-,-,-,Oakland Municipal Airport,OAK,KOAK,United States of America,2,0,0,0,-,-,-
19430111-2,Monday,11-JAN-1943,-,A1, En route (ENR),between Tontouta & Espiritu Santo,Pacific Ocean,5,5, Damaged beyond repair,-,Douglas C-47-DL (DC-3),-,-,1942,-,-, 41-18573, 4698,USAAF,Military,-,Nouméa-La Tontouta International Airport,NOU,NWWW,New Caledonia,-,-,-,-,5,0,5,0,-,-,-
19430112-0,Tuesday,12-JAN-1943,-,A1, Unknown (UNK),near Tezpur Airport (TEZ),India,5,0, Damaged beyond repair,-,Douglas C-49G-DO (DC-3),-,-,1937,-,-, LR235, 1949,RAF,Military,-,Tezpur-Salonibari Airport,TEZ,VETZ,India,-,-,-,-,5,0,0,0,-,-,-
19430112-1,Tuesday,12-JAN-1943,-,A1, Unknown (UNK),Port Moresby-Wards Airfield,Papua New Guinea,-,0, Damaged beyond repair,-,Douglas C-47-DL (DC-3),-,-,1942,-,-, 41-18598, 4723,USAAF,Military,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19430113-0,Wednesday,13-JAN-1943,14:10,A1, Unknown (UNK),"97 km (60.6 mls) N off  Perth, WA",Australia,13,0, Damaged beyond repair,-,Consolidated PBY-5 Catalina,-,-,-,-,-, 04431,-,US Navy,Military,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19430113-1,Wednesday,13-JAN-1943,-,A1, En route (ENR),Aguelhok,Mali,3,3, Damaged beyond repair,-,Lockheed 14-H2 Super Electra,-,-,1939,-,-, F-ARRF, 1506,Air France,Cargo,-,Gao Airport,GAQ,GAGO,Mali,Algiers-Maison Blanche Airport,ALG,DAAG,Algeria,3,0,3,0,-,-,-
