identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19730921-0,Friday,21-SEP-1973,-,A1, Unknown (UNK),Gulf of Mexico,Atlantic Ocean,6,6, Damaged beyond repair,-,Grumman HU-16E Albatross,-,-,-,-,-, 2123, G-350,US Coast Guard,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Preliminary
19730923-0,Sunday,23-SEP-1973,-,A1, Landing (LDG),Algiers-Dar el Beida Airport (ALG),Algeria,-,0, Damaged beyond repair,-,Sud Aviation SE-210 Caravelle III,-,-,1960,-,-, 7T-VAI,  28,Air Algérie,Unknown,-,-,-,-,-,Algiers-Dar el Beida Airport,ALG,DAAG,Algeria,-,-,0,0,-,-,-
19730924-0,Monday,24-SEP-1973,00:54,A1, Landing (LDG),"Gary Regional Airport, IN (GYY)",United States of America,5,0, Damaged beyond repair,-,Lockheed L-1049H Super Constellation,-,-,1958,-,-, N566E, 4838,Holy Nation of Islam Inc,Cargo,-,-,-,-,-,Gary Regional Airport,GYY,KGYY,United States of America,5,0,0,0,-,-,Final
19730925-0,Tuesday,25-SEP-1973,-,O1, Standing (STD),"Tampa International Airport, FL (TPA)",United States of America,0,0, Damaged beyond repair,-,Rockwell 1121B Jet Commander,-,-,1968,-,-, N200RC, 140,Continental Jet Corp.,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
19730925-1,Tuesday,25-SEP-1973,06:18,A1, Initial climb (ICL),"Lincoln, NE",United States of America,3,3, Damaged beyond repair,-,Learjet 25,-,-,-,-,-, N40LB, 25-009,Lisa Jet,Unknown,-,Lincoln Municipal Airport,LNK,KLNK,United States of America,Omaha-Eppley Airfield,OMA,KOMA,United States of America,2,1,2,1,-,-,Final
19730927-1,Thursday,27-SEP-1973,20:52,A1, En route (ENR),"Black Fork Mountain, AR",United States of America,11,11, Destroyed, Written off (damaged beyond repair),Convair CV-600,2,Rolls-Royce Dart 542-4,1948,25913.0,51208.0, N94230, 56,Texas International,Domestic Scheduled Passenger, 655,El Dorado-Goodwin Field,ELD,KELD,United States of America,Texarkana Municipal Airport,TXK,KTXK,United States of America,3,8,3,8,-,-,Final
19730927-2,Thursday,27-SEP-1973,-,A1, Unknown (UNK),Ankara-Etimesgut Airport (ANK),Turkey,-,-, Damaged beyond repair,-,Douglas C-47B-1-DK (DC-3),-,-,1944,-,-, 43-6022, 25598/14153,Turkish AF,Military,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-
19730929-0,Saturday,29-SEP-1973,-,O1, Standing (STD),Madrid-Barajas Airport (MAD),Spain,0,0, Damaged beyond repair,-,Sud Aviation SE-210 Caravelle VI-R,2,Rolls-Royce Avon 533R,1965,-,-, EC-BBR, 171,Iberia,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
19730929-1,Saturday,29-SEP-1973,-,A1, Initial climb (ICL),"Itaituba Airport, PA (ITB)",Brazil,5,5, Damaged beyond repair,-,Douglas C-47A-90-DL (DC-3A),-,-,1944,-,-, PT-CEV, 20182,Aeronorte,Domestic Non Scheduled Passenger,-,Itaituba Airport,ITB,SBIH,Brazil,Jacareacanga Airport,JCR,SBEK,Brazil,3,2,3,2,-,-,-
19730930-1,Sunday,30-SEP-1973,20:37,A1, Initial climb (ICL),10 km (6.3 mls) SW of Sverdlovsk-Koltsovo Airport (SVX),Russia,108,108, Destroyed, Written off (damaged beyond repair),Tupolev Tu-104B,2,Mikulin AM-3M-500,1960,9412.0,20582.0, CCCP-42506, 021904,Aeroflot / Uzbekistan,Domestic Scheduled Passenger,3932,Sverdlovsk-Koltsovo Airport,SVX,USSS,Russia,Omsk Airport,OMS,UNOO,Russia,8,100,8,100,-,-,-
19731002-0,Tuesday,02-OCT-1973,23:36,A1, Approach (APR),"13,7 km (8.6 mls) from  Magadan",Russia,10,10, Destroyed, Written off (damaged beyond repair),Antonov An-12TB,-,-,1969,-,-, CCCP-12967, 9346502,Aeroflot / Yakutsk,Cargo,10178,Yakutsk Airport,YKS,UEEE,Russia,Magadan Airport,GDX,UHMM,Russia,8,2,8,2,-,-,-
19731002-1,Tuesday,02-OCT-1973,-,H2, En route (ENR),Amsterdam-Schiphol International Airport (AMS),Netherlands,-,0, None,-,McDonnell Douglas DC-9,-,-,-,-,-, registration unknown,-,KLM,International Scheduled Passenger,-,Düsseldorf Airport,DUS,EDDL,Germany,Amsterdam-Schiphol International Airport,AMS,EHAM,Netherlands,-,27,0,0,-,-,-
19731002-2,Tuesday,02-OCT-1973,-,A1, Unknown (UNK),at an unknown location,Unknown country,-,-, Damaged beyond repair,-,Douglas C-47-DL (DC-3),2,Pratt & Whitney R-1830-92,1943,-,-, T.3-25, 9037,Spanish AF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19731004-0,Thursday,04-OCT-1973,-,A1, Unknown (UNK),"Itaituba, PA",Brazil,8,8, Damaged beyond repair,-,Britten-Norman BN-2A-7 Islander,-,-,1971,-,-, PT-DVN, 259,Taxi Aéreo Cesar Aguiar,Passenger,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19731005-0,Friday,05-OCT-1973,-,A1, En route (ENR),"Mt. Khuuta, Aksarka District, Tyumen Region",Russia,8,0, Damaged beyond repair,-,Antonov An-2,-,-,-,-,-, CCCP-04340, 110447310,Aeroflot / Tyumen,Unknown,-,Mys Kamenny Airport,YMK,USDK,Russia,Vorkuta Airport,VKT,UUYW,Russia,3,5,0,0,-,-,-
19731010-0,Wednesday,10-OCT-1973,-,H2, Unknown (UNK),Mexico City,Mexico,-,0, Unknown,-,Boeing 727,-,-,-,-,-, registration unknown,-,Mexicana,Unknown,-,Mexico City International Airport,MEX,MMMX,Mexico,-,-,-,-,-,-,0,0,-,-,-
19731010-1,Wednesday,10-OCT-1973,-,A1, Takeoff (TOF),Tashauz Airport (TAZ),Turkmenistan,5,5, Damaged beyond repair,-,Lisunov Li-2,-,-,-,-,-, CCCP-71209,-,Aeroflot / Turkmenistan,Cargo,-,Dasoguz Airport,TAZ,UTAT,Turkmenistan,-,-,-,-,4,1,4,1,-,-,-
19731011-0,Thursday,11-OCT-1973,-,H2, En route (ENR),Hong Kong-Kai Tak International Airport (HKG),Hong Kong,58,0, None,-,BAC One-Eleven,-,-,-,-,-, registration unknown,-,Philippine Air Lines,Domestic Scheduled Passenger,-,Davao-Mati Airport,DVO,RPMD,Philippines,Bacolod Airport,BCD,RPVB,Philippines,7,51,0,0,-,-,-
19731011-1,Thursday,11-OCT-1973,-,A1, Unknown (UNK),near Goris,Armenia,-,0, Damaged beyond repair,-,Antonov An-2,-,-,1960,-,-, CCCP-70880, 1125473 03,Aeroflot / Armenia,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19731012-0,Friday,12-OCT-1973,-,A1, Landing (LDG),Acapulco-Alvarez International Airport (ACA),Mexico,8,8, Damaged beyond repair,-,de Havilland DH-125-1A,-,-,1966,-,-, XA-COL, 25086,Avionas Banamex,Unknown,-,-,-,-,-,Acapulco-Alvarez International Airport,ACA,MMAA,Mexico,2,6,2,6,-,-,-
19731013-0,Saturday,13-OCT-1973,20:18,A1, Approach (APR),17 km (10.6 mls) NW of Moskva-Domodedovo Airport (DME),Russia,122,122, Destroyed, Written off (damaged beyond repair),Tupolev Tu-104B,2,Mikulin AM-3M-500,1960,9776.0,16250.0, CCCP-42486, 021504,Aeroflot / Georgia,Domestic Scheduled Passenger, 964,Kutaisi Airport,KUT,UGKO,Georgia,Moskva-Domodedovo Airport,DME,UUDD,Russia,8,114,8,114,-,-,-
19731015-0,Monday,15-OCT-1973,-,A1, Takeoff (TOF),Lukla Airport (LUA),Nepal,6,0, Damaged beyond repair,-,de Havilland Canada DHC-6 Twin Otter 300,2,Pratt & Whitney Canada PT6A-27,1973,-,-, 9N-ABG, 370,Royal Nepal Airlines,Unknown,-,Lukla Airport,LUA,VNLK,Nepal,-,-,-,-,3,3,0,0,-,-,-
19731015-1,Monday,15-OCT-1973,-,A1, En route (ENR),"Sugar Loaf Mountain, AR",United States of America,7,7, Damaged beyond repair,-,Lockheed C-130E Hercules,-,-,1963,-,-, 62-1845, 3808,USAF,Military,-,Jacksonville-Little Rock AFB,LRF,KLRF,United States of America,-,-,-,-,7,0,7,0,-,-,-
19731015-2,Monday,15-OCT-1973,-,C1, Unknown (UNK),Pnom Penh-Pochentong,Cambodia,4,0, Damaged beyond repair,-,Douglas C-47 (DC-3),-,-,-,-,-, registration unknown,-,Royal Cambodian Air Force,Military,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19731016-0,Tuesday,16-OCT-1973,13:47,A2, Takeoff (TOF),Bombay-Santacruz Airport (BOM),India,7,0, Substantial, Repaired,Boeing 707-327C,4,Pratt & Whitney JT3D-3B,1966,-,-, OD-AFX, 19107/507,TMA,International Scheduled Passenger,-,Bombay-Santacruz Airport,BOM,VABB,India,Beirut International Airport,BEY,OLBA,Lebanon,7,0,0,0,-,-,-
19731018-0,Thursday,18-OCT-1973,-,H2, Unknown (UNK),Marseille-Marignane Airport (MRS),France,110,1, Unknown,-,Boeing 727-228,3,Pratt & Whitney JT8D-7,1968,-,-, F-BPJC, 19545/564,Air France,Domestic Scheduled Passenger,-,Paris-Orly Airport,ORY,LFPO,France,Nice-Côte d'Azur Airport,NCE,LFMN,France,-,-,0,1,-,-,-
19731020-0,Saturday,20-OCT-1973,-,A1, Approach (APR),2 km (1.3 mls) E of Mazatlán-Gen. Rafael Buelna Airport (MZT',Mexico,123,0, Damaged beyond repair,-,Boeing 727-14,3,Pratt & Whitney JT8D-7,1966,-,-, XA-SEN, 19398/345,Mexicana,International Scheduled Passenger,-,Denver-Stapleton International Airport,DEN,KDEN,United States of America,Mazatlán-Gen. Rafael Buelna Airport,MZT,MMMZ,Mexico,6,117,0,0,-,-,-
19731020-2,Saturday,20-OCT-1973,-,H2, En route (ENR),Yacuiba Airport (BYC),Bolivia,57,0, None,-,Boeing 737-287C,2,Pratt & Whitney JT8D-9A,1970,-,-, LV-JNE, 20408/265,Aerolineas Argentinas,Domestic Scheduled Passenger,-,Buenos Aires-Jorge Newbery Airport,AEP,SABE,Argentina,Salta Airport,SLA,SASA,Argentina,-,-,0,0,-,-,-
19731023-1,Tuesday,23-OCT-1973,08:50,A1, Takeoff (TOF),"0,1 km (0.1 mls) off  Rio de Janeiro-Santos Dumont Airport, RJ (SDU)",Brazil,65,8, Damaged beyond repair,-,NAMC YS-11A-211,-,-,1968,-,-, PP-SMJ, 2068,VASP,Domestic Scheduled Passenger, 012,Rio de Janeiro-Santos Dumont Airport,SDU,SBRJ,Brazil,Belo Horizonte-Pampulha Airport,PLU,SBBH,Brazil,5,60,0,8,-,-,-
19731025-0,Thursday,25-OCT-1973,-,O1, Standing (STD),Brno-Turany Airport (BRQ),Czech Republic,-,-, Damaged beyond repair,-,Avia 14-32A,-,-,1958,-,-, OK-MCV, 101807106,CSA,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19731025-1,Thursday,25-OCT-1973,00:38,A1, En route (ENR),"Biscayne Bay, FL",United States of America,3,0, Damaged beyond repair,-,Douglas DC-6A,-,-,1956,-,-, N614SE, 45064/688,Span East Airlines,Cargo,-,Georgetown-Cheddi Jagan International Airport,GEO,SYCJ,Guyana,Miami International Airport,MIA,KMIA,United States of America,3,0,0,0,-,-,Final
19731025-2,Thursday,25-OCT-1973,-,A1, Takeoff (TOF),near Nyrob,Russia,-,0, Damaged beyond repair,-,Antonov An-2R,-,-,1967,-,-, CCCP-01609, 1G82-03,Aeroflot / Uralsk,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19731026-0,Friday,26-OCT-1973,18:50,A1, En route (ENR),"34 km (21.3 mls) off  Cartagena, Colombia [Caribbean Sea]",Atlantic Ocean,3,0, Damaged beyond repair,-,Curtiss C-46F-1-CU Commando,-,-,1945,-,-, HK-1383, 22522,Aerocosta Colombia,Cargo,-,Barranquilla-Soledad Airport,BAQ,SKBQ,Colombia,San Andres Island-Sesquicentenario Airport,ADZ,SKSP,Colombia,2,1,0,0,-,-,-
19731027-0,Saturday,27-OCT-1973,-,A1, Unknown (UNK),Kolpashevo,Russia,-,0, Damaged beyond repair,-,Antonov An-2P,-,-,1973,-,-, CCCP-70408, 1G141-62,Aeroflot / West Siberia,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19731028-0,Sunday,28-OCT-1973,22:21,A2, Landing (LDG),"Greensboro/High Point Airport, NC (GSO)",United States of America,96,0, Substantial, Repaired,Boeing 737-222,2,Pratt & Whitney JT8D-7A,1968,-,9046.0, N751N, 19548/114,Piedmont Airlines,Domestic Scheduled Passenger, 20,Charlotte-Douglas Airport,CLT,KCLT,United States of America,Greensboro/High Point Airport,GSO,KGSO,United States of America,4,92,0,0,-,-,Final
19731029-0,Monday,29-OCT-1973,19:40,A1, En route (ENR),Mount Gimie,Saint Lucia,4,4, Damaged beyond repair,-,Britten-Norman BN-2A-6 Islander,-,-,1971,-,-, N37JA, 210,Sun Island Air Services,Passenger,-,Saint Lucia-Vigie Field,SLU,TLPC,Saint Lucia,Saint Lucia-Hewanorra Airport,UVF,TLPL,Saint Lucia,1,3,1,3,-,-,-
19731031-0,Wednesday,31-OCT-1973,-,H2, Unknown (UNK),Caracas,Venezuela,-,0, Unknown,-,McDonnell Douglas DC-9-14,-,-,-,-,-, registration unknown,-,AVENSA,Unknown,-,Barquisimeto Airport,BRM,SVBM,Venezuela,Caracas Airport,CCS,SVMI,Venezuela,-,-,0,0,-,-,-
19731101-0,Thursday,01-NOV-1973,-,A1, En route (ENR),near Quilpé,Chile,6,3, Damaged beyond repair,-,Grumman HU-16B Albatross,-,-,-,-,-, 251,-,Chilean Navy,Military,-,-,-,-,-,-,-,-,-,6,0,3,0,-,-,Preliminary
19731102-0,Friday,02-NOV-1973,-,A1, Approach (APR),Villavicencio-La Vanguardia Airport (VVC),Colombia,16,6, Damaged beyond repair,-,Handley Page HPR-7 Herald 101,2,Rolls-Royce Dart (series unknown),1961,-,-, HK-718, 150,La Urraca,Domestic Scheduled Passenger,-,Arauca-Santiago Pérez Airport,AUC,SKUC,Colombia,Cúcuta-Camilo Daza Airport,CUC,SKCC,Colombia,4,12,3,3,-,-,-
19731102-1,Friday,02-NOV-1973,-,H2, Unknown (UNK),Moscow,Russia,-,2, Unknown,-,Yakovlev Yak-40,3,Ivchenko AI-25,-,-,-, registration unknown,-,Aeroflot,Unknown,-,Bryansk Airport,BZK,UUBP,Russia,-,-,-,-,-,-,-,-,-,-,-
19731103-0,Saturday,03-NOV-1973,16:40,A2, En route (ENR),"near Socorro, NM",United States of America,128,1, Substantial, Repaired,McDonnell Douglas DC-10-10,-,-,1971,-,5954.0, N60NA, 46700/14,National Airlines,Domestic Scheduled Passenger,  27,Houston-Intercontinental Airport,IAH,KIAH,United States of America,Las Vegas-McCarran International Airport,LAS,KLAS,United States of America,12,116,0,1,-,-,Final
19731103-1,Saturday,03-NOV-1973,09:39,A1, Approach (APR),"Boston-Logan International Airport, MA (BOS)",United States of America,3,3, Destroyed, Written off (damaged beyond repair),Boeing 707-321C,4,Pratt & Whitney JT3D-3B,1967,-,24537.0, N458PA, 19368/640,Pan Am,Cargo,PA160,New York-John F. Kennedy International Airport,JFK,KJFK,United States of America,Glasgow-Prestwick Airport,PIK,EGPK,United Kingdom,3,0,3,0,-,-,Final
19731104-0,Sunday,04-NOV-1973,-,A1, Unknown (UNK),near Kirensk,Russia,-,0, Damaged beyond repair,-,Antonov An-2,-,-,1956,-,-, CCCP-41978, 16847308,Aeroflot / East Siberia,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19731104-1,Sunday,04-NOV-1973,-,A1, Approach (APR),27 km (16.9 mls) S of Bu Prang Camp,Vietnam,29,29, Damaged beyond repair,-,de Havilland Canada C-7A Caribou (DHC-4),-,-,-,-,-, registration unknown,-,Vietnam Air Force - VNAF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19731105-0,Monday,05-NOV-1973,-,O1, Standing (STD),Madrid-Barajas Airport (MAD),Spain,0,0, Damaged beyond repair,-,Sud Aviation SE-210 Caravelle VI-R,2,Rolls-Royce Avon 533R,1967,-,-, EC-BIA, 226,Iberia,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
19731112-0,Monday,12-NOV-1973,-,A1, Landing (LDG),near Craon,France,5,0, Damaged beyond repair,-,Nord 262B-11,-,-,1964,-,-, F-BLHT, 5,Rousseau Aviation,Scheduled Passenger,-,Tours-St Symphorien Airport,TUF,LFOT,France,-,-,-,-,3,2,0,0,-,-,-
19731116-0,Friday,16-NOV-1973,10:48,A1, Initial climb (ICL),8 km (5 mls) ESE off  Chania-Soúda Airport (CHQ),Greece,10,7, Damaged beyond repair,-,Grumman C-2A Greyhound,-,-,-,-,-, 152787, 4,US Navy,Military,-,Chania-Soúda Airport,CHQ,LGSA,Greece,-,-,-,-,-,-,-,-,-,-,-
19731117-0,Saturday,17-NOV-1973,-,A1, En route (ENR),20 km (12.5 mls) NNW of Quang Ngai,Vietnam,27,27, Damaged beyond repair,-,Douglas C-47B-10-DK (DC-3),2,Pratt & Whitney R-1830-90C,1944,-,-, XV-NIE, 26355/14910,Air Vietnam,Domestic Scheduled Passenger,-,Saigon-Tan Son Nhat International Airport,SGN,VVTS,Vietnam,-,-,-,-,3,24,3,24,-,-,-
19731120-0,Tuesday,20-NOV-1973,-,A1, Landing (LDG),Kazan Airport (KZN),Russia,-,0, Damaged beyond repair,-,Tupolev Tu-124V,2,Soloviev D-20P,1962,-,-, CCCP-45031, 2350901,Aeroflot / Moscow,Unknown,-,-,-,-,-,Kazan Airport,KZN,UWKD,Russia,-,-,0,0,-,-,-
19731121-0,Wednesday,21-NOV-1973,14:00,A1, En route (ENR),Sólheimasandur,Iceland,7,0, Damaged beyond repair,-,Douglas R4D-8 (Super DC-3),2,Wright R-1820-80,1944,-,-, 17171, 43309,US Navy,Military,-,Hofn Hornafjördur Airport,HFN,BIHN,Iceland,-,-,-,-,-,-,0,0,-,-,-
19731123-0,Friday,23-NOV-1973,-,A1, Unknown (UNK),Porto Marghera,Italy,4,4, Damaged beyond repair,-,Douglas C-47 (DC-3),-,-,-,-,-, MM61832,-,Italian AF,Military,-,-,-,-,-,-,-,-,-,4,0,4,0,-,-,-
19731125-0,Sunday,25-NOV-1973,-,H2, En route (ENR),Dubai Airport (DXB),United Arab Emirates,264,0, None,-,Boeing 747-206B,-,-,1970,-,-, PH-BUA, 19922/96,KLM,International Scheduled Passenger,KL861,Beirut International Airport,BEY,OLBA,Lebanon,Delhi-Indira Gandhi International Airport,DEL,VIDP,India,17,247,0,0,-,-,-
