identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
20080615-0,Sunday,15-JUN-2008,16:30,A1, En route (ENR),near Chifeng,China,4,3, Damaged beyond repair,-,Harbin Yunshuji Y-12 II,-,-,-,-,-, B-3841, 0061,China Flying Dragon,Survey/research,-,-,-,-,-,-,-,-,-,4,0,3,0,-,-,Preliminary
20080615-1,Sunday,15-JUN-2008,10:00,A2, Landing (LDG),Mathiang Airfield,South Sudan,3,0, Substantial,-,CASA C-212 Aviocar 200,2,Garrett TPE331-10R-511C,1982,-,-, 5Y-TSL, 193,Turbine Services,Cargo,-,-,-,-,-,-,-,-,-,2,1,0,0,-,-,Preliminary - official
20080615-2,Sunday,15-JUN-2008,-,A1, En route (ENR),"near Betz, Oise",France,4,0, Damaged beyond repair,-,Antonov An-2T,-,-,1957,-,-, F-AZHB, 173(473)09,Aéroclub Paris-Est,Unknown,-,Lille-Lesquin Airport,LIL,LFQQ,France,-,-,-,-,-,-,0,0,-,-,Preliminary
20080618-0,Wednesday,18-JUN-2008,10:01,A1, Takeoff (TOF),"Hyannis-Barnstable Airport, MA (HYA)",United States of America,1,1, Destroyed, Written off (damaged beyond repair),de Havilland Canada DHC-6 Twin Otter 100,2,Pratt & Whitney Canada PT6A-20,1967,-,38185.0, N656WA, 47,Wiggins Airways,Cargo,6601,Hyannis-Barnstable Airport,HYA,KHYA,United States of America,Nantucket Memorial Airport,ACK,KACK,United States of America,1,0,1,0,-,-,Final
20080621-0,Saturday,21-JUN-2008,-,A1, Initial climb (ICL),Krems-Langenlois Airport,Austria,13,0, Damaged beyond repair,-,Antonov An-2R,-,-,1975,-,-, HA-MBC, 1G161-08,Air Patrol,Parachuting,-,-,-,-,-,-,-,-,-,1,12,0,0,-,-,Preliminary
20080622-0,Sunday,22-JUN-2008,10:43,A2, Landing (LDG),Berne-Belp Airport (BRN),Switzerland,67,0, Substantial, Repaired,de Havilland Canada DHC-8-402Q Dash 8,2,Pratt & Whitney Canada PW150A,2008,203.0,279.0, HB-JGA, 4198,SkyWork Airlines,Int'l Non Scheduled Passenger,172,Palma de Mallorca Airport,PMI,LEPA,Spain,Berne-Belp Airport,BRN,LSZB,Switzerland,5,62,0,0,-,-,Final
20080626-0,Thursday,26-JUN-2008,11:00,A1, En route (ENR),15 km (9.4 mls) from  Tegal Lilin,Indonesia,18,18, Destroyed, Written off (damaged beyond repair),CASA/Nurtanio NC-212-M Aviocar 200,-,-,1984,-,-, A-2106, 228/68N,Indonesian AF,Military,-,Jakarta-Halim Perdana Kusuma Airport,HLP,WIHH,Indonesia,-,-,-,-,5,13,5,13,-,-,-
20080627-0,Friday,27-JUN-2008,18:00,A1, En route (ENR),near Gryzlov,Russia,5,5, Damaged beyond repair,-,Antonov An-2,1,Shvetsov ASh-62IR,1990,-,-, RA-01132, 1G238-60,Avialesookhrana,"Aerial Work (Calibration, Photo)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Preliminary
20080627-1,Friday,27-JUN-2008,07:05,A1, En route (ENR),46 km (28.8 mls) N of Malakal,South Sudan,8,7, Destroyed, Written off (damaged beyond repair),Antonov An-12BK,4,Ivchenko AI-20M,1968,6924.0,14597.0, ST-ARN, 8346010,Juba Air Cargo,Cargo, 500,Khartoum-Civil Airport,KRT,HSSS,Sudan,Juba Airport,JUB,HSSJ,South Sudan,8,0,7,0,-,-,Final
20080627-2,Friday,27-JUN-2008,11:00,O1, Standing (STD),"San Marcos,TX",United States of America,0,0, Destroyed, Written off (damaged beyond repair),Dornier 328-110,2,Pratt & Whitney Canada PW119B,1995,-,-, N457PS, 3048,US Airways Express,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,- (No safety board investigation)
