identifiant,week_day,date,time,type_event,phase,location,country,total_occupants,total_fatalities,aircraft_damage,aircraft_fate,type_aircraft,number_engines,type_engines,first_flight,cycles,total_airframe_hours,registration,c_n_msn,operator,nature,flight_number,departure_airport_name,departure_airport_IATA,departure_airport_ICAO,departure_airport_country,destination_airport_name,destination_airport_IATA,destination_airport_ICAO,destination_airport_country,crew_number,passengers_number,crew_fatalities,passengers_fatalities,collision_casualties,ground_casualties,status
19790102-0,Tuesday,02-JAN-1979,15:21,A1, Takeoff (TOF),Molodezhnaya,Antarctica,14,3, Damaged beyond repair,-,Ilyushin Il-14FKM,-,-,1957,12705.0,19494.0, CCCP-04193, 7343506,Aeroflot / Central Region,Domestic Non Scheduled Passenger,-,-,-,-,-,-,-,-,-,5,9,3,0,-,-,-
19790102-1,Tuesday,02-JAN-1979,-,O1, Standing (STD),at an unknown location,Hungary,0,0, Damaged beyond repair,-,Antonov An-2R,-,-,-,-,-, HA-MDJ, 1G181-41,Ministry for Agriculture and Nutrition,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
19790105-0,Friday,05-JAN-1979,-,A1, Takeoff (TOF),Managua-Las Mercedes Airport (MGA),Nicaragua,-,-, Damaged beyond repair,-,CASA C-212 Aviocar 100,-,-,1977,-,-, 423, 95,Nicaraguan AF,Military,-,Managua-Las Mercedes Airport,MGA,MNMG,Nicaragua,-,-,-,-,-,-,-,-,-,-,-
19790105-1,Friday,05-JAN-1979,20:21,A1, Landing (LDG),"Inigok Airport, AK",United States of America,15,0, Damaged beyond repair,-,Lockheed L-188PF Electra,-,-,1960,-,-, N403GN, 1127,Great Northern Airlines,Cargo,-,Umiat Airport,UMT,PAUM,United States of America,-,-,-,-,6,9,0,0,-,-,Final
19790110-0,Wednesday,10-JAN-1979,-,A1, Landing (LDG),"Southbay, FL",United States of America,1,0, Damaged beyond repair,-,Douglas DC-3A,2,Pratt & Whitney R-1830,1942,-,-, N9025R, 4998,Waggoner Aircraft,Unknown,-,-,-,-,-,-,-,-,-,1,0,0,0,-,-,Final
19790112-0,Friday,12-JAN-1979,-,A1, Unknown (UNK),48 km (30 mls) NE of San Borja,Bolivia,-,0, Damaged beyond repair,-,Douglas C-54D-10-DC (DC-4),-,-,1945,-,-, CP-1352, 10761,Trak Airways,Unknown,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19790112-1,Friday,12-JAN-1979,-,H2, Unknown (UNK),"Tripoli, Tripoli",Libya,-,0, Unknown,-,Boeing 727-2H3,3,Pratt & Whitney JT8D-9A,-,-,-, registration unknown,-,Tunis Air,Unknown,-,Tunis-Carthage Airport,TUN,DTTA,Tunisia,Djerba-Melita Airport,DJE,DTTJ,Tunisia,-,-,0,0,-,-,-
19790112-2,Friday,12-JAN-1979,-,O1, Standing (STD),Juist Airport (JUI),Germany,0,0, Damaged beyond repair,-,Britten-Norman BN-2A-8 Islander,-,-,1975,-,-, D-IEDA, 437,FLN,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
19790114-0,Sunday,14-JAN-1979,16:40,A1, Takeoff (TOF),"Catalina Island-Avalon Bay Airport, CA (CIB)",United States of America,11,0, Damaged beyond repair,-,Grumman G-73 Mallard,-,-,1947,-,-, N95DF, J-19,Trans Catalina Airlines,Domestic Scheduled Passenger,-,Catalina Island-Avalon Bay Airport,CIB,KAVX,United States of America,Long Beach Municipal Airport,LGB,KLGB,United States of America,2,9,0,0,-,-,Final
19790115-1,Monday,15-JAN-1979,-,A1, Approach (APR),"5,3 km (3.3 mls) NW of Minsk-1 International Airport (MHP)",Belarus,14,13, Destroyed, Written off (damaged beyond repair),Antonov An-24B,-,-,1965,17627.0,23844.0, CCCP-46807, 67302109,Aeroflot / Ukraine,Domestic Scheduled Passenger,-,Kiev-Zhulhyany Airport,IEV,UKKK,Ukraine,Minsk-1 International Airport,MHP,UMMM,Belarus,5,9,5,8,-,-,-
19790116-0,Tuesday,16-JAN-1979,-,H2, Unknown (UNK),Beirut International Airport (BEY),Lebanon,-,0, Unknown,-,Boeing 707,-,-,-,-,-, registration unknown,-,MEA,Unknown,-,Beirut International Airport,BEY,OLBA,Lebanon,Amman-Marka International Airport,ADJ,OJAM,Jordan,-,-,0,0,-,-,-
19790117-0,Wednesday,17-JAN-1979,-,A1, Takeoff (TOF),Cherbourg-Maupertus Airport (CER),France,-,0, Damaged beyond repair,-,Nord 262A-29,2,Turbomeca Bastan VI-C1,1971,-,-, 85, 85,French Navy,Military,-,Cherbourg-Maupertus Airport,CER,LFRC,France,-,-,-,-,-,-,0,0,-,-,-
19790117-2,Wednesday,17-JAN-1979,19:55,A1, Landing (LDG),"Itacajá, TO",Brazil,-,0, Damaged beyond repair,-,Grumman M-16 Albatross (HU-16),-,-,-,-,-, 6539, G-45,Brazilian AF,Military,-,Carolina Airport,CLN,SBCI,Brazil,Florianópolis Air Force Base,FLN,SBFL,Brazil,-,-,0,0,-,-,-
19790118-0,Thursday,18-JAN-1979,11:20,A1, Maneuvering (MNV),near Belgorod Airport (EGO),Russia,3,3, Destroyed, Written off (damaged beyond repair),Let L-410M,2,Walter M-601A,1976,485.0,252.0, CCCP-67210, 760513,Aeroflot / Central Region,Training,-,Belgorod Airport,EGO,UUOB,Russia,Belgorod Airport,EGO,UUOB,Russia,3,0,3,0,-,-,-
19790119-0,Friday,19-JAN-1979,19:34,A1, Approach (APR),"Detroit-Metropolitan Wayne County Airport, MI (DTW)",United States of America,6,6, Destroyed, Written off (damaged beyond repair),Learjet 25D,2,General Electric CJ610-8A,1978,-,299.0, N137GL, 25-237,Massey-Ferguson,Executive,-,South Bend Regional,SBN,KSBN,United States of America,Detroit-Metropolitan Wayne County Airport,DTW,KDTW,United States of America,2,4,2,4,-,-,Final
19790123-0,Tuesday,23-JAN-1979,-,O1, Standing (STD),Milano-Malpensa Airport (MXP),Italy,-,0, Damaged beyond repair,-,Lockheed C-130H Hercules,-,-,1973,-,-, MM62000, 4497,Italian AF,Military,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-
19790124-0,Wednesday,24-JAN-1979,-,A1, Landing (LDG),Pisa-Arturo dell'Oro Air Base (PSA),Italy,-,0, Damaged beyond repair,-,Fairchild C-119G Flying Boxcar,2,Wright R-3350,1952,-,-, MM52-6030, 11031,Italian AF,Military,-,-,-,-,-,Pisa-Arturo dell'Oro Air Base,PSA,LIRP,Italy,-,-,0,0,-,-,-
19790124-1,Wednesday,24-JAN-1979,19:40,A1, Approach (APR),15 km (9.4 mls) from  Béchar-Leger Airport (CBH),Algeria,23,14, Damaged beyond repair,-,Nord 262A-44,2,Turbomeca Bastan VI-C1,1966,-,-, 7T-VSU, 19,Air Algérie,Domestic Scheduled Passenger,-,-,-,-,-,Béchar-Leger Airport,CBH,DAOC,Algeria,3,20,0,14,-,-,-
19790126-0,Friday,26-JAN-1979,12:00,A1, Landing (LDG),"Taos Airport, NM (TSM)",United States of America,10,0, Damaged beyond repair,-,Hawker Siddeley HS-125-1A-522,-,-,1966,-,-, N3MF, 25093,Big 6 General Partnership,Private,-,Bartlesville Airport,BVO,KBVO,United States of America,Taos Airport,TSM,KSKX,United States of America,2,8,0,0,-,-,Final
19790127-0,Saturday,27-JAN-1979,-,H2, Unknown (UNK),"New York-John F. Kennedy International Airport, NY (JFK)",United States of America,131,0, Unknown,-,Boeing 747,-,-,-,-,-, registration unknown,-,United Airlines,Domestic Scheduled Passenger,UA8,Los Angeles International Airport,LAX,KLAX,United States of America,New York-John F. Kennedy International Airport,JFK,KJFK,United States of America,-,-,0,0,-,-,-
19790128-0,Sunday,28-JAN-1979,17:26,A1, Approach (APR),"17,4 km (10.9 mls) SE of Rodez Airport (RDZ)",France,6,5, Destroyed, Written off (damaged beyond repair),Fokker F-27 Friendship 500,2,Rolls-Royce Dart 532-7R,1978,1366.0,1704.0, F-BYAH, 10570,Air Rouergue,Test,-,Rodez Airport,RDZ,LFCR,France,Rodez Airport,RDZ,LFCR,France,2,4,2,3,-,-,Final
19790128-1,Sunday,28-JAN-1979,-,A1, Unknown (UNK),near Haikota,Eritrea,-,3, Damaged beyond repair,-,Douglas C-47B-10-DK (DC-3),2,Pratt & Whitney R-1830-90C,1944,-,18767.0, ET-AGP, 26475/15030,Ethiopian Airlines,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19790130-0,Tuesday,30-JAN-1979,21:00,A1, En route (ENR),"c 200km ENE off Tokyo, Japan",Pacific Ocean,6,6, Missing, Presumed damaged beyond repair,Boeing 707-323C,4,Pratt & Whitney JT3D-3B,1966,-,-, PP-VLU, 19235/519,Varig,Cargo, 967,Tokyo-Narita Airport,NRT,RJAA,Japan,Los Angeles International Airport,LAX,KLAX,United States of America,6,0,6,0,-,-,-
19790131-0,Wednesday,31-JAN-1979,12:15,A1, Unknown (UNK),ca 65 km N of Isfahan,Iran,7,5, Damaged beyond repair,-,Beechcraft C-12A Huron (A200 Super King Air),-,-,1973,-,-, 73-1211, BD-7,USAF,Military,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19790201-0,Thursday,01-FEB-1979,-,O1, Standing (STD),Lahore Airport (LHE),Pakistan,0,0, Damaged beyond repair,-,Lockheed C-130E Hercules,-,-,1965,-,-, 10687, 4117,Pakistan AF,Military,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,-
19790201-1,Thursday,01-FEB-1979,-,O1, Standing (STD),Lahore Airport (LHE),Pakistan,-,0, Damaged beyond repair,-,Lockheed C-130B Hercules,4,Allison T56-A-7,1962,-,-, 23488, 3698,Pakistan AF,Military,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-
19790205-0,Monday,05-FEB-1979,-,A1, Unknown (UNK),Trebinje,Bosnia and Herzegovina,3,3, Damaged beyond repair,-,Antonov An-2PF,-,-,-,-,-, SP-TBB, 1G159-02,Aeropol,Ferry/positioning,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
